"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Possession","Home_Success_Pass","Home_Pass","Home_Passing_Accuracy","Home_Fouls","Home_Corners","Home_Crosses","Home_Touches","Home_Tackles","Home_Interceptions","Home_Aerials_Won","Home_Clearances","Home_Offsides","Home_Goal_Kicks","Home_Throw_Ins","Home_Long_Balls","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Possession","Away_Success_Pass","Away_Pass","Away_Passing_Accuracy","Away_Fouls","Away_Corners","Away_Crosses","Away_Touches","Away_Tackles","Away_Interceptions","Away_Aerials_Won","Away_Clearances","Away_Offsides","Away_Goal_Kicks","Away_Throw_Ins","Away_Long_Balls","Away_Yellow_Cards","Away_Red_Cards","Game_URL"
"Serie A","2021-05-23","Serie A (Matchweek 38)","Internazionale","3-5-2",48,379,445,85,13,3,13,532,13,7,5,11,0,9,16,47,"1","0","Udinese","3-5-1-1",52,424,483,88,16,2,13,566,12,11,5,9,1,5,15,42,"0","0","https://fbref.com/en/matches/ba1cf5be/Internazionale-Udinese-May-23-2021-Serie-A"
"Serie A","2020-10-03","Serie A (Matchweek 3)","Sassuolo","4-2-3-1",54,416,511,81,15,3,7,622,24,14,6,20,2,7,13,67,"2","0","Crotone","5-3-2",46,338,438,77,15,4,17,533,14,8,10,4,3,4,26,51,"3","0","https://fbref.com/en/matches/4898e655/Sassuolo-Crotone-October-3-2020-Serie-A"
"Serie A","2021-01-20","Serie A (Matchweek 10)","Udinese","3-5-1-1",34,222,314,71,20,2,12,428,15,17,12,23,0,10,11,73,"3","0","Atalanta","3-4-3",66,497,604,82,26,7,24,688,8,9,22,13,0,4,19,73,"2","0","https://fbref.com/en/matches/73e858c4/Udinese-Atalanta-January-20-2021-Serie-A"
"Serie A","2020-12-23","Serie A (Matchweek 14)","Spezia","4-3-3",67,562,686,82,19,4,14,758,14,7,18,3,1,2,23,104,"3","0","Genoa","3-5-2",33,228,336,68,20,2,6,426,4,13,14,20,4,6,18,94,"4","0","https://fbref.com/en/matches/3315da73/Spezia-Genoa-December-23-2020-Serie-A"
"Serie A","2021-03-07","Serie A (Matchweek 26)","Fiorentina","3-5-1-1",42,284,386,74,19,3,17,462,11,7,17,8,0,10,22,61,"0","0","Parma","4-3-1-2",58,432,527,82,16,3,19,624,22,9,13,11,1,4,22,73,"3","0","https://fbref.com/en/matches/3caf9523/Fiorentina-Parma-March-7-2021-Serie-A"
"Serie A","2021-01-06","Serie A (Matchweek 16)","Bologna","4-2-3-1",37,269,344,78,16,4,7,471,16,8,12,32,1,8,15,53,"5","1","Udinese","3-5-2",63,478,576,83,13,6,33,678,14,7,12,10,2,5,24,41,"3","0","https://fbref.com/en/matches/9e79367d/Bologna-Udinese-January-6-2021-Serie-A"
"Serie A","2021-04-21","Serie A (Matchweek 32)","Spezia","4-3-3",36,311,396,79,8,0,5,487,12,4,12,23,0,11,13,93,"2","0","Internazionale","3-5-2",64,601,695,86,7,8,25,776,10,6,12,7,6,1,29,79,"0","0","https://fbref.com/en/matches/b146d7f8/Spezia-Internazionale-April-21-2021-Serie-A"
"Serie A","2021-03-13","Serie A (Matchweek 27)","Sassuolo","4-2-3-1",41,304,392,78,15,6,11,511,9,11,11,23,0,3,15,59,"3","0","Hellas Verona","3-4-3",59,453,564,80,17,5,24,668,13,12,13,10,8,4,23,64,"2","0","https://fbref.com/en/matches/1e46b9b1/Sassuolo-Hellas-Verona-March-13-2021-Serie-A"
"Serie A","2020-11-01","Serie A (Matchweek 6)","Napoli","4-2-3-1",44,417,510,82,7,12,32,603,22,9,13,4,3,4,14,48,"2","0","Sassuolo","3-4-3",56,582,651,89,9,3,4,761,12,15,13,17,0,14,9,53,"2","0","https://fbref.com/en/matches/57755213/Napoli-Sassuolo-November-1-2020-Serie-A"
"Serie A","2020-11-28","Serie A (Matchweek 9)","Benevento","4-3-2-1",37,292,400,73,13,5,21,500,18,20,9,20,2,12,16,79,"6","0","Juventus","4-4-2",63,591,686,86,13,8,21,802,12,13,15,17,5,4,16,68,"1","1","https://fbref.com/en/matches/6fe2a910/Benevento-Juventus-November-28-2020-Serie-A"
"Serie A","2020-11-01","Serie A (Matchweek 6)","Sampdoria","4-4-2",55,442,560,79,19,7,21,652,8,12,12,11,1,5,28,62,"5","0","Genoa","4-3-2-1",45,357,466,77,11,4,12,580,19,23,8,21,5,8,26,75,"1","0","https://fbref.com/en/matches/3efc9351/Sampdoria-Genoa-November-1-2020-Serie-A"
"Serie A","2021-04-11","Serie A (Matchweek 30)","Roma","3-4-3",44,370,471,79,14,4,14,561,9,13,14,17,0,10,19,80,"3","0","Bologna","4-2-3-1",56,497,603,82,14,6,18,707,12,7,19,16,2,8,17,69,"1","0","https://fbref.com/en/matches/cd82b9fa/Roma-Bologna-April-11-2021-Serie-A"
"Serie A","2021-04-24","Serie A (Matchweek 33)","Parma","4-3-3",58,438,537,82,15,7,31,638,14,8,19,9,4,6,20,72,"3","0","Crotone","3-5-2",42,307,396,78,11,5,11,510,16,6,17,29,2,12,14,73,"2","0","https://fbref.com/en/matches/03fe0915/Parma-Crotone-April-24-2021-Serie-A"
"Serie A","2020-10-04","Serie A (Matchweek 3)","Milan","4-2-3-1",62,522,620,84,14,4,21,734,22,12,17,15,1,1,23,70,"1","0","Spezia","4-3-3",38,290,388,75,19,6,14,503,21,13,9,24,0,6,21,72,"2","0","https://fbref.com/en/matches/a812c1ea/Milan-Spezia-October-4-2020-Serie-A"
"Serie A","2021-01-17","Serie A (Matchweek 18)","Internazionale","3-5-2",49,483,555,87,8,3,11,653,7,6,6,24,0,7,20,56,"2","0","Juventus","4-4-2",51,499,575,87,14,4,29,666,7,8,14,11,3,8,14,45,"2","0","https://fbref.com/en/matches/9f1e76e2/Derby-dItalia-Internazionale-Juventus-January-17-2021-Serie-A"
"Serie A","2020-10-17","Serie A (Matchweek 4)","Napoli","4-2-3-1",50,423,526,80,12,6,18,609,21,8,11,9,1,8,23,77,"1","0","Atalanta","3-4-3",50,456,531,86,23,2,10,638,13,17,10,10,1,5,12,41,"3","0","https://fbref.com/en/matches/804e3527/Napoli-Atalanta-October-17-2020-Serie-A"
"Serie A","2020-10-24","Serie A (Matchweek 5)","Atalanta","3-4-1-2",65,600,701,86,12,3,25,823,14,16,16,10,1,1,16,65,"3","0","Sampdoria","4-4-2",35,273,377,72,19,1,9,506,21,15,16,32,0,9,26,65,"4","0","https://fbref.com/en/matches/ed9e30e7/Atalanta-Sampdoria-October-24-2020-Serie-A"
"Serie A","2021-01-24","Serie A (Matchweek 19)","Genoa","3-5-2",41,342,457,75,11,4,13,591,17,14,10,33,3,15,13,70,"1","0","Cagliari","4-3-2-1",59,526,652,81,6,7,32,776,17,9,20,17,0,7,24,74,"2","0","https://fbref.com/en/matches/b36d3fe6/Genoa-Cagliari-January-24-2021-Serie-A"
"Serie A","2021-04-25","Serie A (Matchweek 33)","Benevento","3-5-2",57,397,495,80,18,11,32,596,11,10,11,4,0,4,14,71,"2","0","Udinese","3-5-1-1",43,291,376,77,20,2,7,493,13,5,16,36,2,7,19,71,"2","0","https://fbref.com/en/matches/a67b34df/Benevento-Udinese-April-25-2021-Serie-A"
"Serie A","2021-01-03","Serie A (Matchweek 15)","Benevento","4-3-2-1",61,466,564,83,9,12,39,655,15,8,11,8,1,7,22,70,"1","0","Milan","4-2-3-1",39,289,359,81,14,4,10,479,12,15,13,30,2,12,8,66,"3","1","https://fbref.com/en/matches/147553a0/Benevento-Milan-January-3-2021-Serie-A"
"Serie A","2020-12-07","Serie A (Matchweek 10)","Fiorentina","4-3-3",61,515,642,80,7,5,34,735,10,9,18,12,1,1,25,75,"2","0","Genoa","4-1-2-1-2",39,298,402,74,20,1,16,534,15,20,18,38,2,11,14,67,"2","0","https://fbref.com/en/matches/50ad79b4/Fiorentina-Genoa-December-7-2020-Serie-A"
"Serie A","2021-05-08","Serie A (Matchweek 35)","Udinese","3-5-1-1",47,354,441,80,12,5,12,539,15,8,8,11,0,14,9,53,"1","0","Bologna","4-2-3-1",53,410,497,82,18,10,18,581,10,8,9,13,2,5,15,47,"1","0","https://fbref.com/en/matches/d3941f3c/Udinese-Bologna-May-8-2021-Serie-A"
"Serie A","2021-01-06","Serie A (Matchweek 16)","Atalanta","3-4-1-2",52,486,585,83,10,12,32,680,17,8,8,13,3,2,18,41,"1","0","Parma","4-1-4-1",48,464,547,85,6,3,11,674,19,15,17,28,1,9,15,87,"1","0","https://fbref.com/en/matches/17d4228c/Atalanta-Parma-January-6-2021-Serie-A"
"Serie A","2020-11-29","Serie A (Matchweek 9)","Milan","4-2-3-1",44,339,440,77,15,3,19,579,25,9,14,31,1,4,15,76,"2","0","Fiorentina","4-3-3",56,434,550,79,15,6,24,659,11,9,23,16,2,9,16,70,"4","0","https://fbref.com/en/matches/dac00d76/Milan-Fiorentina-November-29-2020-Serie-A"
"Serie A","2021-05-15","Serie A (Matchweek 37)","Roma","4-2-3-1",48,391,477,82,8,4,17,574,13,13,12,15,2,5,18,70,"2","0","Lazio","3-5-2",52,428,516,83,8,4,14,606,12,12,9,17,5,9,16,62,"3","1","https://fbref.com/en/matches/4af9058b/Roma-Lazio-May-15-2021-Serie-A"
"Serie A","2021-01-17","Serie A (Matchweek 18)","Sassuolo","3-4-3",61,486,565,86,18,5,19,655,9,7,18,13,3,7,15,33,"3","0","Parma","4-3-3",39,274,358,77,11,2,16,463,18,23,19,18,3,9,11,79,"2","0","https://fbref.com/en/matches/1abc7190/Sassuolo-Parma-January-17-2021-Serie-A"
"Serie A","2021-02-20","Serie A (Matchweek 23)","Genoa","3-5-2",50,383,525,73,11,5,17,639,9,18,30,15,0,11,26,99,"1","0","Hellas Verona","3-4-3",50,378,515,73,17,1,15,654,13,13,24,28,2,6,22,91,"1","0","https://fbref.com/en/matches/03561585/Genoa-Hellas-Verona-February-20-2021-Serie-A"
"Serie A","2021-03-13","Serie A (Matchweek 27)","Genoa","3-5-2",57,490,583,84,14,6,27,677,16,16,12,12,0,12,16,68,"3","0","Udinese","3-5-2",43,354,441,80,6,3,13,541,9,9,8,30,1,10,15,64,"1","0","https://fbref.com/en/matches/e002d4e8/Genoa-Udinese-March-13-2021-Serie-A"
"Serie A","2021-01-24","Serie A (Matchweek 19)","Lazio","3-5-2",49,429,506,85,16,9,25,603,16,9,15,14,1,7,13,77,"2","0","Sassuolo","4-2-3-1",51,442,525,84,15,6,11,615,19,6,10,21,0,8,15,50,"3","0","https://fbref.com/en/matches/63557942/Lazio-Sassuolo-January-24-2021-Serie-A"
"Serie A","2020-11-07","Serie A (Matchweek 7)","Benevento","4-2-3-1",38,280,373,75,13,2,9,453,12,10,15,10,6,8,18,61,"3","0","Spezia","4-3-3",62,500,602,83,19,4,15,682,12,12,19,11,3,1,20,106,"3","0","https://fbref.com/en/matches/297456f4/Benevento-Spezia-November-7-2020-Serie-A"
"Serie A","2021-01-03","Serie A (Matchweek 15)","Fiorentina","3-5-2",47,390,477,82,8,8,28,557,11,6,14,12,2,4,21,60,"4","0","Bologna","4-2-3-1",53,452,534,85,11,5,12,636,22,4,12,32,1,12,19,44,"3","0","https://fbref.com/en/matches/50c9b56a/Derby-dellAppennino-Fiorentina-Bologna-January-3-2021-Serie-A"
"Serie A","2021-03-12","Serie A (Matchweek 27)","Atalanta","3-4-1-2",47,436,544,80,17,3,9,652,21,12,13,13,2,2,20,59,"2","0","Spezia","4-3-3",53,477,605,79,6,5,12,714,20,13,12,13,3,4,15,80,"0","0","https://fbref.com/en/matches/e1e63737/Atalanta-Spezia-March-12-2021-Serie-A"
"Serie A","2021-04-07","Serie A (Matchweek 3)","Juventus","4-4-2",47,478,548,87,17,2,11,651,17,12,9,25,2,8,14,56,"1","0","Napoli","4-2-3-1",53,536,620,86,12,6,19,695,9,9,8,8,0,5,18,49,"2","0","https://fbref.com/en/matches/07109d8f/Juventus-Napoli-April-7-2021-Serie-A"
"Serie A","2020-09-30","Serie A (Matchweek 1)","Lazio","3-5-2",61,560,691,81,16,7,20,796,9,14,12,14,0,4,22,68,"7","0","Atalanta","3-4-3",39,327,441,74,11,3,11,570,22,13,15,18,0,4,6,69,"2","0","https://fbref.com/en/matches/895c84f1/Lazio-Atalanta-September-30-2020-Serie-A"
"Serie A","2021-03-19","Serie A (Matchweek 28)","Parma","4-3-3",56,502,600,84,22,1,15,693,12,10,26,19,0,3,17,75,"5","0","Genoa","3-5-2",44,355,462,77,8,3,21,553,10,11,14,18,1,7,18,60,"2","0","https://fbref.com/en/matches/d6a89f1a/Parma-Genoa-March-19-2021-Serie-A"
"Serie A","2020-12-20","Serie A (Matchweek 13)","Torino","4-3-1-2",51,362,461,79,14,4,13,565,12,13,22,19,3,5,14,60,"1","0","Bologna","4-2-3-1",49,342,438,78,17,8,19,537,14,10,14,11,2,6,20,59,"3","0","https://fbref.com/en/matches/7d1527e6/Torino-Bologna-December-20-2020-Serie-A"
"Serie A","2021-05-23","Serie A (Matchweek 38)","Napoli","4-2-3-1",55,416,514,81,13,5,16,607,19,9,17,10,1,5,12,43,"3","0","Hellas Verona","3-4-3",45,340,427,80,25,3,12,525,10,15,12,17,6,12,19,65,"4","0","https://fbref.com/en/matches/20b4611e/Napoli-Hellas-Verona-May-23-2021-Serie-A"
"Serie A","2021-04-21","Serie A (Matchweek 32)","Genoa","3-5-2",63,541,671,81,14,3,23,761,12,4,17,9,2,5,24,69,"2","0","Benevento","3-5-2",37,281,393,72,18,0,5,508,13,15,27,23,1,4,15,75,"0","0","https://fbref.com/en/matches/6d56961f/Genoa-Benevento-April-21-2021-Serie-A"
"Serie A","2021-01-03","Serie A (Matchweek 15)","Parma","4-3-2-1",57,449,564,80,20,9,28,671,11,14,22,9,1,7,19,81,"2","0","Torino","3-5-2",43,322,424,76,16,3,9,545,9,16,17,23,0,13,17,73,"2","0","https://fbref.com/en/matches/e856730d/Parma-Torino-January-3-2021-Serie-A"
"Serie A","2021-01-29","Serie A (Matchweek 20)","Torino","3-5-2",52,346,451,77,20,7,35,553,17,9,13,12,1,7,18,63,"2","0","Fiorentina","3-5-2",48,324,420,77,15,2,15,538,12,13,10,21,5,15,12,71,"2","2","https://fbref.com/en/matches/8fcafae1/Torino-Fiorentina-January-29-2021-Serie-A"
"Serie A","2021-04-21","Serie A (Matchweek 32)","Milan","4-2-3-1",47,390,464,84,18,3,12,594,27,7,13,22,1,5,15,53,"0","0","Sassuolo","4-2-3-1",53,444,526,84,13,7,12,643,11,9,13,18,0,6,16,49,"1","0","https://fbref.com/en/matches/24bbd9bb/Milan-Sassuolo-April-21-2021-Serie-A"
"Serie A","2021-04-11","Serie A (Matchweek 30)","Internazionale","3-5-2",53,570,648,88,10,5,20,761,20,4,9,20,2,2,13,51,"1","0","Cagliari","3-5-2",47,482,572,84,12,0,11,676,13,9,27,25,1,7,16,72,"1","0","https://fbref.com/en/matches/c50a199d/Internazionale-Cagliari-April-11-2021-Serie-A"
"Serie A","2021-05-08","Serie A (Matchweek 35)","Internazionale","3-5-2",55,559,636,88,10,2,9,731,6,11,10,22,2,6,16,40,"0","0","Sampdoria","4-4-1-1",45,426,517,82,14,8,28,585,4,10,6,10,1,5,10,69,"2","0","https://fbref.com/en/matches/03d222bf/Internazionale-Sampdoria-May-8-2021-Serie-A"
"Serie A","2021-02-07","Serie A (Matchweek 21)","Benevento","4-3-2-1",36,198,310,64,17,2,14,436,12,10,23,41,1,6,19,75,"4","0","Sampdoria","4-1-2-1-2",64,426,550,77,15,10,41,644,6,10,16,14,3,4,34,102,"2","0","https://fbref.com/en/matches/853c68d3/Benevento-Sampdoria-February-7-2021-Serie-A"
"Serie A","2021-04-17","Serie A (Matchweek 31)","Sampdoria","4-4-1-1",49,323,439,74,16,5,22,544,15,13,17,20,1,9,24,63,"3","0","Hellas Verona","3-4-3",51,328,450,73,14,7,27,542,8,13,22,19,4,7,22,73,"3","0","https://fbref.com/en/matches/074cc08b/Sampdoria-Hellas-Verona-April-17-2021-Serie-A"
"Serie A","2020-12-17","Serie A (Matchweek 12)","Roma","3-4-3",63,596,676,88,22,4,10,772,9,5,4,9,0,5,18,53,"4","0","Torino","3-5-1-1",37,341,403,85,16,2,11,523,17,12,4,16,1,2,10,40,"4","1","https://fbref.com/en/matches/1dab0587/Roma-Torino-December-17-2020-Serie-A"
"Serie A","2020-09-20","Serie A (Matchweek 1)","Juventus","3-4-1-2",66,677,763,89,15,6,17,882,17,16,11,21,3,8,11,68,"1","0","Sampdoria","4-1-4-1",34,298,397,75,9,4,18,493,11,12,10,17,2,8,16,53,"1","0","https://fbref.com/en/matches/bd0688ef/Juventus-Sampdoria-September-20-2020-Serie-A"
"Serie A","2020-12-19","Serie A (Matchweek 13)","Fiorentina","3-5-1-1",59,334,493,68,11,4,26,593,19,14,35,15,2,5,27,96,"2","0","Hellas Verona","3-4-3",41,194,339,57,16,1,16,450,19,4,31,39,2,6,25,68,"2","0","https://fbref.com/en/matches/c2e0d138/Fiorentina-Hellas-Verona-December-19-2020-Serie-A"
"Serie A","2021-03-12","Serie A (Matchweek 27)","Lazio","3-5-2",64,550,654,84,9,5,21,758,15,8,15,12,5,3,15,63,"0","0","Crotone","3-5-2",36,279,375,74,11,1,10,481,8,13,11,22,1,13,13,74,"3","0","https://fbref.com/en/matches/c5e9737f/Lazio-Crotone-March-12-2021-Serie-A"
"Serie A","2020-11-01","Serie A (Matchweek 6)","Torino","4-3-1-2",45,401,478,84,11,7,11,585,11,8,12,20,2,10,15,59,"2","0","Lazio","3-5-2",55,494,581,85,11,1,19,688,26,16,10,13,3,5,15,57,"4","0","https://fbref.com/en/matches/59f00a82/Torino-Lazio-November-1-2020-Serie-A"
"Serie A","2021-05-09","Serie A (Matchweek 35)","Benevento","4-3-2-1",57,283,380,74,17,4,22,458,7,3,15,11,3,3,33,63,"2","0","Cagliari","3-4-1-2",43,189,286,66,19,5,16,374,13,6,28,32,2,3,14,66,"2","0","https://fbref.com/en/matches/d95da5d0/Benevento-Cagliari-May-9-2021-Serie-A"
"Serie A","2021-01-06","Serie A (Matchweek 16)","Sampdoria","4-4-2",37,250,343,73,13,4,9,447,9,14,7,25,1,15,7,67,"3","0","Internazionale","3-5-2",63,461,573,80,18,10,31,662,8,6,20,7,3,1,25,53,"4","0","https://fbref.com/en/matches/e5caed3a/Sampdoria-Internazionale-January-6-2021-Serie-A"
"Serie A","2020-11-08","Serie A (Matchweek 7)","Milan","4-2-3-1",66,454,586,77,16,14,38,687,11,4,35,4,3,5,22,88,"1","0","Hellas Verona","3-4-3",34,189,299,63,20,1,6,422,14,18,24,32,2,16,8,70,"3","0","https://fbref.com/en/matches/713a05a0/Milan-Hellas-Verona-November-8-2020-Serie-A"
"Serie A","2021-02-19","Serie A (Matchweek 23)","Cagliari","3-4-1-2",47,245,392,63,20,8,21,495,16,15,32,20,0,7,22,84,"3","0","Torino","3-1-4-2",53,308,448,69,19,3,13,572,11,23,30,24,3,15,23,100,"2","0","https://fbref.com/en/matches/9cf96502/Cagliari-Torino-February-19-2021-Serie-A"
"Serie A","2020-09-21","Serie A (Matchweek 1)","Milan","4-2-3-1",58,458,555,83,13,7,23,645,14,9,18,17,5,2,16,67,"3","0","Bologna","4-2-3-1",42,326,399,82,20,4,15,518,19,11,9,25,1,10,14,63,"6","1","https://fbref.com/en/matches/3019a52b/Milan-Bologna-September-21-2020-Serie-A"
"Serie A","2020-10-31","Serie A (Matchweek 6)","Bologna","4-2-3-1",52,379,485,78,11,7,12,601,11,11,16,14,2,7,19,64,"3","0","Cagliari","4-2-3-1",48,321,446,72,18,3,18,554,13,21,19,12,2,12,23,76,"3","0","https://fbref.com/en/matches/e2a5c42a/Bologna-Cagliari-October-31-2020-Serie-A"
"Serie A","2020-11-22","Serie A (Matchweek 8)","Sampdoria","4-3-3",45,322,455,71,12,9,24,574,20,12,17,22,2,3,18,73,"2","0","Bologna","4-1-4-1",55,432,555,78,9,10,24,689,12,20,15,26,5,8,17,65,"2","0","https://fbref.com/en/matches/c0cdd5ef/Sampdoria-Bologna-November-22-2020-Serie-A"
"Serie A","2020-12-16","Serie A (Matchweek 12)","Fiorentina","3-5-2",34,260,352,74,19,4,16,425,10,8,14,9,5,10,20,72,"4","0","Sassuolo","4-2-3-1",66,599,674,89,12,1,12,778,13,13,6,15,3,7,16,52,"4","0","https://fbref.com/en/matches/df0a6d79/Fiorentina-Sassuolo-December-16-2020-Serie-A"
"Serie A","2021-01-10","Serie A (Matchweek 17)","Udinese","3-5-1-1",37,334,418,80,19,2,8,534,16,14,4,19,0,11,11,40,"3","0","Napoli","4-2-3-1",63,620,710,87,6,7,20,801,9,7,5,12,1,8,19,47,"1","0","https://fbref.com/en/matches/3ecf5600/Udinese-Napoli-January-10-2021-Serie-A"
"Serie A","2021-01-06","Serie A (Matchweek 16)","Milan","4-2-3-1",43,354,426,83,17,7,18,548,15,11,15,19,0,2,21,46,"1","0","Juventus","4-4-2",57,485,565,86,11,4,14,675,14,6,14,16,0,14,19,56,"2","0","https://fbref.com/en/matches/1c0d714a/Milan-Juventus-January-6-2021-Serie-A"
"Serie A","2021-02-07","Serie A (Matchweek 21)","Parma","3-4-3",58,483,607,80,13,5,19,712,16,23,10,7,0,6,30,84,"2","0","Bologna","4-2-3-1",42,348,446,78,13,1,7,586,14,19,11,25,2,8,13,56,"1","0","https://fbref.com/en/matches/41af7da5/Parma-Bologna-February-7-2021-Serie-A"
"Serie A","2020-09-20","Serie A (Matchweek 1)","Genoa","3-5-2",49,431,512,84,13,6,12,619,19,19,6,14,7,7,17,74,"4","0","Crotone","3-4-1-2",51,449,533,84,14,4,16,623,15,6,11,5,0,6,12,38,"2","0","https://fbref.com/en/matches/640f64f3/Genoa-Crotone-September-20-2020-Serie-A"
"Serie A","2021-01-23","Serie A (Matchweek 19)","Roma","3-4-3",48,405,498,81,12,3,9,585,6,20,8,10,2,5,25,58,"3","0","Spezia","4-3-3",52,439,544,81,13,1,6,618,13,11,8,8,4,6,28,89,"1","0","https://fbref.com/en/matches/620ad368/Roma-Spezia-January-23-2021-Serie-A"
"Serie A","2020-12-06","Serie A (Matchweek 10)","Sampdoria","4-4-2",38,232,357,65,10,9,29,460,10,15,19,20,1,6,24,80,"2","0","Milan","4-2-3-1",62,473,579,82,17,6,15,702,10,5,17,32,2,5,17,71,"1","0","https://fbref.com/en/matches/a4e5ebed/Sampdoria-Milan-December-6-2020-Serie-A"
"Serie A","2020-12-05","Serie A (Matchweek 10)","Juventus","4-4-2",65,544,657,83,17,13,39,740,14,9,20,5,3,4,13,67,"3","1","Torino","3-5-2",35,266,355,75,10,1,7,477,13,17,18,31,0,9,17,71,"3","0","https://fbref.com/en/matches/bbc484d9/Juventus-Torino-December-5-2020-Serie-A"
"Serie A","2020-12-13","Serie A (Matchweek 11)","Napoli","4-2-3-1",67,710,819,87,7,7,33,910,15,5,13,13,1,2,19,37,"3","0","Sampdoria","4-4-1-1",33,311,412,75,13,5,18,515,11,14,15,27,5,11,14,63,"4","0","https://fbref.com/en/matches/851607c8/Napoli-Sampdoria-December-13-2020-Serie-A"
"Serie A","2021-01-30","Serie A (Matchweek 20)","Bologna","4-2-3-1",49,363,472,77,13,6,20,578,15,7,15,17,2,4,21,49,"2","0","Milan","4-2-3-1",51,395,498,79,12,4,10,619,20,11,24,24,4,12,12,63,"1","0","https://fbref.com/en/matches/d5a77034/Bologna-Milan-January-30-2021-Serie-A"
"Serie A","2020-10-24","Serie A (Matchweek 5)","Lazio","3-5-2",48,389,491,79,14,8,22,607,27,18,15,25,3,13,17,72,"3","0","Bologna","4-2-3-1",52,432,524,82,16,9,24,641,12,14,12,14,2,3,19,64,"3","0","https://fbref.com/en/matches/4a784435/Lazio-Bologna-October-24-2020-Serie-A"
"Serie A","2020-12-12","Serie A (Matchweek 11)","Torino","3-5-2",60,510,619,82,9,2,18,724,24,10,9,11,1,3,16,67,"3","0","Udinese","3-5-2",40,326,407,80,17,2,10,539,17,21,13,23,3,4,21,51,"3","0","https://fbref.com/en/matches/b51058d7/Torino-Udinese-December-12-2020-Serie-A"
"Serie A","2021-01-16","Serie A (Matchweek 18)","Bologna","4-2-3-1",48,345,478,72,15,7,19,589,18,14,26,10,1,12,19,68,"2","0","Hellas Verona","3-4-3",52,387,514,75,10,3,16,625,15,15,16,27,1,9,19,64,"1","0","https://fbref.com/en/matches/e958f63e/Bologna-Hellas-Verona-January-16-2021-Serie-A"
"Serie A","2021-03-07","Serie A (Matchweek 26)","Sampdoria","4-4-2",51,424,526,81,15,3,23,630,12,12,21,22,3,6,17,75,"4","0","Cagliari","3-5-2",49,387,497,78,14,5,21,593,12,7,23,27,5,5,10,64,"3","0","https://fbref.com/en/matches/67a2edc6/Sampdoria-Cagliari-March-7-2021-Serie-A"
"Serie A","2020-09-30","Serie A (Matchweek 1)","Udinese","3-5-2",49,399,496,80,13,2,20,590,18,3,11,6,6,4,22,53,"0","0","Spezia","4-3-3",51,435,526,83,17,2,7,623,16,14,9,23,3,7,23,84,"6","1","https://fbref.com/en/matches/5ca8fe51/Udinese-Spezia-September-30-2020-Serie-A"
"Serie A","2021-05-15","Serie A (Matchweek 37)","Juventus","4-4-2",41,380,434,88,10,4,13,533,12,10,3,12,0,7,9,54,"6","1","Internazionale","3-5-2",59,555,618,90,18,3,17,693,11,7,8,12,0,4,15,46,"6","1","https://fbref.com/en/matches/dd907cde/Derby-dItalia-Juventus-Internazionale-May-15-2021-Serie-A"
"Serie A","2020-10-03","Serie A (Matchweek 3)","Udinese","3-5-2",45,359,469,77,15,4,25,564,12,17,9,12,3,7,14,56,"1","0","Roma","3-4-3",55,487,580,84,9,1,16,695,12,20,16,26,1,8,15,60,"0","0","https://fbref.com/en/matches/2652d66f/Udinese-Roma-October-3-2020-Serie-A"
"Serie A","2021-05-17","Serie A (Matchweek 37)","Hellas Verona","3-4-3",51,369,470,79,19,4,15,557,11,7,16,12,3,8,19,69,"3","0","Bologna","4-2-3-1",49,346,445,78,17,4,15,530,7,12,20,16,1,9,11,54,"3","0","https://fbref.com/en/matches/33b33786/Hellas-Verona-Bologna-May-17-2021-Serie-A"
"Serie A","2021-01-31","Serie A (Matchweek 20)","Napoli","4-3-3",48,408,511,80,15,7,19,615,14,12,5,15,0,4,24,64,"2","0","Parma","4-3-3",52,460,556,83,17,6,22,663,10,12,12,21,3,4,16,72,"4","0","https://fbref.com/en/matches/2c868a79/Napoli-Parma-January-31-2021-Serie-A"
"Serie A","2020-11-01","Serie A (Matchweek 6)","Udinese","4-3-3",40,330,428,77,14,2,15,519,14,13,15,16,2,9,15,60,"2","0","Milan","4-2-3-1",60,544,636,86,12,4,15,736,17,10,16,17,3,6,16,51,"2","0","https://fbref.com/en/matches/e6ef7801/Udinese-Milan-November-1-2020-Serie-A"
"Serie A","2020-12-23","Serie A (Matchweek 14)","Napoli","4-2-3-1",65,598,689,87,20,4,26,778,20,6,16,11,2,4,20,66,"3","0","Torino","3-5-2",35,298,378,79,16,3,12,481,9,10,12,25,1,11,18,91,"3","0","https://fbref.com/en/matches/83e1c7a4/Napoli-Torino-December-23-2020-Serie-A"
"Serie A","2021-04-24","Serie A (Matchweek 33)","Genoa","3-5-2",35,249,344,72,18,0,9,444,12,18,16,18,1,10,20,77,"2","0","Spezia","4-3-3",65,529,630,84,14,3,20,724,13,6,21,9,1,5,19,106,"2","0","https://fbref.com/en/matches/a7c2b8b7/Genoa-Spezia-April-24-2021-Serie-A"
