"Matchday","Team","Home_Away","Formation","Player_Num","Player_Name","Starting","PlayerURL","Nation","Pos","Age","Min","Gls","Ast","CrdY","CrdR","MatchURL"
2021-05-09,"Genoa","Home","3-5-2","1","Mattia Perin","Pitch","https://fbref.com/en/players/4c62d0c8/Mattia-Perin","ITA","GK","28-180",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","2","Cristián Zapata","Pitch","https://fbref.com/en/players/b1deecf8/Cristian-Zapata","COL","CB","34-221",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","5","Edoardo Goldaniga","Pitch","https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga","ITA","CB","27-188",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","11","Valon Behrami","Pitch","https://fbref.com/en/players/d3d758d8/Valon-Behrami","SUI","CM","36-020",67,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","16","Miha Zajc","Pitch","https://fbref.com/en/players/83e4643e/Miha-Zajc","SVN","CM","26-312",74,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","18","Paolo Ghiglione","Pitch","https://fbref.com/en/players/71dc23da/Paolo-Ghiglione","ITA","WB","24-096",45,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","19","Goran Pandev","Pitch","https://fbref.com/en/players/d711d04f/Goran-Pandev","MKD","FW","37-286",67,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","23","Mattia Destro","Pitch","https://fbref.com/en/players/d7d32194/Mattia-Destro","ITA","FW","30-050",67,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","47","Milan Badelj","Pitch","https://fbref.com/en/players/e8c930bb/Milan-Badelj","CRO","CM,AM","32-073",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","55","Andrea Masiello","Pitch","https://fbref.com/en/players/e0314d87/Andrea-Masiello","ITA","CB","35-093",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","77","Davide Zappacosta","Pitch","https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta","ITA","WB","28-332",90,1,0,1,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","22","Federico Marchetti","Bench","https://fbref.com/en/players/f794b426/Federico-Marchetti",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","32","Alberto Paleari","Bench","https://fbref.com/en/players/94a3606c/Alberto-Paleari",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","9","Gianluca Scamacca","Bench","https://fbref.com/en/players/8790f988/Gianluca-Scamacca","ITA","FW","22-128",23,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","17","Manolo Portanova","Bench","https://fbref.com/en/players/c8c0dccd/Manolo-Portanova",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","21","Ivan Radovanović","Bench","https://fbref.com/en/players/023937a9/Ivan-Radovanovic",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","24","Filippo Melegoni","Bench","https://fbref.com/en/players/6604165d/Filippo-Melegoni",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","25","Jérôme Onguéné","Bench","https://fbref.com/en/players/e81f0356/Jerome-Onguene",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","29","Francesco Cassata","Bench","https://fbref.com/en/players/96960855/Francesco-Cassata","ITA","WB","23-297",23,0,0,1,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","37","Marko Pjaca","Bench","https://fbref.com/en/players/2c38b327/Marko-Pjaca","CRO","CM","26-003",16,0,1,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","61","Eldor Shomurodov","Bench","https://fbref.com/en/players/57469b2d/Eldor-Shomurodov","UZB","FW,WB","25-314",45,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","65","Nicolò Rovella","Bench","https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella","ITA","CM","19-156",23,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Genoa","Home","3-5-2","99","Lennart-Marten Czyborra","Bench","https://fbref.com/en/players/7ba1f1ef/Lennart-Marten-Czyborra",NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
2021-05-09,"Sassuolo","Away","4-2-3-1","47","Andrea Consigli","Pitch","https://fbref.com/en/players/8cabdc1e/Andrea-Consigli","ITA","GK","34-102",90,0,0,0,0,"https://fbref.com/en/matches/42ece542/Genoa-Sassuolo-May-9-2021-Serie-A"
