"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Possession","Home_Success_Pass","Home_Pass","Home_Passing_Accuracy","Home_Fouls","Home_Corners","Home_Crosses","Home_Touches","Home_Tackles","Home_Interceptions","Home_Aerials_Won","Home_Clearances","Home_Offsides","Home_Goal_Kicks","Home_Throw_Ins","Home_Long_Balls","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Possession","Away_Success_Pass","Away_Pass","Away_Passing_Accuracy","Away_Fouls","Away_Corners","Away_Crosses","Away_Touches","Away_Tackles","Away_Interceptions","Away_Aerials_Won","Away_Clearances","Away_Offsides","Away_Goal_Kicks","Away_Throw_Ins","Away_Long_Balls","Away_Yellow_Cards","Away_Red_Cards","Game_URL"
"Ligue 1","2018-12-16","Ligue 1 (Matchweek 18)","Lyon","3-4-1-2",74,721,796,91,14,7,20,902,19,9,13,8,6,3,14,38,"1","0","Monaco","3-5-1-1",26,217,285,76,9,1,7,395,16,14,5,27,2,7,14,38,"2","1","https://fbref.com/en/matches/98dbd053/Lyon-Monaco-December-16-2018-Ligue-1"
"Ligue 1","2019-04-28","Ligue 1 (Matchweek 34)","Caen","4-2-3-1",52,271,380,71,17,5,28,505,13,11,25,22,0,7,27,91,"1","0","Dijon","4-3-3",48,245,355,69,19,3,14,481,20,7,23,25,0,10,23,77,"4","0","https://fbref.com/en/matches/3a839d93/Caen-Dijon-April-28-2019-Ligue-1"
"Ligue 1","2019-04-12","Ligue 1 (Matchweek 32)","Nantes","4-3-3",38,238,333,71,9,6,17,436,15,11,11,28,0,12,20,60,"2","0","Lyon","4-3-3",62,456,547,83,11,7,21,655,10,8,18,17,0,8,25,59,"1","0","https://fbref.com/en/matches/dc8b83ce/Nantes-Lyon-April-12-2019-Ligue-1"
"Ligue 1","2018-08-25","Ligue 1 (Matchweek 3)","Amiens","4-2-3-1",58,489,581,84,18,4,19,658,14,7,11,6,0,5,18,76,"1","0","Reims","4-2-3-1",42,341,426,80,17,2,7,507,15,6,13,16,3,5,14,48,"1","1","https://fbref.com/en/matches/2f531cd7/Amiens-Reims-August-25-2018-Ligue-1"
"Ligue 1","2018-12-01","Ligue 1 (Matchweek 15)","Angers","3-5-2",45,410,504,81,15,6,13,578,9,8,15,11,0,7,20,58,"1","0","Caen","5-3-2",55,543,628,86,8,2,16,719,19,13,18,18,1,6,18,77,"2","0","https://fbref.com/en/matches/011e8eb6/Angers-Caen-December-1-2018-Ligue-1"
"Ligue 1","2018-11-25","Ligue 1 (Matchweek 14)","Amiens","4-3-3",42,315,425,74,14,5,8,545,18,16,12,24,1,7,18,68,"2","0","Marseille","3-4-3",58,466,581,80,11,8,22,699,23,17,21,13,0,6,19,57,"2","0","https://fbref.com/en/matches/c6b05aa3/Amiens-Marseille-November-25-2018-Ligue-1"
"Ligue 1","2019-03-17","Ligue 1 (Matchweek 29)","Lyon","4-2-3-1",65,620,716,87,7,8,16,850,18,10,15,22,2,7,19,43,"1","0","Montpellier","3-4-3",35,276,391,71,11,6,17,510,25,14,14,23,3,9,16,63,"2","0","https://fbref.com/en/matches/406c5683/Lyon-Montpellier-March-17-2019-Ligue-1"
"Ligue 1","2018-10-28","Ligue 1 (Matchweek 11)","Rennes","4-2-3-1",67,503,629,80,19,11,38,725,12,11,17,19,1,8,34,73,"3","0","Reims","4-2-3-1",33,183,306,60,17,2,12,435,24,10,16,43,3,10,18,83,"2","0","https://fbref.com/en/matches/cc86cdf3/Rennes-Reims-October-28-2018-Ligue-1"
"Ligue 1","2019-02-02","Ligue 1 (Matchweek 23)","Reims","4-2-3-1",42,291,394,74,11,6,15,538,28,16,20,33,1,6,20,68,"3","0","Marseille","4-2-3-1",58,431,552,78,15,5,31,660,13,7,19,22,0,7,35,81,"0","0","https://fbref.com/en/matches/53da28a7/Reims-Marseille-February-2-2019-Ligue-1"
"Ligue 1","2019-04-26","Ligue 1 (Matchweek 34)","Bordeaux","3-4-3",37,304,388,78,15,2,5,502,22,13,6,17,0,14,11,55,"3","1","Lyon","4-2-3-1",63,571,664,86,11,3,15,764,17,6,14,6,3,6,18,59,"3","0","https://fbref.com/en/matches/948885e4/Bordeaux-Lyon-April-26-2019-Ligue-1"
"Ligue 1","2019-02-02","Ligue 1 (Matchweek 23)","Monaco","4-2-3-1",52,398,518,77,11,6,23,614,22,8,10,15,1,1,40,58,"2","0","Toulouse","4-3-3",48,378,478,79,16,5,14,599,15,9,19,33,0,11,25,76,"3","0","https://fbref.com/en/matches/07d2b627/Monaco-Toulouse-February-2-2019-Ligue-1"
"Ligue 1","2018-11-25","Ligue 1 (Matchweek 14)","Montpellier","3-4-3",57,429,547,78,13,2,25,648,16,10,20,15,1,7,29,68,"3","0","Rennes","5-3-2",43,307,412,75,16,5,11,528,8,18,27,26,3,11,18,76,"1","0","https://fbref.com/en/matches/a193ccaf/Montpellier-Rennes-November-25-2018-Ligue-1"
"Ligue 1","2018-10-06","Ligue 1 (Matchweek 9)","Guingamp","5-4-1",42,318,435,73,11,3,13,528,17,11,14,19,1,10,22,65,"0","1","Montpellier","3-4-1-2",58,504,613,82,17,4,14,704,16,15,22,19,1,4,30,71,"4","1","https://fbref.com/en/matches/7355eddb/Guingamp-Montpellier-October-6-2018-Ligue-1"
"Ligue 1","2019-04-14","Ligue 1 (Matchweek 32)","Montpellier","3-4-1-2",47,308,430,72,12,4,25,553,24,20,17,16,1,4,23,94,"2","0","Toulouse","4-3-3",53,363,486,75,16,3,14,603,13,13,35,26,1,11,20,100,"1","0","https://fbref.com/en/matches/e7ff1ff0/Montpellier-Toulouse-April-14-2019-Ligue-1"
"Ligue 1","2019-03-30","Ligue 1 (Matchweek 30)","Marseille","4-4-2",55,477,570,84,18,3,23,679,18,10,18,16,2,7,22,41,"5","1","Angers","4-1-4-1",45,364,458,79,10,7,19,560,18,10,9,16,0,8,20,56,"1","0","https://fbref.com/en/matches/fac8285e/Marseille-Angers-March-30-2019-Ligue-1"
"Ligue 1","2019-02-10","Ligue 1 (Matchweek 24)","Rennes","4-4-2",42,338,410,82,7,6,14,536,14,12,14,33,5,6,19,43,"0","0","Saint-Étienne","3-4-1-2",58,472,560,84,8,8,24,667,22,9,11,19,1,5,21,69,"5","1","https://fbref.com/en/matches/05ddc679/Rennes-Saint-Etienne-February-10-2019-Ligue-1"
"Ligue 1","2018-08-11","Ligue 1 (Matchweek 1)","Montpellier","3-4-3",54,393,504,78,15,4,26,589,15,7,18,13,1,4,14,89,"2","0","Dijon","3-4-3",46,323,423,76,21,2,10,522,16,12,19,29,0,14,16,91,"2","0","https://fbref.com/en/matches/002eb19a/Montpellier-Dijon-August-11-2018-Ligue-1"
"Ligue 1","2019-01-20","Ligue 1 (Matchweek 21)","Saint-Étienne","3-4-1-2",36,216,331,65,18,4,12,466,24,10,16,25,4,12,21,75,"2","0","Lyon","4-2-3-1",64,467,590,79,7,4,20,711,12,12,28,14,5,5,25,51,"2","0","https://fbref.com/en/matches/a0ca9660/Saint-Etienne-Lyon-January-20-2019-Ligue-1"
"Ligue 1","2019-01-20","Ligue 1 (Matchweek 21)","Angers","4-3-3",43,322,452,71,9,3,14,574,19,9,19,31,2,5,23,64,"2","0","Nantes","4-3-3",57,463,590,78,20,6,26,692,17,11,10,19,2,5,28,72,"3","0","https://fbref.com/en/matches/8639b012/Angers-Nantes-January-20-2019-Ligue-1"
"Ligue 1","2019-01-16","Ligue 1 (Matchweek 17)","Monaco","3-4-3",56,487,602,81,13,10,30,691,21,7,10,11,3,5,20,62,"2","0","Nice","3-5-2",44,405,481,84,9,2,5,609,15,12,10,28,2,9,14,57,"2","1","https://fbref.com/en/matches/e55d5c98/Monaco-Nice-January-16-2019-Ligue-1"
"Ligue 1","2019-05-18","Ligue 1 (Matchweek 37)","Toulouse","4-2-3-1",43,304,395,77,4,5,23,526,21,12,11,24,0,7,19,67,"1","0","Marseille","4-2-3-1",57,430,528,81,11,9,24,658,21,11,7,15,1,9,21,62,"2","0","https://fbref.com/en/matches/2a516437/Toulouse-Marseille-May-18-2019-Ligue-1"
"Ligue 1","2019-03-17","Ligue 1 (Matchweek 29)","Paris Saint-Germain","3-5-2",62,522,594,88,11,7,9,673,23,9,7,8,1,3,17,41,"4","0","Marseille","4-4-2",38,296,364,81,19,3,7,469,25,9,12,11,1,5,16,41,"3","1","https://fbref.com/en/matches/335591dc/Paris-Saint-Germain-Marseille-March-17-2019-Ligue-1"
"Ligue 1","2018-10-27","Ligue 1 (Matchweek 11)","Monaco","4-3-2-1",47,350,448,78,15,6,23,550,15,8,17,18,0,10,23,56,"2","0","Dijon","4-1-4-1",53,419,503,83,14,4,15,621,13,12,17,23,1,8,21,70,"3","0","https://fbref.com/en/matches/18916f9c/Monaco-Dijon-October-27-2018-Ligue-1"
"Ligue 1","2019-01-12","Ligue 1 (Matchweek 20)","Nice","4-3-3",48,389,472,82,17,5,10,585,24,8,11,19,1,13,10,52,"2","0","Bordeaux","4-3-3",52,430,514,84,17,5,19,622,17,11,13,12,2,7,29,54,"3","0","https://fbref.com/en/matches/b12ea9b4/Nice-Bordeaux-January-12-2019-Ligue-1"
"Ligue 1","2019-01-18","Ligue 1 (Matchweek 21)","Lille","4-2-3-1",62,454,571,80,8,4,26,669,18,11,11,14,0,1,25,62,"0","0","Amiens","4-3-3",38,236,343,69,18,3,14,471,21,11,19,33,2,14,19,69,"3","0","https://fbref.com/en/matches/4101cfa0/Lille-Amiens-January-18-2019-Ligue-1"
"Ligue 1","2019-02-17","Ligue 1 (Matchweek 25)","Bordeaux","4-2-3-1",43,253,368,69,14,7,22,481,20,16,15,30,2,9,24,71,"2","0","Toulouse","4-2-3-1",57,390,497,78,20,5,23,620,25,10,26,21,1,6,19,66,"2","0","https://fbref.com/en/matches/6d485043/Bordeaux-Toulouse-February-17-2019-Ligue-1"
"Ligue 1","2019-05-24","Ligue 1 (Matchweek 38)","Caen","4-4-2",38,258,385,67,21,6,26,510,18,12,24,12,2,5,16,92,"1","0","Bordeaux","3-4-3",62,500,619,81,22,3,10,749,19,4,30,41,1,13,20,62,"1","0","https://fbref.com/en/matches/f91dc064/Caen-Bordeaux-May-24-2019-Ligue-1"
"Ligue 1","2019-01-27","Ligue 1 (Matchweek 22)","Toulouse","3-4-3",57,461,569,81,13,4,10,682,20,9,17,21,2,9,13,75,"1","0","Angers","4-3-3",43,332,433,77,11,5,18,558,24,13,15,19,1,6,20,59,"1","0","https://fbref.com/en/matches/306c9177/Toulouse-Angers-January-27-2019-Ligue-1"
"Ligue 1","2018-11-11","Ligue 1 (Matchweek 13)","Rennes","4-1-4-1",59,355,476,75,15,8,21,595,13,5,22,36,1,5,34,63,"4","0","Nantes","4-3-3",41,204,327,62,17,4,14,456,18,14,18,39,1,9,31,82,"3","0","https://fbref.com/en/matches/83ae9a20/Rennes-Nantes-November-11-2018-Ligue-1"
"Ligue 1","2018-11-03","Ligue 1 (Matchweek 12)","Strasbourg","3-5-2",69,597,709,84,8,10,44,796,12,9,17,15,0,2,35,89,"3","0","Toulouse","4-2-3-1",31,216,319,68,4,3,10,439,23,11,12,43,0,17,18,72,"1","0","https://fbref.com/en/matches/e426ced1/Strasbourg-Toulouse-November-3-2018-Ligue-1"
"Ligue 1","2019-05-18","Ligue 1 (Matchweek 37)","Lyon","4-2-3-1",59,454,542,84,10,4,8,644,20,10,25,19,1,9,24,39,"3","0","Caen","4-2-3-1",41,281,371,76,11,4,16,459,8,19,10,13,0,9,21,67,"1","0","https://fbref.com/en/matches/9530a0a3/Lyon-Caen-May-18-2019-Ligue-1"
"Ligue 1","2019-04-13","Ligue 1 (Matchweek 32)","Monaco","4-2-3-1",56,424,530,80,12,18,42,662,18,9,24,20,1,4,21,69,"2","0","Reims","4-2-3-1",44,303,409,74,13,3,9,536,15,10,20,32,1,12,21,73,"0","0","https://fbref.com/en/matches/9ff0704f/Monaco-Reims-April-13-2019-Ligue-1"
"Ligue 1","2018-08-18","Ligue 1 (Matchweek 2)","Rennes","4-1-4-1",58,426,558,76,8,3,17,639,13,5,24,14,2,7,25,73,"1","0","Angers","4-3-3",42,308,410,75,11,0,8,539,14,17,10,34,1,12,26,65,"2","0","https://fbref.com/en/matches/797535fb/Rennes-Angers-August-18-2018-Ligue-1"
"Ligue 1","2018-09-01","Ligue 1 (Matchweek 4)","Angers","4-3-3",33,220,320,69,14,4,13,425,17,12,14,19,3,14,26,69,"0","1","Lille","4-2-3-1",67,557,651,86,8,5,16,745,14,9,16,23,2,4,26,55,"1","0","https://fbref.com/en/matches/e65833de/Angers-Lille-September-1-2018-Ligue-1"
"Ligue 1","2019-02-01","Ligue 1 (Matchweek 23)","Lille","4-2-3-1",43,415,488,85,16,4,12,573,19,9,9,8,4,4,18,64,"2","0","Nice","3-5-2",57,582,649,90,7,1,11,739,16,11,9,10,0,8,14,52,"0","1","https://fbref.com/en/matches/dd30a3c2/Lille-Nice-February-1-2019-Ligue-1"
"Ligue 1","2018-12-02","Ligue 1 (Matchweek 15)","Toulouse","4-2-3-1",36,256,356,72,12,1,19,465,9,7,20,24,1,9,21,65,"1","1","Dijon","4-4-1-1",64,533,643,83,17,5,16,749,17,12,18,18,6,10,26,82,"3","0","https://fbref.com/en/matches/812f6af1/Toulouse-Dijon-December-2-2018-Ligue-1"
"Ligue 1","2019-01-16","Ligue 1 (Matchweek 17)","Toulouse","3-4-3",32,196,291,67,12,4,7,424,13,14,18,39,2,10,21,61,"4","0","Lyon","3-4-3",68,516,624,83,10,10,40,745,23,10,14,13,6,2,23,55,"3","0","https://fbref.com/en/matches/4db3a202/Toulouse-Lyon-January-16-2019-Ligue-1"
"Ligue 1","2019-05-10","Ligue 1 (Matchweek 36)","Saint-Étienne","4-2-3-1",64,455,570,80,11,11,42,689,16,11,30,14,1,11,25,84,"4","1","Montpellier","3-4-1-2",36,233,326,71,18,1,7,465,20,10,20,29,0,7,23,81,"4","1","https://fbref.com/en/matches/363767ea/Saint-Etienne-Montpellier-May-10-2019-Ligue-1"
"Ligue 1","2018-08-25","Ligue 1 (Matchweek 3)","Nantes","4-3-3",65,445,575,77,16,3,27,675,14,8,31,21,2,3,41,69,"2","0","Caen","4-2-3-1",35,188,313,60,16,1,13,440,22,18,24,42,3,8,23,87,"4","1","https://fbref.com/en/matches/801ccb61/Nantes-Caen-August-25-2018-Ligue-1"
"Ligue 1","2019-01-30","Ligue 1 (Matchweek 22)","Nantes","4-3-3",52,392,508,77,12,7,24,618,22,10,17,21,5,8,24,61,"2","1","Saint-Étienne","3-4-3",48,362,466,78,12,6,16,582,9,12,11,28,1,11,22,70,"1","1","https://fbref.com/en/matches/6e3a1e22/Nantes-Saint-Etienne-January-30-2019-Ligue-1"
"Ligue 1","2018-09-30","Ligue 1 (Matchweek 8)","Lille","4-2-3-1",50,345,471,73,8,5,19,561,11,9,21,8,1,10,19,77,"1","0","Marseille","4-2-3-1",50,356,470,76,14,2,10,598,24,10,14,26,0,12,16,76,"3","0","https://fbref.com/en/matches/92e492f5/Lille-Marseille-September-30-2018-Ligue-1"
"Ligue 1","2019-02-23","Ligue 1 (Matchweek 26)","Amiens","4-4-2",39,235,359,65,13,4,18,452,21,10,26,12,4,8,24,90,"0","0","Nice","4-3-3",61,445,552,81,15,4,11,652,12,9,20,16,1,12,19,77,"2","0","https://fbref.com/en/matches/eadd0daf/Amiens-Nice-February-23-2019-Ligue-1"
"Ligue 1","2018-09-22","Ligue 1 (Matchweek 6)","Lille","4-2-3-1",43,278,395,70,15,4,9,525,15,19,13,17,1,16,23,76,"3","0","Nantes","4-2-3-1",57,404,521,78,12,1,19,647,32,16,20,17,3,4,25,60,"4","0","https://fbref.com/en/matches/c89956a8/Lille-Nantes-September-22-2018-Ligue-1"
"Ligue 1","2018-09-16","Ligue 1 (Matchweek 5)","Marseille","4-2-3-1",61,502,601,84,8,8,26,703,21,14,12,11,1,9,25,64,"1","0","Guingamp","4-3-3",39,294,392,75,9,1,7,488,17,5,17,26,0,12,25,70,"1","0","https://fbref.com/en/matches/2a606fd9/Marseille-Guingamp-September-16-2018-Ligue-1"
"Ligue 1","2018-10-07","Ligue 1 (Matchweek 9)","Bordeaux","4-3-3",54,448,573,78,19,4,13,713,21,16,17,34,1,8,17,78,"1","0","Nantes","4-2-3-1",46,342,490,70,15,6,26,595,16,10,27,12,1,7,32,72,"1","0","https://fbref.com/en/matches/c65e5722/Bordeaux-Nantes-October-7-2018-Ligue-1"
"Ligue 1","2018-11-11","Ligue 1 (Matchweek 13)","Marseille","3-4-3",55,428,521,82,9,10,22,648,29,14,16,22,1,5,21,57,"0","0","Dijon","4-3-3",45,340,433,79,17,4,12,554,26,13,18,23,1,6,29,72,"2","0","https://fbref.com/en/matches/e92663cd/Marseille-Dijon-November-11-2018-Ligue-1"
"Ligue 1","2019-02-20","Ligue 1 (Matchweek 17)","Paris Saint-Germain","4-4-2",65,665,750,89,11,8,14,833,18,7,11,8,4,5,15,34,"2","0","Montpellier","3-4-3",35,318,396,80,11,3,8,509,19,18,13,18,0,12,8,62,"1","0","https://fbref.com/en/matches/92a540fc/Paris-Saint-Germain-Montpellier-February-20-2019-Ligue-1"
"Ligue 1","2018-09-23","Ligue 1 (Matchweek 6)","Guingamp","4-3-3",44,291,399,73,14,6,23,513,18,15,12,18,1,5,24,87,"1","0","Bordeaux","4-3-3",56,388,500,78,17,4,9,611,11,13,23,33,1,12,24,82,"4","0","https://fbref.com/en/matches/7f680693/Guingamp-Bordeaux-September-23-2018-Ligue-1"
