League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Alexandre Lacazette,/en/players/9dbb75ca/Alexandre-Lacazette,91,FRA,FW,31-069,90,1,1,1,1,1,1,1,0,33,1,0,0,0.8,0,0.1,3,1,12,19,63.2,0,26,0,4,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Karl Toko Ekambi,/en/players/5ceba7fc/Karl-Toko-Ekambi,7,CMR,"LM,LW",29-325,74,0,0,0,0,0,0,0,0,36,1,1,2,0,0,0,1,0,25,31,80.6,1,30,1,0,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Bradley Barcola,/en/players/a0d55a09/Bradley-Barcola,26,FRA,LM,19-337,16,0,0,0,0,1,0,0,0,13,0,0,1,0.1,0.1,0.1,0,0,6,8,75,0,10,2,3,1
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Tetê,/en/players/7120a04d/Tete,20,BRA,"RM,RW",22-171,88,1,0,0,0,3,2,0,0,41,1,2,0,0.2,0.2,0,2,1,23,28,82.1,4,32,4,7,1
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Rayan Cherki,/en/players/b34c63a5/Rayan-Cherki,18,FRA,RM,18-353,2,0,0,0,0,1,1,0,0,11,0,0,0,0.1,0.1,0,0,0,9,10,90,1,10,1,2,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Houssem Aouar,/en/players/a5db0bec/Houssem-Aouar,8,ALG,LM,24-036,29,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0.1,2,0,15,17,88.2,1,15,0,0,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Rémy Riou,/en/players/7f41ee30/Remy-Riou,35,FRA,GK,34-364,61,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,21,27,77.8,0,22,0,0,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Johann Lepenant,/en/players/1e52971c/Johann-Lepenant,24,FRA,CM,19-287,90,0,0,0,0,1,0,0,0,70,0,0,1,0,0,0.1,3,1,62,66,93.9,6,61,0,1,1
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Lucas Paquetá,/en/players/9b6f7fd5/Lucas-Paqueta,10,BRA,"CM,RM",24-343,74,0,0,0,0,1,0,0,0,64,2,0,0,0.1,0.1,0,1,0,48,54,88.9,2,52,0,1,0
Ligue 1,8/5/2022,Ligue 1 (Matchweek 1),Lyon,4/3/2003,2,1.3,Tetê · 12&rsquor; Alexandre Lacazette (P) · 22&rsquor; Anthony Lopes · 27&rsquor;,1,1,Ajaccio,4/4/2002,1,1.5,Thomas Mangani (P) · 31&rsquor; Romain Hamouma · 45+4&rsquor;,7,1,https://fbref.com/en/matches/47ab569b/Lyon-Ajaccio-August-5-2022-Ligue-1,Lyon,Home,Corentin Tolisso,/en/players/652d4c37/Corentin-Tolisso,88,FRA,CM,28-002,16,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,22,25,88,1,24,0,0,0
