League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Lyle Foster,/en/players/f84a807c/Lyle-Foster,35,RSA,FW,18-340,45,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,7,57.1,0,3,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Gabriel Boschilia,/en/players/e90af77c/Gabriel-Boschilia,26,BRA,LW,23-157,45,0,0,0,0,1,0,0,0,19,0,1,0,0,0,0,1,0,12,16,75,0,11,2,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Rony Lopes,/en/players/7c2965bb/Rony-Lopes,7,POR,"LW,RW",23-224,80,0,0,0,0,2,0,0,0,33,1,0,0,0.1,0.1,0,2,0,24,26,92.3,2,27,1,1,1
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Moussa Sylla,/en/players/d8b97bb3/Moussa-Sylla,34,FRA,FW,19-257,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.1,0,0,2,2,100,0,2,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Gelson Martins,/en/players/3ef0fa48/Gelson-Martins,11,POR,"RW,FW",24-090,90,0,0,0,0,1,1,0,0,40,4,3,0,0.3,0.3,0,2,0,21,24,87.5,0,26,2,5,3
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Cesc Fàbregas,/en/players/33508c78/Cesc-Fabregas,4,ESP,AM,32-097,29,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,2,0,22,24,91.7,7,13,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Jemerson,/en/players/7cab69b5/Jemerson,5,BRA,DM,26-350,90,0,0,0,0,0,0,0,0,55,7,2,0,0,0,0,2,0,38,47,80.9,1,32,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Benjamin Henrichs,/en/players/0a89e877/Benjamin-Henrichs,39,GER,DM,22-167,73,0,0,0,0,2,0,0,0,60,4,0,2,0.1,0.1,0.3,3,0,40,47,85.1,8,43,2,3,1
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Adama Traoré,/en/players/1a6f2a66/Adama-Traore,21,MLI,DM,24-042,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,85.7,0,6,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Fodé Ballo-Touré,/en/players/f449640d/Fode-Ballo-Toure,2,SEN,LB,22-218,90,0,0,0,0,0,0,1,0,44,2,0,0,0,0,0,0,0,23,32,71.9,1,28,0,2,1
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Jonathan Panzo,/en/players/c795c408/Jonathan-Panzo,37,ENG,CB,18-288,90,0,0,0,0,1,0,0,0,78,2,2,3,0.1,0.1,0,0,0,55,64,85.9,7,49,1,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Kamil Glik,/en/players/c6056d58/Kamil-Glik,25,POL,CB,31-187,90,0,0,0,0,0,0,0,0,61,1,1,2,0,0,0,0,0,46,52,88.5,2,39,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Ruben Aguilar,/en/players/3dd738a1/Ruben-Aguilar,12,FRA,RB,26-105,90,0,0,0,0,0,0,0,0,55,4,1,1,0,0,0.1,1,0,37,43,86,1,30,0,2,1
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Monaco,Home,Benjamin Lecomte,/en/players/2fa2a875/Benjamin-Lecomte,40,FRA,GK,28-105,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,21,27,77.8,0,11,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Moussa Dembélé,/en/players/e7986081/Moussa-Dembele,9,FRA,FW,23-028,90,1,0,0,0,2,1,0,0,34,1,0,1,0.3,0.3,0.1,2,1,13,20,65,2,14,3,3,1
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Memphis,/en/players/8f696594/Memphis,11,NED,LW,25-177,90,1,0,0,0,4,1,0,0,45,0,0,0,0.2,0.2,0.1,2,0,27,32,84.4,3,30,1,3,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Bertrand Traoré,/en/players/c47541e0/Bertrand-Traore,10,BFA,RW,23-337,82,0,1,0,0,2,0,0,0,53,2,0,0,0.1,0.1,0.4,5,2,34,41,82.9,3,31,1,3,2
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Maxwel Cornet,/en/players/beb391dd/Maxwel-Cornet,27,CIV,RW,22-316,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.1,1,0,1,1,100,0,3,1,1,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Houssem Aouar,/en/players/a5db0bec/Houssem-Aouar,8,ALG,LM,21-040,76,0,0,0,0,0,0,1,0,66,2,3,0,0,0,0,3,1,43,52,82.7,5,36,3,4,3
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Jean Lucas,/en/players/a99138af/Jean-Lucas,22,BRA,LM,21-048,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,8,9,88.9,0,4,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Lucas Tousart,/en/players/71ec39ef/Lucas-Tousart,29,FRA,CM,22-102,90,1,0,0,0,2,1,0,0,79,3,1,0,0.1,0.1,0,3,0,63,67,94,6,45,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Thiago Mendes,/en/players/c6e5d20f/Thiago-Mendes,12,BRA,RM,27-147,90,0,2,0,0,0,0,0,0,63,1,0,0,0,0,0.1,3,2,50,55,90.9,8,42,0,2,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Youssouf Koné,/en/players/e6eadfb8/Youssouf-Kone,28,MLI,LB,24-035,85,0,0,0,0,0,0,0,0,92,1,2,0,0,0,0,1,0,79,87,90.8,2,50,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Kenny Tete,/en/players/77d7c96f/Kenny-Tete,23,NED,RB,23-304,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Jason Denayer,/en/players/47af88b8/Jason-Denayer,5,BEL,CB,24-042,90,0,0,0,0,0,0,0,0,108,0,1,1,0,0,0,1,0,100,101,99,1,77,1,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Joachim Andersen,/en/players/e34fc66d/Joachim-Andersen,3,DEN,CB,23-070,90,0,0,0,0,1,0,0,0,111,0,0,0,0.1,0.1,0,0,0,103,107,96.3,6,80,0,0,0
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Leo Dubois,/en/players/ff0ab48c/Leo-Dubois,14,FRA,"RB,LB",24-329,90,0,0,0,0,2,0,1,0,69,3,1,1,0.1,0.1,0,1,0,52,58,89.7,5,38,3,3,2
Ligue 1,8/9/2019,Ligue 1 (Matchweek 1),Monaco,4-2-3-1,0,0.6,Cesc Fàbregas · 30&rsquor;,2,1,Lyon,4/3/2003,3,0.8,Moussa Dembélé · 5&rsquor; Memphis · 36&rsquor; Lucas Tousart · 80&rsquor;,2,0,https://fbref.com/en/matches/eb594ee1/Monaco-Lyon-August-9-2019-Ligue-1,Lyon,Away,Anthony Lopes,/en/players/f00de885/Anthony-Lopes,1,POR,GK,28-312,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,23,25,92,0,12,0,0,0
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Valère Germain,/en/players/ea0ff634/Valere-Germain,28,FRA,FW,29-115,72,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,0,12,19,63.2,0,13,0,0,0
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Darío Benedetto,/en/players/bef0a7ac/Dario-Benedetto,9,ARG,FW,29-085,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,6,66.7,0,4,1,0,0
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Dimitri Payet,/en/players/58ae47b2/Dimitri-Payet,10,FRA,LW,32-134,90,0,0,0,0,1,1,0,0,61,1,0,0,0,0,0.1,5,0,28,49,57.1,6,41,4,6,3
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Nemanja Radonjić,/en/players/0630eb63/Nemanja-Radonjic,7,SRB,RW,23-176,58,0,0,0,0,0,0,0,0,42,1,2,1,0,0,0,1,0,24,32,75,7,30,2,2,2
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Bouna Sarr,/en/players/1a4b9094/Bouna-Sarr,17,SEN,RW,27-191,32,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,1,0,18,27,66.7,3,26,5,6,2
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Kevin Strootman,/en/players/ef2e5e1a/Kevin-Strootman,12,NED,LM,29-178,90,0,0,0,0,2,0,0,0,63,0,0,2,0.4,0.4,0,1,0,40,57,70.2,7,38,5,0,0
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Luiz Gustavo,/en/players/82671804/Luiz-Gustavo,19,BRA,CM,32-018,90,0,0,0,0,2,0,0,0,76,3,5,3,0.1,0.1,0,2,0,60,62,96.8,4,52,0,0,0
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Morgan Sanson,/en/players/6e7f1353/Morgan-Sanson,8,FRA,RM,24-357,72,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0.3,2,0,33,38,86.8,5,29,2,1,1
Ligue 1,8/10/2019,Ligue 1 (Matchweek 1),Marseille,4/3/2003,0,0.9,,1,0,Reims,4-2-3-1,2,1.2,Boulaye Dia · 58&rsquor; Suk Hyun-jun · 90&rsquor;,0,0,https://fbref.com/en/matches/d7e26ebe/Marseille-Reims-August-10-2019-Ligue-1,Marseille,Home,Florian Chabrolle,/en/players/5d9577aa/Florian-Chabrolle,29,FRA,RM,21-125,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,16,81.3,2,18,3,0,0
