League_Name,Team_Name,Season,Player_Name,Scores
Ligue 1,Toulouse,2024,Thijs Dallinga,14
Premier League,Chelsea,2024,Nicolas Jackson,14
Premier League,Nott'ham Forest,2024,Chris Wood,14
La Liga,Athletic Club,2024,Gorka Guruzeta,14
Fußball-Bundesliga,Leverkusen,2024,Victor Boniface,14
Fußball-Bundesliga,RB Leipzig,2024,Benjamin Šeško,14
Serie A,Inter,2024,Marcus Thuram,14
Serie A,Fiorentina,2024,Nicolás González,14
Serie A,Genoa,2024,Albert Guðmundsson,14
Ligue 1,Metz,2024,Georges Mikautadze,13
Premier League,Arsenal,2024,Kai Havertz,13
La Liga,Valencia,2024,Hugo Duro,13
La Liga,Celta Vigo,2024,Jørgen Strand Larsen,13
Fußball-Bundesliga,Dortmund,2024,Donyell Malen,13
Serie A,Atalanta,2024,Teun Koopmeiners,13
Serie A,Atalanta,2024,Gianluca Scamacca,13
Serie A,Inter,2024,Hakan Çalhanoğlu,13
Serie A,Roma,2024,Paulo Dybala,13
Serie A,Torino,2024,Duván Zapata,13
Premier League,Wolves,2024,Matheus Cunha,12
Premier League,Wolves,2024,Hwang Hee-chan,12
Premier League,Arsenal,2024,Leandro Trossard,12
Premier League,Brentford,2024,Yoane Wissa,12
La Liga,Athletic Club,2024,Iñaki Williams,12
Fußball-Bundesliga,Werder Bremen,2024,Marvin Ducksch,12
Fußball-Bundesliga,Eint Frankfurt,2024,Omar Marmoush,12
Fußball-Bundesliga,Dortmund,2024,Niclas Füllkrug,12
Fußball-Bundesliga,Heidenheim,2024,Tim Kleindienst,12
Serie A,Atalanta,2024,Charles De Ketelaere,12
Serie A,Sassuolo,2024,Andrea Pinamonti,12
Serie A,Milan,2024,Christian Pulisic,12
Serie A,Napoli,2024,Khvicha Kvaratskhelia,12
Ligue 1,Paris S-G,2024,Gonçalo Ramos,11
Ligue 1,Nice,2024,Terem Moffi,11
Premier League,Newcastle Utd,2024,Anthony Gordon,11
Premier League,Liverpool,2024,Darwin Núñez,11
Premier League,Crystal Palace,2024,Eberechi Eze,11
Premier League,Tottenham,2024,Richarlison,11
Premier League,Manchester City,2024,Julián Álvarez,11
Premier League,Luton Town,2024,Carlton Morris,11
La Liga,Granada,2024,Myrto Uzuni,11
Fußball-Bundesliga,Wolfsburg,2024,Jonas Wind,11
Fußball-Bundesliga,Leverkusen,2024,Florian Wirtz,11
Serie A,Atalanta,2024,Ademola Lookman,11
Serie A,Bologna,2024,Joshua Zirkzee,11
Serie A,Frosinone,2024,Matìas Soulé,11
Ligue 1,Rennes,2024,Arnaud Kalimuendo,10
Premier League,Manchester Utd,2024,Bruno Fernandes,10
Premier League,Manchester Utd,2024,Rasmus Højlund,10
Premier League,Liverpool,2024,Diogo Jota,10
Premier League,Crystal Palace,2024,Michael Olise,10
Premier League,Aston Villa,2024,Leon Bailey,10
Premier League,Luton Town,2024,Elijah Adebayo,10
La Liga,Betis,2024,Willian José,10
La Liga,Villarreal,2024,Gerard Moreno,10
La Liga,Real Madrid,2024,Joselu,10
La Liga,Real Madrid,2024,Rodrygo,10
Fußball-Bundesliga,Bayern Munich,2024,Jamal Musiala,10
Fußball-Bundesliga,M'Gladbach,2024,Robin Hack,10
Fußball-Bundesliga,Leverkusen,2024,Álex Grimaldo,10
Fußball-Bundesliga,Heidenheim,2024,Eren Dinkçi,10
Serie A,Bologna,2024,Riccardo Orsolini,10
Ligue 1,Monaco,2024,Takumi Minamino,9
Ligue 1,Montpellier,2024,Téji Savanier,9
Ligue 1,Rennes,2024,Benjamin Bourigeaud,9
Ligue 1,Lens,2024,Elye Wahi,9
Premier League,Newcastle Utd,2024,Callum Wilson,9
Premier League,Fulham,2024,Rodrigo Muniz,9
Premier League,Brighton,2024,João Pedro,9
Premier League,Aston Villa,2024,Douglas Luiz,9
Premier League,Brentford,2024,Bryan Mbeumo,9
La Liga,Celta Vigo,2024,Iago Aspas,9
La Liga,Girona,2024,Sávio,9
La Liga,Girona,2024,Cristhian Stuani,9
La Liga,Atlético Madrid,2024,Ángel Correa,9
La Liga,Betis,2024,Ayoze Pérez,9
La Liga,Real Sociedad,2024,Mikel Oyarzabal,9
La Liga,Almería,2024,Sergio Arribas,9
Fußball-Bundesliga,Leverkusen,2024,Jeremie Frimpong,9
Serie A,Juventus,2024,Federico Chiesa,9
Serie A,Udinese,2024,Lorenzo Lucca,9
Serie A,Sassuolo,2024,Domenico Berardi,9
Serie A,Roma,2024,Lorenzo Pellegrini,9
Serie A,Fiorentina,2024,Giacomo Bonaventura,9
Serie A,Milan,2024,Rafael Leão,9
Ligue 1,Montpellier,2024,Akor Adams,8
Ligue 1,Nantes,2024,Mostafa Mohamed,8
Ligue 1,Strasbourg,2024,Emanuel Emegha,8
Ligue 1,Brest,2024,Romain Del Castillo,8
Ligue 1,Clermont Foot,2024,Muhammed Cham,8
Premier League,Bournemouth,2024,Antoine Semenyo,8
Premier League,Liverpool,2024,Cody Gakpo,8
Premier League,Liverpool,2024,Luis Díaz,8
Premier League,Arsenal,2024,Martin Ødegaard,8
Premier League,Tottenham,2024,Dejan Kulusevski,8
Premier League,Manchester City,2024,Rodri,8
Premier League,Chelsea,2024,Raheem Sterling,8
Premier League,Nott'ham Forest,2024,Callum Hudson-Odoi,8
La Liga,Girona,2024,Viktor Tsyhankov,8
La Liga,Barcelona,2024,Fermin López,8
La Liga,Alavés,2024,Samuel Omorodion,8
La Liga,Getafe,2024,Mason Greenwood,8
La Liga,Betis,2024,Isco,8
La Liga,Real Madrid,2024,Brahim Díaz,8
Fußball-Bundesliga,Bayern Munich,2024,Leroy Sané,8
Fußball-Bundesliga,Mainz 05,2024,Jonathan Burkardt,8
Fußball-Bundesliga,Freiburg,2024,Vincenzo Grifo,8
Fußball-Bundesliga,Stuttgart,2024,Chris Führich,8
Fußball-Bundesliga,Augsburg,2024,Phillip Tietz,8
Fußball-Bundesliga,RB Leipzig,2024,Xavi Simons,8
Fußball-Bundesliga,Darmstadt 98,2024,Tim Skarke,8
Fußball-Bundesliga,Heidenheim,2024,Jan-Niklas Beste,8
Serie A,Genoa,2024,Mateo Retegui,8
Serie A,Napoli,2024,Matteo Politano,8
Serie A,Lecce,2024,Nikola Krstović,8
Serie A,Monza,2024,Andrea Colpani,8
Ligue 1,Monaco,2024,Folarin Balogun,7
Ligue 1,Monaco,2024,Maghnes Akliouche,7
Ligue 1,Paris S-G,2024,Vitinha,7
Ligue 1,Rennes,2024,Amine Gouiri,7
Ligue 1,Rennes,2024,Martin Terrier,7
Ligue 1,Brest,2024,Mahdi Camara,7
Ligue 1,Lorient,2024,Muhamad Bamba,7
Ligue 1,Lens,2024,Wesley Saïd,7
Ligue 1,Lens,2024,Florian Sotoca,7
Premier League,Manchester Utd,2024,Marcus Rashford,7
Premier League,Manchester Utd,2024,Scott McTominay,7
Premier League,Manchester Utd,2024,Alejandro Garnacho,7
Premier League,Newcastle Utd,2024,Bruno Guimarães,7
Premier League,Fulham,2024,Raúl Jiménez,7
Premier League,Bournemouth,2024,Justin Kluivert,7
Premier League,Arsenal,2024,Declan Rice,7
Premier League,Crystal Palace,2024,Odsonne Édouard,7
Premier League,Everton,2024,Abdoulaye Doucouré,7
Premier League,Everton,2024,Dominic Calvert-Lewin,7
Premier League,West Ham,2024,Kudus Mohammed,7
Premier League,West Ham,2024,Tomáš Souček,7
Premier League,West Ham,2024,James Ward-Prowse,7
La Liga,Valencia,2024,José Luis García Vayá,7
La Liga,Celta Vigo,2024,Anastasios Douvikas,7
La Liga,Girona,2024,Portu,7
La Liga,Athletic Club,2024,Álex Berenguer,7
La Liga,Barcelona,2024,João Félix,7
La Liga,Barcelona,2024,Ferrán Torres,7
La Liga,Real Sociedad,2024,Takefusa Kubo,7
La Liga,Villarreal,2024,José Luis Morales,7
La Liga,Mallorca,2024,Vedat Muriqi,7
Fußball-Bundesliga,Bayern Munich,2024,Mathys Tel,7
Fußball-Bundesliga,Hoffenheim,2024,Ihlas Bebou,7
Fußball-Bundesliga,Hoffenheim,2024,Wout Weghorst,7
Fußball-Bundesliga,Freiburg,2024,Ritsu Doan,7
Fußball-Bundesliga,Freiburg,2024,Lucas Höler,7
Fußball-Bundesliga,Freiburg,2024,Michael Gregoritsch,7
Fußball-Bundesliga,M'Gladbach,2024,Alassane Pléa,7
Fußball-Bundesliga,Leverkusen,2024,Patrik Schick,7
Fußball-Bundesliga,Eint Frankfurt,2024,Ansgar Knauff,7
Fußball-Bundesliga,Dortmund,2024,Julian Brandt,7
Fußball-Bundesliga,Bochum,2024,Kevin Stöger,7
Serie A,Udinese,2024,Lazar Samardzic,7
Serie A,Inter,2024,Davide Frattesi,7
Serie A,Lazio,2024,Ciro Immobile,7
Serie A,Frosinone,2024,Walid Cheddira,7
Ligue 1,Monaco,2024,Aleksandr Golovin,6
Ligue 1,Paris S-G,2024,Randal Kolo Muani,6
Ligue 1,Lille,2024,Edon Zhegrova,6
Ligue 1,Nice,2024,Jeremie Boga,6
Ligue 1,Nice,2024,Evann Guessand,6
Ligue 1,Toulouse,2024,Vincent Sierro,6
Ligue 1,Reims,2024,Teddy Teuma,6
Ligue 1,Brest,2024,Steve Mounié,6
Ligue 1,Brest,2024,Kamory Doumbia,6
Premier League,Newcastle Utd,2024,Sean Longstaff,6
Premier League,Fulham,2024,Bobby Reid,6
Premier League,Arsenal,2024,Gabriel Martinelli,6
Premier League,Brighton,2024,Evan Ferguson,6
Premier League,Brighton,2024,Simon Adingra,6
Premier League,Burnley,2024,Jacob Bruun Larsen,6
Premier League,West Ham,2024,Michail Antonio,6
Premier League,Manchester City,2024,Bernardo Silva,6
Premier League,Sheffield Utd,2024,Ben Brereton,6
Premier League,Sheffield Utd,2024,Oliver McBurnie,6
Premier League,Aston Villa,2024,John McGinn,6
Premier League,Aston Villa,2024,Moussa Diaby,6
Premier League,Brentford,2024,Neal Maupay,6
Premier League,Nott'ham Forest,2024,Taiwo Awoniyi,6
La Liga,Barcelona,2024,Raphinha,6
La Liga,Atlético Madrid,2024,Marcos Llorente,6
La Liga,Las Palmas,2024,Kirian Rodríguez,6
La Liga,Real Madrid,2024,Arda Güler,6
La Liga,Rayo Vallecano,2024,Álvaro García,6
La Liga,Mallorca,2024,Abdón Prats,6
La Liga,Granada,2024,Lucas Boyé,6
La Liga,Granada,2024,Bryan Zaragoza,6
La Liga,Osasuna,2024,Raúl,6
La Liga,Almería,2024,Léo Baptistão,6
La Liga,Almería,2024,Luis Javier Suárez,6
Fußball-Bundesliga,Bayern Munich,2024,Leon Goretzka,6
Fußball-Bundesliga,Mainz 05,2024,Lee Jae-sung,6
Fußball-Bundesliga,M'Gladbach,2024,Rocco Reitz,6
Fußball-Bundesliga,Werder Bremen,2024,Justin Njinmah,6
Fußball-Bundesliga,Dortmund,2024,Marco Reus,6
Fußball-Bundesliga,Köln,2024,Davie Selke,6
Fußball-Bundesliga,Union Berlin,2024,Robin Gosens,6
Fußball-Bundesliga,Bochum,2024,Takuma Asano,6
Serie A,Juventus,2024,Adrien Rabiot,6
Serie A,Hellas Verona,2024,Cyril Ngonge,6
Serie A,Hellas Verona,2024,Michael Folorunsho,6
Serie A,Atalanta,2024,Éderson,6
Serie A,Atalanta,2024,Mario Pašalić,6
Serie A,Inter,2024,Marko Arnautović,6
Serie A,Bologna,2024,Lewis Ferguson,6
Serie A,Lazio,2024,Matías Vecino,6
Serie A,Lazio,2024,Mattia Zaccagni,6
Serie A,Sassuolo,2024,Armand Lauriente,6
Serie A,Sassuolo,2024,Kristian Thorstvedt,6
Serie A,Fiorentina,2024,Lucas Beltrán,6
Serie A,Milan,2024,Luka Jović,6
Serie A,Milan,2024,Noah Okafor,6
Serie A,Milan,2024,Ruben Loftus-Cheek,6
Serie A,Empoli,2024,M'Baye Niang,6
Serie A,Salernitana,2024,Antonio Candreva,6
Serie A,Monza,2024,Matteo Pessina,6
Ligue 1,Montpellier,2024,Arnaud Nordin,5
Ligue 1,Montpellier,2024,Musa Al-Taamari,5
Ligue 1,Lille,2024,Yusuf Yazıcı,5
Ligue 1,Lille,2024,Bafodé Diakité,5
Ligue 1,Nantes,2024,Matthis Abline,5
Ligue 1,Nice,2024,Gaëtan Laborde,5
Ligue 1,Toulouse,2024,Frank Magri,5
Ligue 1,Reims,2024,Oumar Diakité,5
Ligue 1,Lorient,2024,Romain Faivre,5
Ligue 1,Lorient,2024,Eli Junior Kroupi,5
Ligue 1,Le Havre,2024,André Ayew,5
Ligue 1,Le Havre,2024,Emmanuel Sabbi,5
Ligue 1,Le Havre,2024,Mohamed Lamine Bayo,5
Premier League,Newcastle Utd,2024,Harvey Barnes,5
Premier League,Fulham,2024,Alex Iwobi,5
Premier League,Liverpool,2024,Alexis Mac Allister,5
Premier League,Arsenal,2024,Eddie Nketiah,5
Premier League,Brighton,2024,Danny Welbeck,5
Premier League,Burnley,2024,Lyle Foster,5
Premier League,Burnley,2024,Zeki Amdouni,5
Premier League,Tottenham,2024,Brennan Johnson,5
Premier League,Tottenham,2024,Cristian Romero,5
Premier League,Chelsea,2024,Noni Madueke,5
Premier League,Chelsea,2024,Conor Gallagher,5
Premier League,Chelsea,2024,Mykhailo Mudryk,5
Premier League,Aston Villa,2024,Jhon Durán,5
Premier League,Nott'ham Forest,2024,Anthony Elanga,5
Premier League,Nott'ham Forest,2024,Morgan Gibbs-White,5
Premier League,Luton Town,2024,Ross Barkley,5
La Liga,Celta Vigo,2024,Williot Swedberg,5
La Liga,Girona,2024,Eric García,5
La Liga,Girona,2024,Iván Martín,5
La Liga,Girona,2024,Yangel Herrera,5
La Liga,Sevilla,2024,Dodi Lukebakio,5
La Liga,Athletic Club,2024,Nico Williams,5
La Liga,Barcelona,2024,Lamine Yamal,5
La Liga,Barcelona,2024,İlkay Gündoğan,5
La Liga,Alavés,2024,Luis Rioja,5
La Liga,Atlético Madrid,2024,Memphis,5
La Liga,Getafe,2024,Jaime Mata,5
La Liga,Real Sociedad,2024,Mikel Merino,5
La Liga,Real Sociedad,2024,Brais Méndez,5
La Liga,Cádiz,2024,Chris Ramos,5
Fußball-Bundesliga,Bayern Munich,2024,Thomas Müller,5
Fußball-Bundesliga,Wolfsburg,2024,Lovro Majer,5
Fußball-Bundesliga,M'Gladbach,2024,Jordan Pefok,5
Fußball-Bundesliga,M'Gladbach,2024,Nathan N'Goumou,5
Fußball-Bundesliga,Leverkusen,2024,Nathan Tella,5
Fußball-Bundesliga,Leverkusen,2024,Jonas Hofmann,5
Fußball-Bundesliga,Stuttgart,2024,Enzo Millot,5
Fußball-Bundesliga,Stuttgart,2024,Silas Katompa,5
Fußball-Bundesliga,Eint Frankfurt,2024,Junior Dina Ebimbe,5
Fußball-Bundesliga,RB Leipzig,2024,Yussuf Poulsen,5
Fußball-Bundesliga,RB Leipzig,2024,Christoph Baumgartner,5
Fußball-Bundesliga,Dortmund,2024,Youssoufa Moukoko,5
Fußball-Bundesliga,Köln,2024,Florian Kainz,5
Fußball-Bundesliga,Union Berlin,2024,Benedict Hollerbach,5
Fußball-Bundesliga,Bochum,2024,Keven Schlotterbeck,5
Serie A,Hellas Verona,2024,Milan Đurić,5
Serie A,Hellas Verona,2024,Tijjani Noslin,5
Serie A,Udinese,2024,Florian Thauvin,5
Serie A,Inter,2024,Denzel Dumfries,5
Serie A,Inter,2024,Federico Dimarco,5
Serie A,Bologna,2024,Giovanni Fabbian,5
Serie A,Lazio,2024,Luis Alberto,5
Serie A,Lazio,2024,Felipe Anderson,5
Serie A,Cagliari,2024,Nicolas Viola,5
Serie A,Fiorentina,2024,Lucas Martínez Quarta,5
Serie A,Genoa,2024,Caleb Ekuban,5
Serie A,Milan,2024,Theo Hernández,5
Serie A,Napoli,2024,Giacomo Raspadori,5
Serie A,Torino,2024,Antonio Sanabria,5
Serie A,Frosinone,2024,Luca Mazzitelli,5
Serie A,Lecce,2024,Roberto Piccoli,5
Serie A,Salernitana,2024,Loum Tchaouna,5
Serie A,Salernitana,2024,Giulio Maggiore,5
Serie A,Monza,2024,Milan Đurić,5
Ligue 1,Monaco,2024,Denis Zakaria,4
Ligue 1,Monaco,2024,Youssouf Fofana,4
Ligue 1,Paris S-G,2024,Achraf Hakimi,4
Ligue 1,Paris S-G,2024,Marco Asensio,4
Ligue 1,Paris S-G,2024,Bradley Barcola,4
Ligue 1,Lyon,2024,Jake O'Brien,4
Ligue 1,Lille,2024,Benjamin André,4
Ligue 1,Rennes,2024,Ludovic Blas,4
Ligue 1,Rennes,2024,Ibrahim Salah,4
Ligue 1,Rennes,2024,Désiré Doué,4
Ligue 1,Nantes,2024,Florent Mollet,4
Ligue 1,Strasbourg,2024,Kévin Gameiro,4
Ligue 1,Reims,2024,Keito Nakamura,4
Ligue 1,Reims,2024,Mohammed Daramy,4
Ligue 1,Reims,2024,Marshall Munetsi,4
Ligue 1,Reims,2024,Yunis Abdelhamid,4
Ligue 1,Brest,2024,Martin Satriano,4
Ligue 1,Brest,2024,Pierre Lees-Melou,4
Ligue 1,Brest,2024,Jérémy Le Douaron,4
Ligue 1,Lorient,2024,Bamba Dieng,4
Ligue 1,Lens,2024,Deiver Machado,4
Ligue 1,Lens,2024,David Pereira da Costa,4
Ligue 1,Clermont Foot,2024,Shamar Nicholson,4
Ligue 1,Le Havre,2024,Nabil Alioui,4
Premier League,Newcastle Utd,2024,Fabian Schär,4
Premier League,Fulham,2024,Willian,4
Premier League,Fulham,2024,Harry Wilson,4
Premier League,Fulham,2024,João Palhinha,4
Premier League,Bournemouth,2024,Marcos Senesi,4
Premier League,Wolves,2024,Mario Lemina,4
Premier League,Wolves,2024,Pablo Sarabia,4
Premier League,Arsenal,2024,Ben White,4
Premier League,Arsenal,2024,Gabriel Jesus,4
Premier League,Arsenal,2024,Gabriel Magalhães,4
Premier League,Brighton,2024,Pascal Groß,4
Premier League,Burnley,2024,Josh Brownhill,4
Premier League,Burnley,2024,David Datro Fofana,4
Premier League,Crystal Palace,2024,Jordan Ayew,4
Premier League,Tottenham,2024,James Maddison,4
Premier League,Everton,2024,Idrissa Gana Gueye,4
Premier League,West Ham,2024,Lucas Paquetá,4
Premier League,Manchester City,2024,Joško Gvardiol,4
Premier League,Manchester City,2024,Kevin De Bruyne,4
Premier League,Sheffield Utd,2024,Gustavo Hamer,4
Premier League,Sheffield Utd,2024,Cameron Archer,4
Premier League,Brentford,2024,Ivan Toney,4
Premier League,Luton Town,2024,Tahith Chong,4
Premier League,Luton Town,2024,Chiedozie Ogbene,4
La Liga,Valencia,2024,Javier Guerra,4
La Liga,Sevilla,2024,Isaac Bernal,4
La Liga,Sevilla,2024,Lucas Ocampos,4
La Liga,Athletic Club,2024,Oihan Sancet,4
La Liga,Barcelona,2024,Pedri,4
La Liga,Atlético Madrid,2024,Samuel Lino,4
La Liga,Getafe,2024,Nemanja Maksimović,4
La Liga,Las Palmas,2024,Marc Cardona,4
La Liga,Real Sociedad,2024,Ander Barrenetxea,4
La Liga,Real Sociedad,2024,Martín Zubimendi,4
La Liga,Real Madrid,2024,Dani Carvajal,4
La Liga,Rayo Vallecano,2024,Isaac Palazón Camacho,4
La Liga,Osasuna,2024,Iker Muñoz,4
La Liga,Cádiz,2024,Darwin Machís,4
Fußball-Bundesliga,Mainz 05,2024,Brajan Gruda,4
Fußball-Bundesliga,Mainz 05,2024,Leandro Barreiro Martins,4
Fußball-Bundesliga,Wolfsburg,2024,Maxence Lacroix,4
Fußball-Bundesliga,Wolfsburg,2024,Václav Černý,4
Fußball-Bundesliga,Hoffenheim,2024,Ozan Kabak,4
Fußball-Bundesliga,Hoffenheim,2024,Grischa Prömel,4
Fußball-Bundesliga,M'Gladbach,2024,Florian Neuhaus,4
Fußball-Bundesliga,M'Gladbach,2024,Tomáš Čvančara,4
Fußball-Bundesliga,Leverkusen,2024,Amine Adli,4
Fußball-Bundesliga,Leverkusen,2024,Jonathan Tah,4
Fußball-Bundesliga,Leverkusen,2024,Robert Andrich,4
Fußball-Bundesliga,Leverkusen,2024,Exequiel Palacios,4
Fußball-Bundesliga,Werder Bremen,2024,Rafael Borré,4
Fußball-Bundesliga,Werder Bremen,2024,Romano Schmid,4
Fußball-Bundesliga,Stuttgart,2024,Jamie Leweling,4
Fußball-Bundesliga,Eint Frankfurt,2024,Hugo Ekitike,4
Fußball-Bundesliga,Augsburg,2024,Ruben Vargas,4
Fußball-Bundesliga,RB Leipzig,2024,Dani Olmo,4
Fußball-Bundesliga,Dortmund,2024,Julian Ryerson,4
Fußball-Bundesliga,Dortmund,2024,Marcel Sabitzer,4
Fußball-Bundesliga,Köln,2024,Faride Alidou,4
Fußball-Bundesliga,Union Berlin,2024,Kevin Behrens,4
Fußball-Bundesliga,Bochum,2024,Philipp Hofmann,4
Fußball-Bundesliga,Darmstadt 98,2024,Oscar Vilhelmsson,4
Serie A,Juventus,2024,Federico Gatti,4
Serie A,Juventus,2024,Gleison Bremer,4
Serie A,Juventus,2024,Arkadiusz Milik,4
Serie A,Hellas Verona,2024,Tomáš Suslov,4
Serie A,Udinese,2024,Roberto Pereyra,4
Serie A,Bologna,2024,Alexis Saelemaekers,4
Serie A,Lazio,2024,Valentín Castellanos,4
Serie A,Cagliari,2024,Zito Luvumbo,4
Serie A,Cagliari,2024,Gianluca Gaetano,4
Serie A,Cagliari,2024,Leonardo Pavoletti,4
Serie A,Roma,2024,Houssem Aouar,4
Serie A,Roma,2024,Gianluca Mancini,4
Serie A,Fiorentina,2024,Arthur Melo,4
Serie A,Fiorentina,2024,M'Bala Nzola,4
Serie A,Genoa,2024,Ruslan Malinovskyi,4
Serie A,Milan,2024,Fikayo Tomori,4
Serie A,Napoli,2024,Amir Rrahmani,4
Serie A,Torino,2024,Ivan Ilić,4
Serie A,Empoli,2024,Szymon Żurkowski,4
Serie A,Empoli,2024,Matteo Cancellieri,4
Serie A,Frosinone,2024,Marco Brescianini,4
Serie A,Salernitana,2024,Boulaye Dia,4
Serie A,Monza,2024,Dany Mota,4
Serie A,Monza,2024,Daniel Maldini,4
Serie A,Monza,2024,Lorenzo Colombo,4
Ligue 1,Monaco,2024,Vanderson,3
