"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number"
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",30,FALSE,1,"Yellow Card","Willian","0:0",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",46,FALSE,2,"Substitute","Bobby Reid for Willian","0:0",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",58,FALSE,2,"Substitute","Aleksandar Mitrović for Raúl Jiménez","0:0",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",58,FALSE,2,"Substitute","Andreas Pereira for Tom Cairney","0:0",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Everton","Home",72,FALSE,2,"Substitute","Arnaut Danjuma for Neal Maupay","0:0",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",73,FALSE,2,"Goal","Bobby Reid","0:1",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Everton","Home",83,FALSE,2,"Substitute","Lewis Dobbin for James Garner","0:1",NA
"Premier League","2023-08-12","Premier League (Matchweek 1)","Everton","4-4-1-1",0,2.7,"","0","0","Fulham","4-3-3",1,1.5,"Bobby Reid · 73&rsquor;","2","0","https://fbref.com/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League","Fulham","Away",87,FALSE,2,"Yellow Card","Kenny Tete","0:1",NA
