"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Fri",2019-08-16,"20:30","Bayern Munich",2,2.5,"Hertha BSC",2,1.1,75000,"Allianz Arena","Harm Osmers","","https://fbref.com/en/matches/64c6b172/Bayern-Munich-Hertha-BSC-August-16-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"15:30","Wolfsburg",2,1,"Köln",1,1.2,25099,"Volkswagen Arena","Sven Jablonski","","https://fbref.com/en/matches/8ba606b2/Wolfsburg-Koln-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"15:30","Freiburg",3,2.3,"Mainz 05",0,1,24000,"Schwarzwald-Stadion","Robert Hartmann","","https://fbref.com/en/matches/ca302c1f/Freiburg-Mainz-05-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"15:30","Dortmund",5,3.2,"Augsburg",1,0.9,81365,"Signal Iduna Park","Frank Willenborg","","https://fbref.com/en/matches/cc473b97/Dortmund-Augsburg-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"15:30","Leverkusen",3,2.5,"Paderborn 07",2,1.2,26208,"BayArena","Tobias Stieler","","https://fbref.com/en/matches/db6a3cfb/Bayer-Leverkusen-Paderborn-07-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"15:30","Werder Bremen",1,1.9,"Düsseldorf",3,1,42100,"Weserstadion","Felix Zwayer","","https://fbref.com/en/matches/e2f8f9ad/Werder-Bremen-Dusseldorf-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sat",2019-08-17,"18:30","M'Gladbach",0,1.5,"Schalke 04",0,0.8,54022,"Stadion im Borussia-Park","Felix Brych","","https://fbref.com/en/matches/e0231248/Monchengladbach-Schalke-04-August-17-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sun",2019-08-18,"15:30","Eint Frankfurt",1,1.8,"Hoffenheim",0,0.8,50200,"Deutsche Bank Park","Daniel Siebert","","https://fbref.com/en/matches/eef5167d/Eintracht-Frankfurt-Hoffenheim-August-18-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","1","Sun",2019-08-18,"18:00","Union Berlin",0,1,"RB Leipzig",4,3.4,22467,"Stadion An der Alten Försterei","Markus Schmidt","","https://fbref.com/en/matches/e9b15f14/Union-Berlin-RB-Leipzig-August-18-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Fri",2019-11-01,"20:30","Hoffenheim",3,2.1,"Paderborn 07",0,0.6,23629,"PreZero Arena","Robert Schröder","","https://fbref.com/en/matches/4c950eb6/Hoffenheim-Paderborn-07-November-1-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"15:30","Dortmund",3,2.2,"Wolfsburg",0,1.5,80200,"Signal Iduna Park","Tobias Welz","","https://fbref.com/en/matches/668648cd/Dortmund-Wolfsburg-November-2-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"15:30","Leverkusen",1,2.3,"M'Gladbach",2,2.6,30210,"BayArena","Daniel Siebert","","https://fbref.com/en/matches/8a4170d6/Bayer-Leverkusen-Monchengladbach-November-2-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"15:30","Eint Frankfurt",5,3.3,"Bayern Munich",1,1.7,51500,"Deutsche Bank Park","Markus Schmidt","","https://fbref.com/en/matches/cdee46ed/Eintracht-Frankfurt-Bayern-Munich-November-2-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"15:30","Werder Bremen",2,1.5,"Freiburg",2,1.2,41000,"Weserstadion","Christian Dingert","","https://fbref.com/en/matches/ef7f8cf0/Werder-Bremen-Freiburg-November-2-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"15:30","RB Leipzig",8,3.3,"Mainz 05",0,0.6,38517,"Red Bull Arena","Guido Winkmann","","https://fbref.com/en/matches/f4c6a983/RB-Leipzig-Mainz-05-November-2-2019-Bundesliga"
"Fußball-Bundesliga","M","GER",2020,"Regular season","10","Sat",2019-11-02,"18:30","Union Berlin",1,1.6,"Hertha BSC",0,0.4,22012,"Stadion An der Alten Försterei","Deniz Aytekin","","https://fbref.com/en/matches/cd80d911/Union-Berlin-Hertha-BSC-November-2-2019-Bundesliga"
