Match_Goal_Key,Match,Team,Player_Name,Minute,Type_Of_Goal
49973,4064,47,Saïd Benrahma,30,Normal
49974,4064,30,Cristiano Ronaldo,35,Normal
49980,4064,30,Jesse Lingard,89,Normal
49982,4064,47,Unknown,90+5,Penalty
49987,3956,30,Mason Greenwood,80,Normal
49997,4103,48,İlkay Gündoğan,13,Normal
49999,4103,48,Phil Foden,28,Normal
50000,4103,48,Phil Foden,31,Normal
50009,4103,40,Alexis Mac Allister,81,Penalty
50012,4103,48,Riyad Mahrez,90+5,Normal
50013,4002,40,Danny Welbeck,2,Normal
50015,4002,40,Mohammed Salisu,44,OG
50017,4002,37,James Ward-Prowse,45+4,Normal
50018,4002,37,James Ward-Prowse,54,Normal
50024,3999,48,Gabriel Jesus,4,Normal
50025,3999,48,Gabriel Jesus,23,Normal
50026,3999,34,Hassane Kamara,28,Normal
50027,3999,48,Rodri,34,Normal
50029,3999,48,Gabriel Jesus,49,Penalty
50030,3999,48,Gabriel Jesus,53,Normal
50038,3911,50,Milot Rashica,48,Normal
50041,3911,38,Sadio Mané,64,Normal
50042,3911,38,Mohamed Salah,67,Normal
50044,3911,38,Luis Díaz,81,Normal
50048,3801,54,Raphinha,28,Penalty
50050,3801,49,Mason Mount,42,Normal
50053,3801,49,Jorginho,58,Penalty
50060,3801,54,Joe Gelhardt,83,Normal
50064,3801,49,Jorginho,90+4,Penalty
50066,3976,43,Jean-Philippe Mateta,16,Normal
50067,3976,43,Jordan Ayew,24,Normal
50072,3976,43,Wilfried Zaha,74,Penalty
50087,3741,37,Che Adams,20,Normal
50099,4069,42,Jamie Vardy,12,OG
50100,4069,41,Jamie Vardy,37,Normal
50101,4069,42,Maxwel Cornet,40,Normal
50111,4069,41,Jamie Vardy,85,Normal
50115,3932,55,Ivan Toney,32,Normal
50118,3932,55,Ivan Toney,52,Penalty
50119,3932,55,Ivan Toney,58,Penalty
50130,3932,50,Teemu Pukki,90+2,Normal
50135,3772,55,Ivan Toney,24,Penalty
50153,3880,30,Marcus Rashford,90+3,Normal
50154,4105,41,Youri Tielemans,14,Normal
50159,4105,55,Mathias Jørgensen,60,Normal
50162,4105,41,James Maddison,73,Normal
50165,3873,54,Jack Harrison,10,Normal
50169,3873,47,Jarrod Bowen,34,Normal
50170,3873,54,Jack Harrison,37,Normal
50172,3873,47,Pablo Fornals,52,Normal
50173,3873,54,Jack Harrison,60,Normal
50182,3903,38,Fabinho,40,Normal
50188,3968,36,Jonny Castro,7,Normal
50191,3968,36,Ashley Young,36,OG
50198,3968,52,Ollie Watkins,86,Penalty
50204,3785,44,Sergi Canós,12,OG
50206,3785,44,Son Heung-min,65,Normal
50212,4101,46,Tom Davies,3,Normal
50213,4101,34,Joshua King,13,Normal
50218,4101,46,Richarlison,63,Normal
50225,4101,34,Juraj Kucka,78,Normal
50226,4101,34,Joshua King,80,Normal
50228,4101,34,Joshua King,86,Normal
50229,4101,34,Emmanuel Dennis,90+1,Normal
50231,4075,39,Emile Smith Rowe,12,Normal
50232,4075,39,Pierre-Emerick Aubameyang,27,Normal
50233,4075,39,Bukayo Saka,34,Normal
50238,4075,44,Son Heung-min,79,Normal
50245,3898,46,Séamus Coleman,10,Normal
50246,3898,46,Michael Keane,23,Normal
50252,3898,46,Anthony Gordon,78,Normal
50256,3943,36,Conor Coady,49,Normal
50266,3962,38,Luis Díaz,5,Normal
50268,3962,38,Mohamed Salah,22,Normal
50270,3962,38,Sadio Mané,68,Normal
50274,3962,38,Mohamed Salah,85,Normal
50279,4078,36,Hwang Hee-chan,20,Normal
50281,4078,31,Jeff Hendrick,41,Normal
50283,4078,36,Hwang Hee-chan,58,Normal
50289,3773,41,James Maddison,16,Normal
50290,3773,34,Joshua King,30,Penalty
50291,3773,41,Jamie Vardy,34,Normal
50292,3773,41,Jamie Vardy,42,Normal
50295,3773,34,Emmanuel Dennis,61,Normal
50296,3773,41,Ademola Lookman,68,Normal
50300,3791,48,Raheem Sterling,4,Normal
50303,3791,48,Bernardo Silva,31,Normal
50306,3791,48,Bernardo Silva,63,Normal
50310,3791,34,Cucho,74,Normal
50319,4005,38,Andrew Robertson,62,Normal
50324,4005,38,Divock Origi,85,Normal
50328,3878,52,Emi Buendía,45+3,Normal
50343,3912,42,Wout Weghorst,21,Normal
50345,3912,42,Josh Brownhill,40,Normal
50352,3912,42,Aaron Lennon,69,Normal
50357,3780,47,Tomáš Souček,5,Normal
50363,3780,40,Neal Maupay,89,Normal
50366,3949,47,Pablo Fornals,39,Normal
50367,3949,43,Conor Gallagher,58,Normal
50368,3949,47,Michail Antonio,68,Normal
50369,3949,43,Conor Gallagher,70,Normal
50374,3786,39,Emile Smith Rowe,13,Normal
50375,3786,30,Bruno Fernandes,44,Normal
50377,3786,30,Cristiano Ronaldo,52,Normal
50378,3786,39,Martin Ødegaard,54,Normal
50379,3786,30,Cristiano Ronaldo,70,Penalty
50397,3862,40,Alexis Mac Allister,3,Normal
50399,3862,40,Dan Burn,21,Normal
50400,3862,46,Unknown,25,Penalty
50401,3862,46,Anthony Gordon,53,Normal
50405,3862,40,Alexis Mac Allister,71,Normal
50406,3862,46,Anthony Gordon,76,Normal
50411,3774,48,İlkay Gündoğan,33,Normal
50417,3774,48,Fernandinho,90,Normal
50418,3774,47,Manuel Lanzini,90+4,Normal
50419,3825,41,Harvey Barnes,5,Normal
50428,3825,46,Richarlison,90+2,Normal
50435,4063,52,Matty Cash,66,Normal
50436,4063,52,Lucas Digne,69,OG
50439,4063,52,Leon Bailey,75,Normal
50445,3813,31,Jonjo Shelvey,7,Normal
50447,3813,38,Diogo Jota,21,Normal
50448,3813,38,Mohamed Salah,25,Normal
50456,3813,38,Trent Alexander-Arnold,87,Normal
50459,4041,47,Michail Antonio,40,Normal
50462,4041,40,Joël Veltman,50,Normal
50465,4041,40,Pascal Groß,80,Normal
50470,4041,40,Danny Welbeck,90+2,Normal
50480,3922,31,Joelinton,33,Normal
50481,3922,31,Joe Willock,44,Normal
50492,4036,37,Nathan Redmond,13,Normal
50493,4036,38,Takumi Minamino,27,Normal
50496,4036,38,Joël Matip,67,Normal
50503,3945,39,Thomas Partey,11,Normal
50506,3945,39,Alexandre Lacazette,59,Penalty
50517,3838,52,Danny Ings,45+3,Normal
50520,3838,52,Anwar El Ghazi,62,Penalty
50530,4066,49,Thiago Silva,49,Normal
50531,4066,49,N'Golo Kanté,57,Normal
50537,4066,49,Antonio Rüdiger,90+2,Normal
50538,3928,31,Ryan Fraser,12,Normal
50539,3928,31,Fabian Schär,14,Normal
50540,3928,40,Lewis Dunk,55,Normal
50549,3924,47,Tomáš Souček,59,Normal
50556,3930,49,Reece James,47,Normal
50557,3930,49,Kai Havertz,52,Normal
50558,3930,49,Kai Havertz,55,Normal
50560,3930,49,Christian Pulisic,69,Normal
50568,3915,30,Harry Maguire,34,Normal
50569,3915,30,Bruno Fernandes,45+5,Normal
50572,3915,54,Rodrigo,53,Normal
50573,3915,54,Raphinha,54,Normal
50579,3915,30,Fred,70,Normal
50584,3915,30,Anthony Elanga,88,Normal
50588,3823,30,Cristiano Ronaldo,51,Normal
50600,3823,30,Bruno Fernandes,90+7,Normal
50601,4080,49,Trevoh Chalobah,9,Normal
50605,4080,37,James Ward-Prowse,61,Penalty
50611,4080,49,Timo Werner,84,Normal
50613,4080,49,Ben Chilwell,89,Normal
50616,3820,44,Harry Kane,13,Normal
50620,3820,38,Diogo Jota,35,Normal
50625,3820,38,Andrew Robertson,69,Normal
50626,3820,44,Son Heung-min,74,Normal
50642,3812,49,Mason Mount,70,Normal
50644,3812,46,Jarrad Branthwaite,74,Normal
50648,3937,38,Luis Díaz,19,Normal
50652,3937,38,Mohamed Salah,61,Penalty
50674,3981,54,Raphinha,21,Normal
50680,3981,54,Rodrigo,73,Normal
50684,3981,54,Jack Harrison,85,Normal
50686,3855,52,Philippe Coutinho,22,Normal
50692,3855,52,Matty Cash,65,Normal
50696,3855,52,Calum Chambers,73,Normal
50703,3752,40,Leandro Trossard,24,Penalty
50707,3752,31,Isaac Hayden,66,Normal
50728,4086,38,Sadio Mané,59,Normal
50732,4086,48,Phil Foden,69,Normal
50733,4086,38,Mohamed Salah,76,Normal
50736,4086,48,Kevin De Bruyne,81,Normal
50738,3995,48,Kevin De Bruyne,7,Normal
50739,3995,36,Leander Dendoncker,11,Normal
50740,3995,48,Kevin De Bruyne,16,Normal
50741,3995,48,Kevin De Bruyne,24,Normal
50742,3995,48,Kevin De Bruyne,60,Normal
50749,3995,48,Raheem Sterling,84,Normal
50751,3763,43,Christian Benteke,8,Normal
50752,3763,42,Ben Mee,19,Normal
50755,3763,42,Chris Wood,27,Normal
50756,3763,43,Christian Benteke,36,Normal
50757,3763,43,Marc Guéhi,42,Normal
50758,3763,42,Maxwel Cornet,49,Normal
50769,3743,30,Cristiano Ronaldo,39,Normal
50771,3743,30,Edinson Cavani,64,Normal
50779,3743,30,Marcus Rashford,86,Normal
50781,3929,52,Ollie Watkins,9,Normal
50782,3929,52,Douglas Luiz,44,Normal
50784,3929,52,Philippe Coutinho,52,Normal
50785,3929,52,Danny Ings,54,Normal
50793,3810,43,Wilfried Zaha,2,Normal
50795,3810,37,James Ward-Prowse,32,Normal
50796,3810,37,Armando Broja,36,Normal
50798,3810,43,Jordan Ayew,65,Normal
50810,3766,54,Daniel James,44,Normal
50811,3766,44,Pierre Højbjerg,58,Normal
50816,3766,44,Sergio Reguilón,69,Normal
50825,3951,31,Callum Wilson,55,Normal
50830,3951,37,Mohamed Elyounoussi,74,Normal
50834,3951,31,Allan Saint-Maximin,90,Normal
50837,3951,37,James Ward-Prowse,90+6,Penalty
50847,3805,43,Conor Gallagher,41,Normal
50850,3805,43,James Tomkins,62,Normal
50851,3805,46,Salomón Rondón,70,Normal
50857,3805,43,Conor Gallagher,90+3,Normal
50858,3893,48,Riyad Mahrez,40,Penalty
50862,3893,48,Kevin De Bruyne,69,Normal
50865,4051,30,Cristiano Ronaldo,45+2,Normal
50866,4051,31,Javier Manquillo,56,Normal
50868,4051,30,Cristiano Ronaldo,62,Normal
50871,4051,30,Bruno Fernandes,80,Normal
50876,4051,30,Jesse Lingard,90+2,Normal
50877,4033,47,Jarrod Bowen,24,Normal
50879,4033,47,Jarrod Bowen,45,Normal
50880,4033,48,Jack Grealish,49,Normal
50883,4033,48,Vladimír Coufal,69,OG
50885,4033,48,Unknown,86,Penalty
50891,3767,39,Bukayo Saka,56,Normal
50894,3767,39,Gabriel Martinelli,66,Normal
50902,3792,54,Tyler Roberts,27,Normal
50905,3792,55,Shandon Baptiste,54,Normal
50908,3792,55,Sergi Canós,61,Normal
50917,3792,54,Patrick Bamford,90+5,Normal
50920,3851,49,Romelu Lukaku,28,Normal
50931,3851,40,Danny Welbeck,90+1,Normal
50932,4018,55,Pontus Jansson,13,Normal
50933,4018,55,Yoane Wissa,14,Normal
50937,4018,55,Kristoffer Ajer,79,Normal
50942,3909,39,Emile Smith Rowe,48,Normal
50945,3909,39,Bukayo Saka,79,Normal
50950,3909,55,Christian Nørgaard,90+3,Normal
50951,4044,36,Pedro Neto,3,Normal
50953,4044,38,Sadio Mané,24,Normal
50959,4044,38,Mohamed Salah,84,Normal
50960,4044,38,Andrew Robertson,89,Normal
50962,3837,38,Diogo Jota,18,Normal
50963,3837,38,Sadio Mané,69,Normal
50969,4027,49,Marcos Alonso,60,Normal
50970,4027,30,Cristiano Ronaldo,62,Normal
50979,3787,49,Thiago Silva,28,Normal
50980,3787,47,Manuel Lanzini,40,Penalty
50981,3787,49,Mason Mount,44,Normal
50984,3787,47,Jarrod Bowen,56,Normal
50989,3787,47,Arthur Masuaku,87,Normal
50993,3882,37,Kyle Walker-Peters,7,Normal
50997,3882,48,Aymeric Laporte,65,Normal
51003,4077,30,Anthony Martial,43,Normal
51006,4077,46,Andros Townsend,65,Normal
51011,4046,49,Kai Havertz,11,Normal
51017,4046,34,Dan Gosling,87,Normal
51019,4046,49,Ross Barkley,90+1,Normal
51020,4038,41,James Maddison,49,Normal
51026,4038,41,Jamie Vardy,74,Normal
51028,4038,37,James Ward-Prowse,79,Penalty
51029,4038,41,Ayoze Pérez,81,Normal
51033,4038,41,Ayoze Pérez,90+6,Normal
51038,3802,30,Cristiano Ronaldo,75,Penalty
51043,3745,47,Ben Johnson,7,Normal
51045,3745,52,Ollie Watkins,34,Normal
51046,3745,47,Declan Rice,38,Normal
51054,3745,47,Pablo Fornals,80,Normal
51055,3745,47,Jarrod Bowen,84,Normal
51058,3857,39,Bukayo Saka,31,Normal
51061,3857,48,Riyad Mahrez,57,Penalty
51069,3857,48,Rodri,90+3,Normal
51074,3800,39,Alexandre Lacazette,21,Normal
51075,3800,39,Martin Ødegaard,27,Normal
51077,3800,39,Gabriel Magalhães,62,Normal
51083,4097,39,Thomas Partey,23,Normal
51087,4097,39,Pierre-Emerick Aubameyang,45+6,Normal
51088,4097,39,Unknown,45+6,Penalty
51090,4097,39,Emile Smith Rowe,56,Normal
51097,4097,52,Jacob Ramsey,82,Normal
51100,3978,46,Anthony Gordon,27,Normal
51110,3944,54,Rodrigo,14,Normal
51120,3944,50,Kenny McLean,90+1,Normal
51122,3944,54,Joe Gelhardt,90+4,Normal
51124,3847,37,James Ward-Prowse,25,Normal
51127,3847,44,Harry Kane,41,Penalty
51137,3758,36,Raúl Jiménez,58,Normal
51144,3917,37,Che Adams,36,Normal
51152,3917,37,Oriol Romeu,88,Normal
51157,3836,42,Nathan Collins,12,Normal
51158,3836,46,Richarlison,18,Penalty
51159,3836,46,Richarlison,41,Penalty
51161,3836,42,Jay Rodriguez,57,Normal
51166,3836,42,Maxwel Cornet,85,Normal
51173,3889,46,Jamaal Lascelles,36,OG
51174,3889,31,Mason Holgate,37,OG
51177,3889,31,Ryan Fraser,56,Normal
51180,3889,31,Kieran Trippier,80,Normal
51184,3853,30,Scott McTominay,8,Normal
51185,3853,30,Ben Mee,27,OG
51186,3853,30,Cristiano Ronaldo,35,Normal
51187,3853,42,Aaron Lennon,38,Normal
51207,4089,48,Bernardo Silva,12,Normal
51210,4089,48,Kevin De Bruyne,70,Normal
51218,4056,42,Ben Mee,53,Normal
51219,4056,46,Michael Keane,60,Normal
51221,4056,46,Andros Townsend,65,Normal
51222,4056,46,Demarai Gray,66,Normal
51228,3731,49,Marcos Alonso,27,Normal
51229,3731,49,Christian Pulisic,40,Normal
51232,3731,49,Trevoh Chalobah,58,Normal
51237,3844,37,Fred,30,OG
51241,3844,30,Mason Greenwood,55,Normal
51250,3735,31,Callum Wilson,5,Normal
51251,3735,47,Aaron Cresswell,18,Normal
51252,3735,31,Jacob Murphy,40,Normal
51254,3735,47,Saïd Benrahma,53,Normal
51255,3735,47,Unknown,63,Penalty
51256,3735,47,Tomáš Souček,63,Normal
51257,3735,47,Michail Antonio,66,Normal
51272,4067,52,Kortney Hause,88,Normal
51274,4067,30,Unknown,90+3,Penalty
51279,3868,48,Kevin De Bruyne,70,Normal
51283,4081,54,Diego Llorente,18,Normal
51292,3859,47,Michail Antonio,22,Normal
51293,3859,47,Manuel Lanzini,25,Normal
51295,3859,47,Manuel Lanzini,45+5,Penalty
51302,3859,43,Odsonne Édouard,83,Normal
51304,3859,43,Michael Olise,90,Normal
51311,3858,44,Davinson Sánchez,90+6,Normal
51313,3890,30,Paul Pogba,18,Normal
51314,3890,42,Jay Rodriguez,47,Normal
51325,3977,31,Chris Wood,72,Penalty
51338,4047,43,Wilfried Zaha,76,Penalty
51340,4047,43,Odsonne Édouard,84,Normal
51344,4047,43,Odsonne Édouard,90+2,Normal
51351,3923,48,Phil Foden,82,Normal
51365,3790,38,Divock Origi,90+4,Normal
51368,4022,44,Son Heung-min,56,Normal
51373,4022,38,Luis Díaz,74,Normal
51381,3788,31,Callum Wilson,40,Normal
51388,4024,47,Saïd Benrahma,12,Normal
51390,4024,47,Michail Antonio,30,Normal
51391,4024,47,Saïd Benrahma,45+3,Normal
51396,4024,47,Manuel Lanzini,65,Penalty
51403,3744,54,Raphinha,56,Normal
51404,3744,50,Andrew Omobamidele,58,Normal
51405,3744,54,Rodrigo,60,Normal
51421,4073,55,Ethan Pinnock,27,Normal
51422,4073,38,Diogo Jota,31,Normal
51425,4073,38,Mohamed Salah,54,Normal
51426,4073,55,Vitaly Janelt,63,Normal
51427,4073,38,Curtis Jones,67,Normal
51432,4073,55,Yoane Wissa,82,Normal
51434,3876,44,Harry Kane,22,Penalty
51437,3876,44,Harry Kane,37,Normal
51438,3876,44,Son Heung-min,47,Normal
51448,4083,44,Pierre Højbjerg,27,Normal
51451,4083,52,Ollie Watkins,67,Normal
51454,4083,44,Matt Targett,71,OG
51459,4088,30,Mason Greenwood,19,Normal
51460,4088,41,Youri Tielemans,31,Normal
51465,4088,41,Çağlar Söyüncü,78,Normal
51468,4088,30,Marcus Rashford,82,Normal
51469,4088,41,Jamie Vardy,83,Normal
51473,4088,41,Patson Daka,90+1,Normal
51475,4003,42,Matěj Vydra,62,Normal
51484,3833,31,Allan Saint-Maximin,7,Normal
51493,3833,30,Edinson Cavani,71,Normal
51504,3875,41,James Maddison,82,Normal
51506,3875,41,Jamie Vardy,90,Normal
51517,3856,46,Alex Iwobi,90+9,Normal
51520,4076,43,Wilfried Zaha,45+2,Penalty
51530,4076,40,Neal Maupay,90+5,Normal
51537,3755,39,Unknown,36,Penalty
51540,3755,39,Emile Smith Rowe,56,Normal
51549,3985,50,Pierre Lees-Melou,9,Normal
51557,3985,50,Teemu Pukki,86,Normal
51560,4054,49,Romelu Lukaku,15,Normal
51563,4054,49,Mateo Kovačić,49,Normal
51572,4054,49,Romelu Lukaku,90+3,Normal
51573,3941,34,Cucho,14,Normal
51574,3941,34,Cucho,34,Normal
51575,3941,37,Mohamed Elyounoussi,45,Normal
51592,4014,46,Richarlison,46,Normal
51603,3874,38,Fabinho,44,Normal
51606,3874,38,Alex Oxlade-Chamberlain,69,Normal
51609,3874,38,Takumi Minamino,77,Normal
51612,3867,40,Unknown,38,Penalty
51618,3867,43,Conor Gallagher,69,Normal
51622,3867,40,Joachim Andersen,87,OG
51623,3747,37,Adam Armstrong,3,Normal
51635,3850,38,Unknown,16,Penalty
51639,3850,41,Ademola Lookman,59,Normal
51644,3888,47,Jarrod Bowen,68,Normal
51649,3993,52,Douglas Luiz,3,Normal
51650,3993,38,Joël Matip,6,Normal
51654,3993,38,Sadio Mané,65,Normal
51658,3935,48,Kevin De Bruyne,5,Normal
51659,3935,30,Jadon Sancho,22,Normal
51660,3935,48,Kevin De Bruyne,28,Normal
51664,3935,48,Riyad Mahrez,68,Normal
51666,3935,48,Riyad Mahrez,90+1,Normal
51669,3775,30,Jadon Sancho,50,Normal
51672,3775,49,Jorginho,69,Penalty
51682,3952,46,Demarai Gray,41,Normal
51684,3952,46,Dominic Calvert-Lewin,58,Penalty
51692,4085,55,Bryan Mbeumo,20,Normal
51696,4085,47,Jarrod Bowen,80,Normal
51702,4085,55,Yoane Wissa,90+4,Normal
51703,3733,37,Adam Armstrong,22,Normal
51705,3733,46,Richarlison,47,Normal
51707,3733,46,Abdoulaye Doucouré,76,Normal
51711,3733,46,Dominic Calvert-Lewin,81,Normal
51715,3789,37,Armando Broja,29,Normal
51727,3789,40,Neal Maupay,90+8,Normal
51733,3942,47,Andriy Yarmolenko,70,Normal
51735,3942,47,Pablo Fornals,82,Normal
51737,3942,52,Jacob Ramsey,90,Normal
51743,3794,30,Fred,77,Normal
51749,3835,36,Raúl Jiménez,13,Normal
51750,3835,36,Cucho,18,OG
51752,3835,36,Daniel Podence,21,Normal
51762,3835,36,Rúben Neves,85,Normal
51773,3987,40,Leandro Trossard,90,Normal
51776,4043,52,Matty Cash,37,Normal
51781,4043,52,Philippe Coutinho,69,Normal
51783,4043,48,İlkay Gündoğan,76,Normal
51784,4043,48,Rodri,78,Normal
51785,4043,48,İlkay Gündoğan,81,Normal
51789,3970,49,Antonio Rüdiger,48,Normal
51790,3970,55,Vitaly Janelt,50,Normal
51791,3970,55,Christian Eriksen,54,Normal
51793,3970,55,Vitaly Janelt,60,Normal
51798,3970,55,Yoane Wissa,87,Normal
51800,3997,39,Nuno Tavares,3,Normal
51802,3997,39,Bukayo Saka,32,Penalty
51803,3997,30,Cristiano Ronaldo,34,Normal
51804,3997,30,Unknown,57,Penalty
51808,3997,39,Granit Xhaka,70,Normal
51818,4106,38,Naby Keïta,5,Normal
51819,4106,38,Diogo Jota,13,Normal
51821,4106,38,Mohamed Salah,38,Normal
51825,4106,38,Mohamed Salah,45+5,Normal
51828,4106,38,Mohamed Salah,50,Normal
51838,3782,49,Mason Mount,30,Normal
51839,3782,34,Emmanuel Dennis,44,Normal
51847,3782,49,Hakim Ziyech,72,Normal
51853,3897,30,Jadon Sancho,21,Normal
51856,3897,37,Che Adams,48,Normal
51863,3896,39,Gabriel Magalhães,25,Normal
51878,4099,36,Hwang Hee-chan,10,Normal
51888,4099,54,Rodrigo,90+4,Penalty
51890,3740,42,Chris Wood,4,Normal
51891,3740,42,Matthew Lowton,32,Normal
51892,3740,42,Maxwel Cornet,36,Normal
51898,3740,55,Saman Ghoddos,79,Normal
51900,4087,38,Sadio Mané,9,Normal
51901,4087,38,Roberto Firmino,37,Normal
51903,4087,38,Roberto Firmino,52,Normal
51904,4087,38,Mohamed Salah,54,Normal
51910,4087,38,Roberto Firmino,90+1,Normal
51913,3881,36,João Moutinho,48,Normal
51917,3881,55,Ivan Toney,71,Normal
51920,3881,36,Rúben Neves,78,Normal
51926,3849,34,Emmanuel Dennis,4,Normal
51927,3849,47,Tomáš Souček,27,Normal
51928,3849,47,Saïd Benrahma,29,Normal
51931,3849,47,Mark Noble,58,Penalty
51937,3849,47,Nikola Vlašić,90+2,Normal
51944,3842,40,Shane Duffy,10,Normal
51945,3842,40,Neal Maupay,41,Normal
51957,3983,55,Bryan Mbeumo,48,Normal
51959,3983,55,Ivan Toney,64,Normal
51970,4050,39,Pierre-Emerick Aubameyang,66,Normal
51976,3828,48,Kevin De Bruyne,5,Normal
51977,3828,48,Riyad Mahrez,14,Penalty
51978,3828,48,İlkay Gündoğan,21,Normal
51979,3828,48,Raheem Sterling,25,Penalty
51982,3828,41,James Maddison,55,Normal
51983,3828,41,Ademola Lookman,59,Normal
51984,3828,41,Kelechi Iheanacho,65,Normal
51985,3828,48,Aymeric Laporte,69,Normal
51989,3828,48,Raheem Sterling,87,Normal
51992,3991,41,Ademola Lookman,19,Normal
51993,3991,31,Bruno Guimarães,30,Normal
52001,3991,31,Bruno Guimarães,90+5,Normal
52005,4017,43,Wilfried Zaha,31,Penalty
52020,4032,52,Ollie Watkins,69,Normal
52026,4032,43,Jeffrey Schlupp,81,Normal
52028,3887,49,Hakim Ziyech,28,Normal
52030,3887,40,Adam Webster,60,Normal
52046,4098,49,Mason Mount,8,Normal
52047,4098,49,Callum Hudson-Odoi,18,Normal
52048,4098,49,Reece James,42,Normal
52053,4098,49,Ben Chilwell,57,Normal
52054,4098,49,Max Aarons,62,OG
52061,4098,49,Mason Mount,85,Penalty
52062,4098,49,Mason Mount,90+1,Normal
52070,3761,52,Ollie Watkins,84,Normal
52073,3761,52,Tyrone Mings,89,Normal
52077,3819,48,Rúben Dias,5,Normal
52080,3819,48,João Cancelo,27,Normal
52084,3819,48,Riyad Mahrez,63,Normal
52089,3819,48,Raheem Sterling,86,Normal
52091,4057,54,Raphinha,13,Normal
52093,4057,31,Allan Saint-Maximin,44,Normal
52102,3783,48,Rúben Dias,27,Normal
52104,3783,48,Bernardo Silva,43,Normal
52105,3783,52,Ollie Watkins,47,Normal
52109,4000,31,Joelinton,35,Normal
52111,4000,31,Joelinton,41,Normal
52112,4000,31,Bruno Guimarães,49,Normal
52120,3730,42,James Tarkowski,2,Normal
52127,3730,40,Neal Maupay,73,Normal
52129,3730,40,Alexis Mac Allister,78,Normal
52138,3973,41,Kelechi Iheanacho,63,Normal
52140,3973,30,Fred,66,Normal
52144,4074,36,Raúl Jiménez,61,Normal
52151,3757,49,Antonio Rüdiger,14,Normal
52152,3757,49,N'Golo Kanté,28,Normal
52161,3757,49,Christian Pulisic,71,Normal
52164,3996,43,Jean-Philippe Mateta,21,Normal
52167,3996,43,Jordan Ayew,36,Normal
52169,3996,46,Michael Keane,54,Normal
52175,3996,46,Richarlison,75,Normal
52178,3996,46,Dominic Calvert-Lewin,85,Normal
52180,4026,48,Raheem Sterling,19,Normal
52182,4026,48,Aymeric Laporte,38,Normal
52184,4026,48,Rodri,61,Normal
52193,4026,48,Phil Foden,90,Normal
52194,4026,48,Raheem Sterling,90+3,Normal
52195,3843,44,Dele Alli,9,Penalty
52214,3964,48,Riyad Mahrez,53,Normal
52216,3964,48,Phil Foden,65,Normal
52222,3964,48,Bernardo Silva,82,Normal
52225,3748,48,Eric Bailly,7,OG
52226,3748,48,Bernardo Silva,45,Normal
52237,3910,37,Stuart Armstrong,52,Normal
52241,3910,37,Shane Long,84,Normal
52251,3864,36,João Moutinho,82,Normal
52255,3990,37,Jan Bednarek,44,Normal
52279,3799,38,Mohamed Salah,67,Penalty
52284,3925,38,Diogo Jota,54,Normal
52287,3925,38,Roberto Firmino,62,Normal
52293,3739,38,Jordan Henderson,4,Normal
52295,3739,38,Sadio Mané,24,Normal
52296,3739,40,Enock Mwepu,41,Normal
52298,3739,40,Leandro Trossard,65,Normal
52307,3963,31,Miguel Almirón,32,Normal
52317,4028,44,Harry Kane,45+8,Penalty
52326,3728,30,Bruno Fernandes,30,Normal
52328,3728,54,Luke Ayling,48,Normal
52329,3728,30,Mason Greenwood,52,Normal
52330,3728,30,Bruno Fernandes,54,Normal
52332,3728,30,Bruno Fernandes,60,Normal
52334,3728,30,Fred,68,Normal
52343,4055,38,Mohamed Salah,20,Normal
52347,4055,38,Fabinho,50,Normal
52352,4055,38,Sadio Mané,90+2,Normal
52357,4104,47,Michail Antonio,72,Normal
52366,3877,50,Josh Sargent,51,Normal
52368,3877,50,Josh Sargent,74,Normal
52373,3877,50,Juraj Kucka,90+2,OG
52378,4100,43,Christian Benteke,56,Normal
52380,4100,31,Callum Wilson,65,Normal
52390,4023,46,Vitaliy Mykolenko,6,Normal
52391,4023,41,Patson Daka,11,Normal
52393,4023,46,Mason Holgate,30,Normal
52402,3871,36,Raúl Jiménez,37,Penalty
52406,3871,36,Conor Coady,59,Normal
52412,3871,37,James Ward-Prowse,84,Normal
52415,3871,36,Adama Traoré,90+1,Normal
52418,4065,40,Neal Maupay,35,Penalty
52421,4065,40,Danny Welbeck,50,Normal
52422,4065,41,Jamie Vardy,61,Normal
52429,4072,46,Andros Townsend,29,Penalty
52435,4072,46,Abdoulaye Doucouré,77,Normal
52443,3901,48,Raheem Sterling,31,Normal
52444,3901,48,Phil Foden,48,Normal
52447,3901,48,Raheem Sterling,70,Normal
52452,3901,48,Raheem Sterling,90,Normal
52453,3901,48,Unknown,90,Penalty
52456,3955,44,Son Heung-min,42,Normal
52467,3939,30,Cristiano Ronaldo,12,Normal
52470,3939,44,Harry Kane,35,Penalty
52471,3939,30,Cristiano Ronaldo,38,Normal
52473,3939,44,Harry Maguire,72,OG
52476,3939,30,Cristiano Ronaldo,81,Normal
52484,3886,49,Hakim Ziyech,47,Normal
52485,3886,49,Thiago Silva,55,Normal
52492,3834,38,Mohamed Salah,15,Penalty
52494,3834,38,Joël Matip,30,Normal
52496,3834,38,Mohamed Salah,35,Penalty
52502,3834,38,Sadio Mané,80,Normal
52504,3834,38,Sadio Mané,90,Normal
52506,3834,38,Virgil van Dijk,90+3,Normal
52507,4061,34,Emmanuel Dennis,17,Normal
52508,4061,50,Teemu Pukki,35,Normal
52511,4061,34,Ismaila Sarr,63,Normal
52515,4061,34,Ismaila Sarr,80,Normal
52519,4034,46,Dominic Calvert-Lewin,10,Normal
