Match_Goal_Key,Match,Team,Player_Name,Minute,Type_Of_Goal
3,51,4,Hernani,41,Normal
5,51,19,Jean-Eudes Aholou,44,Normal
6,51,4,Kévin Monnet-Paquet,56,Normal
8,51,19,Jonas Martin,63,Penalty
17,287,8,Luiz Araújo,13,Normal
19,287,8,Nicolas Pépé,45+2,Normal
20,287,5,Nolan Roux,49,Normal
25,287,8,Yves Bissouma,77,Normal
33,166,20,Max Gradel,67,Normal
48,106,4,Hernani,67,Normal
49,106,17,Nicolas Benezet,70,Normal
53,106,17,Jimmy Briand,90+5,Normal
58,114,4,Romain Hamouma,67,Normal
70,215,12,Emiliano Sala,86,Normal
71,44,19,Jérémy Blayac,28,Normal
77,44,19,Stéphane Bahoken,82,Normal
81,44,11,Adrien Hunou,88,Normal
82,81,19,Stéphane Bahoken,2,Normal
86,81,19,Dimitri Liénard,38,Normal
91,81,19,Martin Terrier,64,Normal
95,282,3,Memphis,39,Normal
97,282,3,Bertrand Traoré,68,Normal
106,355,17,Unknown,3,Penalty
108,355,15,Unknown,31,Penalty
109,355,15,François Kamano,31,Normal
115,355,17,Yannis Salibur,46,Normal
119,355,15,Alexandre Mendy,75,Normal
122,355,15,Jonathan Cafu,90+2,Normal
125,83,20,Damien Da Silva,61,OG
129,83,20,Max Gradel,74,Penalty
134,212,2,Thomas Meunier,5,Normal
135,212,2,Christopher Nkunku,20,Normal
136,212,2,Christopher Nkunku,28,Normal
138,212,2,Kylian Mbappé,45+1,Normal
143,212,2,Thiago Silva,82,Normal
154,118,19,Jonas Martin,74,Normal
155,118,8,Ibrahim Amadou,74,Normal
157,118,19,Dimitri Liénard,82,Penalty
159,118,19,Jérémy Grimm,88,Normal
160,259,3,Marcelo,1,Normal
161,259,3,Marcelo,20,Normal
164,259,3,Memphis,65,Normal
165,259,3,Bertrand Traoré,68,Normal
171,259,3,Mariano,86,Normal
172,102,1,Radamel Falcao,20,Normal
176,102,11,Wahbi Khazri,59,Penalty
180,102,1,Keita Baldé,81,Normal
187,302,19,Stéphane Bahoken,22,Normal
190,302,3,Nabil Fekir,50,Penalty
193,302,3,Houssem Aouar,73,Normal
198,302,19,Nuno da Costa,88,Normal
200,302,19,Dimitri Liénard,90+4,Normal
202,303,7,Karim Azamoum,31,Normal
205,303,6,Nicolas Cozza,58,Normal
210,66,20,Andy Delort,3,Normal
217,66,20,Unknown,50,Penalty
225,66,14,Mario Balotelli,80,Penalty
227,66,14,Bassem Srarfi,90+1,Normal
229,124,7,Unknown,12,Penalty
230,124,15,Gaëtan Laborde,15,Normal
240,214,4,Neven Subotić,35,Normal
247,214,11,Ismaila Sarr,86,Normal
252,80,6,Giovanni Sio,29,Normal
255,80,10,Florian Thauvin,45,Penalty
265,263,12,Préjuce Nakoulma,33,Normal
267,263,16,Kwon Chang-hoon,61,Normal
273,377,5,Fallou Diagne,21,Normal
278,377,4,Vincent Pajot,74,Normal
282,377,4,Unknown,85,Penalty
283,377,4,Cafú,85,OG
285,377,4,Habib Maïga,90+5,Normal
293,329,9,Lassana Coulibaly,60,Normal
295,329,8,Nicolas de Préville,68,Normal
302,123,14,Pierre Lees-Melou,66,Normal
309,76,1,Radamel Falcao,2,Normal
330,221,1,Radamel Falcao,78,Normal
332,201,14,Mario Balotelli,5,Normal
336,201,8,Luiz Araújo,51,Normal
340,201,14,Wylan Cyprien,80,Normal
344,241,2,Kylian Mbappé,12,Normal
346,241,2,Kylian Mbappé,25,Normal
353,241,9,Karl Toko Ekambi,75,Normal
362,375,17,Mustapha Diallo,57,Normal
370,375,17,Jimmy Briand,89,Normal
383,75,11,Wahbi Khazri,72,Normal
386,75,11,Benjamin André,84,Normal
393,33,6,Giovanni Sio,82,Normal
396,33,13,Danilo Avelar,88,Normal
407,321,2,Edinson Cavani,20,Penalty
411,321,2,Thiago Motta,51,Normal
419,321,2,Edinson Cavani,89,Normal
420,278,14,Pierre Lees-Melou,59,Normal
427,194,5,Florent Mollet,6,Penalty
429,194,17,Lucas Deaux,22,Normal
433,194,5,Nolan Roux,56,Normal
442,194,17,Lucas Deaux,86,Normal
444,334,13,Gaël Kakuta,13,Normal
463,349,14,Mario Balotelli,79,Normal
472,261,14,Alassane Pléa,67,Normal
476,261,9,Angelo Fulgini,84,Normal
485,154,5,Nolan Roux,50,Normal
488,154,14,Mario Balotelli,57,Normal
489,154,14,Unknown,57,Penalty
490,154,5,Nolan Roux,62,Normal
504,115,20,Jimmy Durmaz,43,Penalty
514,338,4,Rémy Cabella,1,Normal
517,338,9,Thomas Mangani,9,Penalty
528,150,3,Nabil Fekir,2,Normal
530,150,2,Layvin Kurzawa,45+3,Normal
540,150,3,Memphis,90+4,Normal
542,145,20,Giannelli Imbula,30,Normal
544,145,6,Junior Sambia,43,Normal
554,145,6,Giovanni Sio,90+5,Normal
555,332,2,Edinson Cavani,31,Normal
556,332,5,Emmanuel Rivière,37,Normal
560,332,2,Kylian Mbappé,59,Normal
562,332,2,Neymar,69,Normal
563,332,2,Edinson Cavani,75,Normal
568,332,2,Lucas Moura,87,Normal
577,310,1,Fabinho,90+1,Penalty
580,354,3,Nabil Fekir,20,Normal
581,354,16,Naïm Sliti,23,Penalty
583,354,16,Xeka,52,Normal
586,354,3,Houssem Aouar,60,Normal
587,354,3,Mariano,63,Penalty
589,354,16,Cédric Yamberé,65,Normal
597,209,6,Isaac Mbenza,7,Normal
600,209,3,Mariano,58,Normal
609,307,14,Mario Balotelli,2,Normal
610,307,14,Mario Balotelli,10,Penalty
612,307,14,Allan Saint-Maximin,36,Normal
617,307,14,Jean Seri,72,Normal
618,307,18,Christian Kouakou,76,Normal
625,24,11,Brandon,59,Normal
635,352,1,Stevan Jovetić,24,Normal
636,352,1,Rachid Ghezzal,30,Normal
638,352,1,Radamel Falcao,48,Normal
644,352,1,Radamel Falcao,73,Penalty
648,368,3,Mariano,5,Normal
649,368,9,Rafael,30,OG
650,368,3,Mouctar Diakhaby,38,Normal
651,368,3,Memphis,41,Normal
657,368,9,Karl Toko Ekambi,58,Normal
660,368,9,Ismaël Traoré,67,Normal
669,232,11,Ismaila Sarr,49,Normal
676,232,11,Yoann Gourcuff,86,Normal
677,169,3,Mariano,12,Normal
679,169,3,Bertrand Traoré,27,Normal
681,169,1,Keita Baldé,31,Normal
683,169,1,Unknown,36,Penalty
684,169,1,Radamel Falcao,36,Normal
691,169,1,Rony Lopes,88,Normal
693,292,4,Rémy Cabella,28,Penalty
694,292,15,Younousse Sankharé,30,Normal
695,292,15,Jules Koundé,36,Normal
705,292,4,Unknown,89,Penalty
707,292,15,Malcom,90+5,Normal
709,234,16,Wesley Saïd,26,Normal
712,234,6,Ellyes Skhiri,59,Normal
715,234,6,Giovanni Sio,66,Normal
722,234,16,Wesley Saïd,90+1,Normal
735,8,8,Júnior Alonso,48,Normal
739,8,8,Nicolas de Préville,67,Penalty
740,8,8,Anwar El Ghazi,70,Normal
759,161,10,Morgan Sanson,6,Normal
760,161,10,Florian Thauvin,9,Normal
762,161,10,Florian Thauvin,44,Normal
763,161,10,Valère Germain,49,Normal
764,161,10,Florian Thauvin,56,Normal
769,161,5,Florent Mollet,73,Normal
770,161,10,Kostas Mitroglou,75,Normal
773,161,5,Florent Mollet,84,Normal
774,161,5,Ibrahima Niane,90,Normal
775,126,16,Júlio Tavares,1,Normal
786,126,5,Nolan Roux,89,Normal
788,236,13,Moussa Konaté,38,Penalty
789,236,7,Adama Niane,47,Penalty
797,188,14,Dante,5,Normal
798,188,12,Emiliano Sala,27,Penalty
808,17,13,Guy Ngosso,64,Normal
816,311,4,Jonathan Bamba,7,Normal
817,311,4,Romain Hamouma,13,Normal
818,311,4,Romain Hamouma,39,Normal
822,311,4,Romain Hamouma,61,Normal
825,311,4,Kévin Malcuit,65,OG
828,305,13,Harrison Manzala,21,Penalty
836,305,13,Vahid Selimović,86,OG
838,173,6,Giovanni Sio,24,Normal
847,330,1,Kamil Glik,2,Normal
849,330,1,Radamel Falcao,20,Penalty
851,330,1,Radamel Falcao,34,Normal
854,330,1,Adama Diakhaby,45,Normal
859,330,1,Djibril Sidibé,68,Normal
860,330,10,Rémy Cabella,75,Normal
863,330,1,Fabinho,79,Penalty
872,247,6,Giovanni Sio,21,Normal
873,247,6,Ellyes Skhiri,23,Normal
878,247,6,Giovanni Sio,53,Normal
884,247,18,Ivan Santini,87,Normal
891,345,12,Andrei Girotto,73,Normal
894,55,20,Unknown,5,Penalty
898,55,16,Kwon Chang-hoon,42,Normal
900,55,16,Xeka,57,Normal
904,55,16,Wesley Saïd,64,Normal
905,55,20,Andy Delort,71,Normal
910,43,2,Edinson Cavani,38,Normal
911,43,2,Ángel Di María,42,Normal
916,43,12,Préjuce Nakoulma,60,Normal
918,43,2,Javier Pastore,65,Normal
922,43,2,Edinson Cavani,79,Normal
926,182,19,Jean-Eudes Aholou,6,Normal
927,182,2,Julian Draxler,10,Normal
928,182,2,Neymar,21,Normal
929,182,2,Ángel Di María,22,Normal
936,182,19,Stéphane Bahoken,67,Normal
938,182,2,Edinson Cavani,73,Normal
941,182,2,Edinson Cavani,79,Normal
944,177,15,Jules Koundé,31,Normal
945,177,15,Lukas Lerager,39,Normal
950,177,15,François Kamano,78,Normal
951,177,13,Stiven Mendoza,79,Normal
955,177,13,Gaël Kakuta,90,Normal
957,346,4,Jonathan Bamba,49,Penalty
968,339,3,Mariano,19,Normal
975,339,17,Marcus Thuram,71,Normal
976,339,3,Nabil Fekir,72,Normal
987,69,12,Lucas Lima,90+2,Normal
992,38,8,Nicolas Pépé,45+2,Penalty
997,38,8,Farès Bahlouli,67,Normal
1001,38,8,Nicolas Pépé,87,Normal
1002,364,12,Emiliano Sala,3,Normal
1014,364,5,Unknown,90+5,Penalty
1016,252,12,Adrien Thomasson,32,Normal
1018,252,1,Radamel Falcao,42,Normal
1019,252,1,Rony Lopes,45,Normal
1032,228,18,Damien Da Silva,5,Normal
1040,228,18,Ivan Santini,69,Normal
1044,32,2,Kylian Mbappé,5,Normal
1045,32,2,Julian Draxler,14,Normal
1046,32,2,Edinson Cavani,30,Normal
1050,32,2,Edinson Cavani,60,Normal
1057,32,2,Kylian Mbappé,84,Normal
1061,175,16,Júlio Tavares,61,Normal
1063,175,14,Pierre Lees-Melou,64,Normal
1064,175,14,Alassane Pléa,67,Normal
1069,175,16,Júlio Tavares,78,Penalty
1072,175,16,Kwon Chang-hoon,84,Normal
1074,189,3,Bertrand Traoré,21,Normal
1077,189,3,Bertrand Traoré,44,Normal
1079,189,8,Nicolas Pépé,65,Normal
1084,189,8,Luiz Araújo,81,Normal
1088,100,3,Nabil Fekir,6,Normal
1090,100,3,Mariano,51,Normal
1100,253,17,Nicolas Benezet,23,Normal
1103,253,17,Ludovic Blas,47,Normal
1107,253,17,Yeni Ngbakoto,79,Normal
1109,253,17,Jimmy Briand,90+2,Normal
1113,128,4,Robert Berić,45,Penalty
1121,128,4,Assane Dioussé,86,Normal
1123,269,2,Giovani Lo Celso,14,Normal
1124,269,2,Edinson Cavani,17,Normal
1125,269,2,Ángel Di María,20,Normal
1126,269,2,Giovani Lo Celso,27,Normal
1128,269,1,Rony Lopes,38,Normal
1130,269,2,Ángel Di María,58,Normal
1136,269,2,Radamel Falcao,76,OG
1140,269,2,Julian Draxler,86,Normal
1141,380,10,Dimitri Payet,5,Normal
1143,380,19,Jean-Eudes Aholou,31,Normal
1145,380,10,Morgan Sanson,48,Normal
1146,380,19,Bakary Koné,60,Normal
1151,380,19,Dimitri Liénard,74,Normal
1156,380,10,Kostas Mitroglou,88,Normal
1160,60,2,Edinson Cavani,19,Normal
1165,60,2,Neymar,52,Penalty
1170,60,1,João Moutinho,81,Normal
1175,91,1,Djibril Sidibé,3,Normal
1176,91,1,Thomas Lemar,32,Normal
1178,91,1,Fabinho,53,Normal
1180,91,1,Keita Baldé,60,Normal
1189,159,15,Nicolas de Préville,22,Normal
1190,159,15,Malcom,27,Penalty
1192,159,3,Marcelo,44,Normal
1193,159,15,Gaëtan Laborde,45+2,Penalty
1204,204,5,Nolan Roux,32,Normal
1212,204,20,Kelvin Amian,84,Normal
1230,132,18,Ivan Santini,89,Penalty
1231,132,18,Ronny Rodelin,90+4,Normal
1242,280,2,Giovani Lo Celso,76,Normal
1254,186,7,Adama Niane,88,Normal
1262,350,2,Marcelo,75,OG
1264,350,2,Unknown,79,Penalty
1267,350,2,Jérémy Morel,86,OG
1269,300,14,Mario Balotelli,5,Normal
1270,300,10,Valère Germain,13,Normal
1275,300,10,Dimitri Payet,72,Normal
1281,42,13,Serge Gakpé,31,Normal
1285,42,1,Stevan Jovetić,67,Normal
1292,37,14,Mario Balotelli,40,Penalty
1300,272,3,Memphis,4,Normal
1301,272,16,Naïm Sliti,26,Normal
1305,272,3,Valentin Rosier,50,OG
1306,272,3,Nabil Fekir,53,Normal
1307,272,16,Naïm Sliti,55,Normal
1310,272,3,Bertrand Traoré,77,Normal
1311,272,3,Maxwel Cornet,82,Normal
1316,160,1,Keita Baldé,4,Normal
1317,160,10,Adil Rami,7,Normal
1321,160,10,Valère Germain,47,Normal
1323,160,1,Fabinho,51,Normal
1340,333,14,Mario Balotelli,6,Penalty
1343,333,14,Alassane Pléa,18,Normal
1346,333,14,Mario Balotelli,60,Normal
1351,333,14,Ignatius Ganago,85,Normal
1357,77,8,Nicolas Pépé,63,Normal
1364,77,20,Unknown,90+2,Penalty
1365,288,20,Joris Gnagnon,17,OG
1366,288,11,James Lea Siliki,39,Normal
1367,288,11,Benjamin Bourigeaud,47,Normal
1376,134,8,Júnior Alonso,41,Normal
1381,134,11,James Lea Siliki,85,Normal
1383,134,11,Benjamin André,89,Normal
1394,343,17,Étienne Didot,90+3,Normal
1395,254,8,Lebo Mothiba,13,Normal
1397,254,15,François Kamano,42,Normal
1398,254,15,François Kamano,45,Normal
1408,40,3,Memphis,10,Normal
1410,40,3,Nabil Fekir,25,Normal
1414,40,3,Mariano,58,Normal
1416,40,3,Bertrand Traoré,65,Normal
1420,40,3,Nabil Fekir,84,Normal
1424,27,19,Kenny Lala,28,Penalty
1429,27,9,Karl Toko Ekambi,68,Normal
1431,27,9,Gilles Sunu,75,Normal
1432,27,19,Martin Terrier,77,Normal
1439,297,11,Benjamin Bourigeaud,14,Penalty
1444,297,11,Adrien Hunou,59,Normal
1445,297,19,Dimitri Liénard,66,Normal
1449,108,16,Naïm Sliti,7,Normal
1453,108,9,Karl Toko Ekambi,43,Normal
1456,108,9,Karl Toko Ekambi,55,Penalty
1465,227,11,Ndombe Mubele,14,Normal
1467,227,11,Ndombe Mubele,46,Normal
1468,227,16,Kwon Chang-hoon,51,Normal
1478,227,16,Júlio Tavares,90+2,Penalty
1480,71,15,Jonathan Cafu,13,Normal
1481,71,16,Cédric Yamberé,34,Normal
1482,71,15,Malcom,36,Normal
1484,71,16,Benjamin Jeannot,52,Normal
1491,71,16,Wesley Saïd,86,Normal
1498,235,19,Jérémy Blayac,46,Normal
1504,235,20,Yaya Sanogo,89,Normal
1506,235,20,Yaya Sanogo,90+1,Normal
1507,235,19,Bakary Koné,90+4,Normal
1508,262,3,Mariano,30,Normal
1514,262,3,Memphis,83,Normal
1515,262,3,Bertrand Traoré,85,Normal
1519,138,3,Nabil Fekir,25,Normal
1523,138,3,Houssem Aouar,58,Normal
1534,372,2,Thomas Meunier,71,Normal
1542,372,16,Benjamin Jeannot,87,Normal
1544,372,2,Thomas Meunier,90+2,Normal
1549,347,10,Clinton N'Jie,52,Normal
1550,347,10,Clinton N'Jie,55,Normal
1571,143,11,Benjamin Bourigeaud,84,Penalty
1583,220,10,Lucas Ocampos,10,Normal
1584,220,20,Ndombe Mubele,19,Normal
1593,220,10,Kostas Mitroglou,78,Normal
1597,268,7,Samuel Grandsir,1,Normal
1598,268,10,Clinton N'Jie,11,Normal
1601,268,7,Benjamin Nivet,48,Normal
1609,268,10,Kostas Mitroglou,75,Normal
1611,268,10,Florian Thauvin,85,Normal
1615,137,12,Rene Krhin,19,Normal
1626,137,20,Max Gradel,90+6,Penalty
1629,243,17,Clément Grenier,55,Normal
1632,243,17,Mustapha Diallo,59,Normal
1636,243,15,Malcom,80,Normal
1637,243,15,Unknown,80,Penalty
1641,373,20,Andy Delort,40,Normal
1654,379,6,Stéphane Sessègnon,55,Normal
1659,379,6,Isaac Mbenza,74,Normal
1670,328,17,Mustapha Diallo,63,Normal
1675,328,17,Jimmy Briand,87,Normal
1676,54,7,Saîf-Eddine Khaoui,12,Normal
1680,54,7,Suk Hyun-jun,45+3,Normal
1689,54,7,Romain Thomas,84,OG
1691,94,6,Jérôme Roussillon,20,Normal
1692,94,5,Renaud Cohade,28,Normal
1701,94,5,Emmanuel Rivière,84,Normal
1703,94,5,Nicolas Basin,90+4,Normal
1704,225,14,Alassane Pléa,45,Normal
1705,225,14,Rémi Walter,47,Normal
1716,291,2,Edinson Cavani,26,Normal
1717,291,13,Moussa Konaté,47,Normal
1719,291,2,Christopher Nkunku,64,Normal
1723,291,13,Moussa Konaté,80,Normal
1728,217,13,Moussa Konaté,45+2,Normal
1733,217,16,Wesley Saïd,69,Normal
1748,240,10,Rolando,31,Normal
1750,240,3,Adil Rami,42,OG
1752,240,3,Houssem Aouar,52,Normal
1757,240,10,Kostas Mitroglou,84,Normal
1759,240,3,Memphis,90,Normal
1769,93,7,Stéphane Darbion,78,Normal
1777,36,7,Suk Hyun-jun,48,Normal
1778,36,7,Saîf-Eddine Khaoui,55,Normal
1787,36,7,Adama Niane,90+3,Normal
1789,196,16,Damien Da Silva,24,OG
1794,196,16,Júlio Tavares,70,Penalty
1814,237,14,Allan Saint-Maximin,17,Normal
1815,237,2,Ángel Di María,21,Normal
1820,237,2,Dani Alves,82,Normal
1823,13,11,Benjamin Bourigeaud,6,Normal
1838,265,8,Nicolas Pépé,55,Normal
1840,265,8,Luiz Araújo,57,Normal
1845,265,17,Júnior Alonso,90,OG
1846,265,17,Jimmy Briand,90+3,Normal
1850,319,20,Max Gradel,59,Normal
1851,319,20,Yaya Sanogo,63,Normal
1852,319,17,Clément Grenier,66,Normal
1862,139,9,Romain Thomas,33,Normal
1863,139,7,Saîf-Eddine Khaoui,51,Normal
1864,139,9,Romain Thomas,58,Normal
1873,139,9,Pierrick Capelle,81,Normal
1882,61,13,Gaël Kakuta,3,Normal
1883,61,16,Kwon Chang-hoon,15,Normal
1884,61,13,Quentin Cornette,50,Normal
1895,95,19,Jonas Martin,25,Penalty
1897,95,20,Max Gradel,30,Normal
1900,95,19,Kader Mangane,52,Normal
1912,224,12,Emiliano Sala,81,Normal
1916,164,15,Younousse Sankharé,3,Normal
1921,164,15,Gaëtan Laborde,53,Normal
1931,378,12,Préjuce Nakoulma,45+2,Normal
1932,378,15,Malcom,47,Normal
1941,223,19,Idriss Saadi,24,Normal
1950,223,6,Daniel Congré,72,Normal
1954,286,19,Idriss Saadi,21,Normal
1958,286,14,Mario Balotelli,59,Penalty
1971,163,4,Mathieu Debuchy,62,Normal
1977,163,4,Rémy Cabella,85,Normal
1978,9,9,Angelo Fulgini,11,Normal
1979,9,15,Younousse Sankharé,27,Normal
1980,9,15,Alexandre Mendy,52,Normal
1990,9,9,Baptiste Guillaume,88,Normal
1993,18,19,Nuno da Costa,23,Normal
1995,18,19,Nuno da Costa,49,Normal
1997,18,14,Pierre Lees-Melou,54,Penalty
2005,229,10,Clinton N'Jie,17,Normal
2012,229,9,Karl Toko Ekambi,70,Normal
2020,361,1,Radamel Falcao,38,Normal
2029,361,6,Souleymane Camara,90+2,Normal
2030,289,10,Florian Thauvin,3,Penalty
2037,289,9,Ismaël Traoré,79,Normal
2056,172,2,Issa Diop,68,OG
2061,14,16,Cédric Varrault,10,Normal
2063,14,5,Nolan Roux,45,Normal
2065,14,16,Naïm Sliti,49,Normal
2079,264,4,Mathieu Debuchy,82,Normal
2085,306,16,Kwon Chang-hoon,11,Normal
2086,306,8,Lebo Mothiba,18,Normal
2088,306,8,Lebo Mothiba,45+1,Normal
2106,335,18,Ivan Santini,5,Penalty
2107,335,16,Jordan Marié,38,Normal
2114,335,18,Cédric Yamberé,81,OG
2117,248,14,Alassane Pléa,16,Normal
2123,248,14,Alassane Pléa,83,Normal
2127,34,12,Adrien Thomasson,16,Normal
2135,34,20,Alexis Blin,60,Normal
2136,34,12,Emiliano Sala,67,Normal
2144,213,8,Nicolas Pépé,41,Normal
2148,213,6,Jérôme Roussillon,63,Normal
2153,179,12,Emiliano Sala,16,Normal
2156,179,8,Lebo Mothiba,67,Normal
2157,179,12,Emiliano Sala,71,Normal
2159,179,8,Nicolas Pépé,81,Normal
2164,99,14,Mario Balotelli,36,Normal
2172,315,11,Adrien Hunou,13,Normal
2173,315,6,Isaac Mbenza,17,Normal
2181,111,7,Adama Niane,53,Normal
2185,111,14,Alassane Pléa,63,Penalty
2192,111,7,Saîf-Eddine Khaoui,85,Normal
2196,165,9,Karl Toko Ekambi,20,Penalty
2198,165,6,Paul Lasne,42,Normal
2202,165,6,Isaac Mbenza,71,Normal
2207,256,13,Bakaye Dibassy,20,Normal
2209,256,13,Serge Gakpé,30,Normal
2212,256,13,Moussa Konaté,53,Normal
2219,57,6,Jérôme Roussillon,4,Normal
2221,57,6,Giovanni Sio,26,Normal
2222,57,6,Casimir Ninga,31,Normal
2235,181,1,Keita Baldé,13,Normal
2241,181,1,Fabinho,69,Penalty
2246,181,1,Rony Lopes,87,Normal
2247,181,1,Kamil Glik,90+2,Normal
2248,15,12,Chidozie Awaziem,9,Normal
2255,15,17,Abdoul Camara,70,Normal
2259,15,12,Abdoulaye Touré,86,Normal
2261,56,13,Moussa Konaté,29,Normal
2264,56,13,Bongani Zungu,65,Normal
2271,25,13,Oualid El Hajjam,22,Normal
2273,25,17,Mustapha Diallo,44,Normal
2283,63,15,Alexandre Mendy,5,Normal
2284,63,15,Malcom,31,Normal
2289,63,15,Alexandre Mendy,57,Normal
2300,366,16,Kwon Chang-hoon,78,Normal
2305,366,19,Martin Terrier,90+2,Normal
2306,3,3,Mariano,23,Normal
2310,3,3,Nabil Fekir,59,Penalty
2311,3,3,Mariano,61,Normal
2320,3,3,Nabil Fekir,90+1,Normal
2322,210,12,Leo Dubois,11,Normal
2333,210,10,Florian Thauvin,90+5,Normal
2340,157,12,Adrien Thomasson,61,Normal
2347,157,12,Emiliano Sala,86,Penalty
2348,157,12,Santy Ngom,90+3,Normal
2349,323,11,Ndombe Mubele,7,Normal
2353,323,20,Jimmy Durmaz,35,Penalty
2358,323,20,Issa Diop,58,Normal
2360,323,11,Ismaila Sarr,65,Normal
2363,323,20,Jimmy Durmaz,71,Penalty
2371,155,20,Yaya Sanogo,11,Normal
2392,257,16,Kwon Chang-hoon,10,Normal
2402,185,18,Enzo Crivelli,6,Normal
2403,185,11,Diafra Sakho,9,Normal
2404,185,11,Diafra Sakho,21,Normal
2410,185,18,Damien Da Silva,84,Normal
2415,136,5,Emmanuel Rivière,13,Penalty
2416,136,5,Mathieu Dossevi,16,Normal
2424,136,5,Nolan Roux,77,Normal
2429,6,6,Souleymane Camara,58,Normal
2437,316,12,Leo Dubois,32,Normal
2445,308,11,Benjamin Bourigeaud,52,Penalty
2448,308,11,Adrien Hunou,71,Normal
2460,140,2,Ángel Di María,4,Normal
2461,140,2,Ángel Di María,15,Normal
2462,140,2,Edinson Cavani,21,Normal
2463,140,2,Neymar,42,Normal
2465,140,2,Neymar,57,Normal
2471,140,2,Neymar,73,Normal
2472,140,2,Kylian Mbappé,77,Normal
2474,140,2,Neymar,83,Penalty
2477,87,7,Suk Hyun-jun,25,Normal
2480,87,7,Suk Hyun-jun,50,Normal
2484,87,1,Mathieu Deplagne,70,OG
2492,87,1,Guido Carrillo,85,Normal
2493,87,1,Guido Carrillo,88,Normal
2497,19,3,Bertrand Traoré,21,Normal
2499,19,3,Memphis,49,Normal
2501,19,3,Memphis,65,Normal
2505,19,3,Memphis,70,Penalty
2510,19,3,Mariano,90,Normal
2512,16,20,Issa Diop,38,Normal
2524,279,7,Adama Niane,8,Normal
2529,279,4,Robert Berić,68,Normal
2530,279,4,Robert Berić,74,Normal
2535,230,20,Max Gradel,18,Normal
2536,230,2,Neymar,31,Normal
2537,230,2,Adrien Rabiot,35,Normal
2546,230,2,Edinson Cavani,75,Penalty
2547,230,20,Christopher Jullien,78,Normal
2549,230,2,Javier Pastore,82,Normal
2550,230,2,Layvin Kurzawa,84,Normal
2554,230,2,Neymar,90+2,Normal
2555,183,17,Yeni Ngbakoto,29,Penalty
2561,183,6,Giovanni Sio,73,Normal
2565,233,9,Flavien Tait,10,Normal
2568,233,9,Karl Toko Ekambi,43,Normal
2573,233,9,Prince Oniangué,74,Normal
2577,90,10,Valère Germain,11,Normal
2585,90,10,Valère Germain,71,Normal
2587,90,10,Lucas Ocampos,80,Normal
2590,314,10,Morgan Sanson,10,Normal
2591,314,10,Kostas Mitroglou,18,Normal
2592,314,13,Moussa Konaté,30,Normal
2612,86,17,Jimmy Briand,37,Normal
2613,86,17,Yannis Salibur,40,Normal
2615,86,17,Marcus Coco,59,Normal
2617,86,17,Christophe Kerbrat,66,Normal
2621,304,20,Issiaga Sylla,29,Normal
2623,304,15,Martin Braithwaite,38,Normal
2625,304,15,Martin Braithwaite,49,Normal
2630,304,15,Lukas Lerager,73,Normal
2631,304,15,Malcom,78,Normal
2634,304,20,Issa Diop,90,Normal
2635,122,10,Unknown,28,Penalty
2637,122,10,Valère Germain,35,Normal
2639,122,10,Morgan Sanson,45,Normal
2646,122,10,Florian Thauvin,82,Normal
2650,120,2,Jordan Ikoko,52,OG
2651,120,2,Edinson Cavani,62,Normal
2658,120,2,Neymar,82,Normal
2660,362,2,Neymar,5,Normal
2661,362,2,Edinson Cavani,12,Normal
2662,362,2,Thomas Meunier,21,Normal
2663,362,15,Younousse Sankharé,31,Normal
2666,362,2,Neymar,40,Penalty
2667,362,2,Julian Draxler,45,Normal
2670,362,2,Kylian Mbappé,58,Normal
2676,362,15,Malcom,90,Penalty
2677,281,4,Romain Hamouma,10,Normal
2679,281,6,Unknown,45+2,Penalty
2692,101,6,Jonathan Ikone,71,Normal
2699,101,6,Isaac Mbenza,90+2,Normal
2701,45,7,Suk Hyun-jun,18,Normal
2702,45,16,Júlio Tavares,29,Normal
2706,45,16,Júlio Tavares,46,Normal
2707,45,16,Kwon Chang-hoon,50,Normal
2712,82,2,Ángel Di María,28,Normal
2714,82,2,Javier Pastore,49,Normal
2723,82,8,Anwar El Ghazi,86,Normal
2724,82,2,Kylian Mbappé,90+3,Normal
2727,275,20,Yaya Sanogo,42,Normal
2731,275,20,Max Gradel,60,Penalty
2737,218,17,Clément Grenier,9,Penalty
2738,218,14,Alassane Pléa,24,Normal
2741,218,14,Alassane Pléa,47,Normal
2742,218,14,Alassane Pléa,58,Normal
2749,218,17,Marlon,83,OG
2752,218,14,Bassem Srarfi,86,Normal
2753,218,14,Alassane Pléa,90+2,Normal
2754,325,13,Gaël Kakuta,14,Normal
2755,325,13,Moussa Konaté,28,Normal
2767,325,13,Moussa Konaté,88,Normal
2771,98,12,Emiliano Sala,24,Penalty
2782,313,16,Pierrick Capelle,22,OG
2786,313,9,Flavien Tait,53,Normal
2787,313,16,Júlio Tavares,75,Normal
2797,326,16,Benjamin Jeannot,45+1,Normal
2798,326,6,Giovanni Sio,49,Normal
2800,326,16,Benjamin Jeannot,62,Normal
2805,144,13,Moussa Konaté,16,Penalty
2806,144,17,Marcus Coco,29,Normal
2811,144,13,Moussa Konaté,79,Normal
2814,144,13,Mathieu Bodmer,84,Normal
2817,117,9,Enzo Crivelli,27,Normal
2820,117,9,Thomas Mangani,56,Normal
2829,238,5,Nolan Roux,12,Normal
2831,238,12,Valentin Rongier,23,Normal
2839,324,15,François Kamano,10,Normal
