Date_Key,Full_Date,Day_Of_Week,Day_Num_In_Month,Day_Name,Month,Month_Name,Quarter,Year
20190415,2019-04-15,1,15,Monday,4,April,2,2019
20190416,2019-04-16,2,16,Tuesday,4,April,2,2019
20190417,2019-04-17,3,17,Wednesday,4,April,2,2019
20190418,2019-04-18,4,18,Thursday,4,April,2,2019
20190419,2019-04-19,5,19,Friday,4,April,2,2019
20190420,2019-04-20,6,20,Saturday,4,April,2,2019
20190421,2019-04-21,7,21,Sunday,4,April,2,2019
20190422,2019-04-22,1,22,Monday,4,April,2,2019
20190423,2019-04-23,2,23,Tuesday,4,April,2,2019
20190424,2019-04-24,3,24,Wednesday,4,April,2,2019
20190425,2019-04-25,4,25,Thursday,4,April,2,2019
20190426,2019-04-26,5,26,Friday,4,April,2,2019
20190427,2019-04-27,6,27,Saturday,4,April,2,2019
20190428,2019-04-28,7,28,Sunday,4,April,2,2019
20190429,2019-04-29,1,29,Monday,4,April,2,2019
20190430,2019-04-30,2,30,Tuesday,4,April,2,2019
20190501,2019-05-01,3,1,Wednesday,5,May,2,2019
20190502,2019-05-02,4,2,Thursday,5,May,2,2019
20190503,2019-05-03,5,3,Friday,5,May,2,2019
20190504,2019-05-04,6,4,Saturday,5,May,2,2019
20190505,2019-05-05,7,5,Sunday,5,May,2,2019
20190506,2019-05-06,1,6,Monday,5,May,2,2019
20190507,2019-05-07,2,7,Tuesday,5,May,2,2019
20190508,2019-05-08,3,8,Wednesday,5,May,2,2019
20190509,2019-05-09,4,9,Thursday,5,May,2,2019
20190510,2019-05-10,5,10,Friday,5,May,2,2019
20190511,2019-05-11,6,11,Saturday,5,May,2,2019
20190512,2019-05-12,7,12,Sunday,5,May,2,2019
20190513,2019-05-13,1,13,Monday,5,May,2,2019
20190514,2019-05-14,2,14,Tuesday,5,May,2,2019
20190515,2019-05-15,3,15,Wednesday,5,May,2,2019
20190516,2019-05-16,4,16,Thursday,5,May,2,2019
20190517,2019-05-17,5,17,Friday,5,May,2,2019
20190518,2019-05-18,6,18,Saturday,5,May,2,2019
20190519,2019-05-19,7,19,Sunday,5,May,2,2019
20190520,2019-05-20,1,20,Monday,5,May,2,2019
20190521,2019-05-21,2,21,Tuesday,5,May,2,2019
20190522,2019-05-22,3,22,Wednesday,5,May,2,2019
20190523,2019-05-23,4,23,Thursday,5,May,2,2019
20190524,2019-05-24,5,24,Friday,5,May,2,2019
20190525,2019-05-25,6,25,Saturday,5,May,2,2019
20190526,2019-05-26,7,26,Sunday,5,May,2,2019
20190527,2019-05-27,1,27,Monday,5,May,2,2019
20190528,2019-05-28,2,28,Tuesday,5,May,2,2019
20190529,2019-05-29,3,29,Wednesday,5,May,2,2019
20190530,2019-05-30,4,30,Thursday,5,May,2,2019
20190531,2019-05-31,5,31,Friday,5,May,2,2019
20190601,2019-06-01,6,1,Saturday,6,June,2,2019
20190602,2019-06-02,7,2,Sunday,6,June,2,2019
20190603,2019-06-03,1,3,Monday,6,June,2,2019
20190604,2019-06-04,2,4,Tuesday,6,June,2,2019
20190605,2019-06-05,3,5,Wednesday,6,June,2,2019
20190606,2019-06-06,4,6,Thursday,6,June,2,2019
20190607,2019-06-07,5,7,Friday,6,June,2,2019
20190608,2019-06-08,6,8,Saturday,6,June,2,2019
20190609,2019-06-09,7,9,Sunday,6,June,2,2019
20190610,2019-06-10,1,10,Monday,6,June,2,2019
20190611,2019-06-11,2,11,Tuesday,6,June,2,2019
20190612,2019-06-12,3,12,Wednesday,6,June,2,2019
20190613,2019-06-13,4,13,Thursday,6,June,2,2019
20190614,2019-06-14,5,14,Friday,6,June,2,2019
20190615,2019-06-15,6,15,Saturday,6,June,2,2019
20190616,2019-06-16,7,16,Sunday,6,June,2,2019
20190617,2019-06-17,1,17,Monday,6,June,2,2019
20190618,2019-06-18,2,18,Tuesday,6,June,2,2019
20190619,2019-06-19,3,19,Wednesday,6,June,2,2019
20190620,2019-06-20,4,20,Thursday,6,June,2,2019
20190621,2019-06-21,5,21,Friday,6,June,2,2019
20190622,2019-06-22,6,22,Saturday,6,June,2,2019
20190623,2019-06-23,7,23,Sunday,6,June,2,2019
20190624,2019-06-24,1,24,Monday,6,June,2,2019
20190625,2019-06-25,2,25,Tuesday,6,June,2,2019
20190626,2019-06-26,3,26,Wednesday,6,June,2,2019
20190627,2019-06-27,4,27,Thursday,6,June,2,2019
20190628,2019-06-28,5,28,Friday,6,June,2,2019
20190629,2019-06-29,6,29,Saturday,6,June,2,2019
20190630,2019-06-30,7,30,Sunday,6,June,2,2019
20190701,2019-07-01,1,1,Monday,7,July,3,2019
20190702,2019-07-02,2,2,Tuesday,7,July,3,2019
20190703,2019-07-03,3,3,Wednesday,7,July,3,2019
20190704,2019-07-04,4,4,Thursday,7,July,3,2019
20190705,2019-07-05,5,5,Friday,7,July,3,2019
20190706,2019-07-06,6,6,Saturday,7,July,3,2019
20190707,2019-07-07,7,7,Sunday,7,July,3,2019
20190708,2019-07-08,1,8,Monday,7,July,3,2019
20190709,2019-07-09,2,9,Tuesday,7,July,3,2019
20190710,2019-07-10,3,10,Wednesday,7,July,3,2019
20190711,2019-07-11,4,11,Thursday,7,July,3,2019
20190712,2019-07-12,5,12,Friday,7,July,3,2019
20190713,2019-07-13,6,13,Saturday,7,July,3,2019
20190714,2019-07-14,7,14,Sunday,7,July,3,2019
20190715,2019-07-15,1,15,Monday,7,July,3,2019
20190716,2019-07-16,2,16,Tuesday,7,July,3,2019
20190717,2019-07-17,3,17,Wednesday,7,July,3,2019
20190718,2019-07-18,4,18,Thursday,7,July,3,2019
20190719,2019-07-19,5,19,Friday,7,July,3,2019
20190720,2019-07-20,6,20,Saturday,7,July,3,2019
20190721,2019-07-21,7,21,Sunday,7,July,3,2019
20190722,2019-07-22,1,22,Monday,7,July,3,2019
20190723,2019-07-23,2,23,Tuesday,7,July,3,2019
20190724,2019-07-24,3,24,Wednesday,7,July,3,2019
20190725,2019-07-25,4,25,Thursday,7,July,3,2019
20190726,2019-07-26,5,26,Friday,7,July,3,2019
20190727,2019-07-27,6,27,Saturday,7,July,3,2019
20190728,2019-07-28,7,28,Sunday,7,July,3,2019
20190729,2019-07-29,1,29,Monday,7,July,3,2019
20190730,2019-07-30,2,30,Tuesday,7,July,3,2019
20190731,2019-07-31,3,31,Wednesday,7,July,3,2019
20190801,2019-08-01,4,1,Thursday,8,August,3,2019
20190802,2019-08-02,5,2,Friday,8,August,3,2019
20190803,2019-08-03,6,3,Saturday,8,August,3,2019
20190804,2019-08-04,7,4,Sunday,8,August,3,2019
20190805,2019-08-05,1,5,Monday,8,August,3,2019
20190806,2019-08-06,2,6,Tuesday,8,August,3,2019
20190807,2019-08-07,3,7,Wednesday,8,August,3,2019
20190808,2019-08-08,4,8,Thursday,8,August,3,2019
20190809,2019-08-09,5,9,Friday,8,August,3,2019
20190810,2019-08-10,6,10,Saturday,8,August,3,2019
20190811,2019-08-11,7,11,Sunday,8,August,3,2019
20190812,2019-08-12,1,12,Monday,8,August,3,2019
20190813,2019-08-13,2,13,Tuesday,8,August,3,2019
20190814,2019-08-14,3,14,Wednesday,8,August,3,2019
20190815,2019-08-15,4,15,Thursday,8,August,3,2019
20190816,2019-08-16,5,16,Friday,8,August,3,2019
20190817,2019-08-17,6,17,Saturday,8,August,3,2019
20190818,2019-08-18,7,18,Sunday,8,August,3,2019
20190819,2019-08-19,1,19,Monday,8,August,3,2019
20190820,2019-08-20,2,20,Tuesday,8,August,3,2019
20190821,2019-08-21,3,21,Wednesday,8,August,3,2019
20190822,2019-08-22,4,22,Thursday,8,August,3,2019
20190823,2019-08-23,5,23,Friday,8,August,3,2019
20190824,2019-08-24,6,24,Saturday,8,August,3,2019
20190825,2019-08-25,7,25,Sunday,8,August,3,2019
20190826,2019-08-26,1,26,Monday,8,August,3,2019
20190827,2019-08-27,2,27,Tuesday,8,August,3,2019
20190828,2019-08-28,3,28,Wednesday,8,August,3,2019
20190829,2019-08-29,4,29,Thursday,8,August,3,2019
20190830,2019-08-30,5,30,Friday,8,August,3,2019
20190831,2019-08-31,6,31,Saturday,8,August,3,2019
20190901,2019-09-01,7,1,Sunday,9,September,3,2019
20190902,2019-09-02,1,2,Monday,9,September,3,2019
20190903,2019-09-03,2,3,Tuesday,9,September,3,2019
20190904,2019-09-04,3,4,Wednesday,9,September,3,2019
20190905,2019-09-05,4,5,Thursday,9,September,3,2019
20190906,2019-09-06,5,6,Friday,9,September,3,2019
20190907,2019-09-07,6,7,Saturday,9,September,3,2019
20190908,2019-09-08,7,8,Sunday,9,September,3,2019
20190909,2019-09-09,1,9,Monday,9,September,3,2019
20190910,2019-09-10,2,10,Tuesday,9,September,3,2019
20190911,2019-09-11,3,11,Wednesday,9,September,3,2019
20190912,2019-09-12,4,12,Thursday,9,September,3,2019
20190913,2019-09-13,5,13,Friday,9,September,3,2019
20190914,2019-09-14,6,14,Saturday,9,September,3,2019
20190915,2019-09-15,7,15,Sunday,9,September,3,2019
20190916,2019-09-16,1,16,Monday,9,September,3,2019
20190917,2019-09-17,2,17,Tuesday,9,September,3,2019
20190918,2019-09-18,3,18,Wednesday,9,September,3,2019
20190919,2019-09-19,4,19,Thursday,9,September,3,2019
20190920,2019-09-20,5,20,Friday,9,September,3,2019
20190921,2019-09-21,6,21,Saturday,9,September,3,2019
20190922,2019-09-22,7,22,Sunday,9,September,3,2019
20190923,2019-09-23,1,23,Monday,9,September,3,2019
20190924,2019-09-24,2,24,Tuesday,9,September,3,2019
20190925,2019-09-25,3,25,Wednesday,9,September,3,2019
20190926,2019-09-26,4,26,Thursday,9,September,3,2019
20190927,2019-09-27,5,27,Friday,9,September,3,2019
20190928,2019-09-28,6,28,Saturday,9,September,3,2019
20190929,2019-09-29,7,29,Sunday,9,September,3,2019
20190930,2019-09-30,1,30,Monday,9,September,3,2019
20191001,2019-10-01,2,1,Tuesday,10,October,4,2019
20191002,2019-10-02,3,2,Wednesday,10,October,4,2019
20191003,2019-10-03,4,3,Thursday,10,October,4,2019
20191004,2019-10-04,5,4,Friday,10,October,4,2019
20191005,2019-10-05,6,5,Saturday,10,October,4,2019
20191006,2019-10-06,7,6,Sunday,10,October,4,2019
20191007,2019-10-07,1,7,Monday,10,October,4,2019
20191008,2019-10-08,2,8,Tuesday,10,October,4,2019
20191009,2019-10-09,3,9,Wednesday,10,October,4,2019
20191010,2019-10-10,4,10,Thursday,10,October,4,2019
20191011,2019-10-11,5,11,Friday,10,October,4,2019
20191012,2019-10-12,6,12,Saturday,10,October,4,2019
20191013,2019-10-13,7,13,Sunday,10,October,4,2019
20191014,2019-10-14,1,14,Monday,10,October,4,2019
20191015,2019-10-15,2,15,Tuesday,10,October,4,2019
20191016,2019-10-16,3,16,Wednesday,10,October,4,2019
20191017,2019-10-17,4,17,Thursday,10,October,4,2019
20191018,2019-10-18,5,18,Friday,10,October,4,2019
20191019,2019-10-19,6,19,Saturday,10,October,4,2019
20191020,2019-10-20,7,20,Sunday,10,October,4,2019
20191021,2019-10-21,1,21,Monday,10,October,4,2019
20191022,2019-10-22,2,22,Tuesday,10,October,4,2019
20191023,2019-10-23,3,23,Wednesday,10,October,4,2019
20191024,2019-10-24,4,24,Thursday,10,October,4,2019
20191025,2019-10-25,5,25,Friday,10,October,4,2019
20191026,2019-10-26,6,26,Saturday,10,October,4,2019
20191027,2019-10-27,7,27,Sunday,10,October,4,2019
20191028,2019-10-28,1,28,Monday,10,October,4,2019
20191029,2019-10-29,2,29,Tuesday,10,October,4,2019
20191030,2019-10-30,3,30,Wednesday,10,October,4,2019
20191031,2019-10-31,4,31,Thursday,10,October,4,2019
20191101,2019-11-01,5,1,Friday,11,November,4,2019
20191102,2019-11-02,6,2,Saturday,11,November,4,2019
20191103,2019-11-03,7,3,Sunday,11,November,4,2019
20191104,2019-11-04,1,4,Monday,11,November,4,2019
20191105,2019-11-05,2,5,Tuesday,11,November,4,2019
20191106,2019-11-06,3,6,Wednesday,11,November,4,2019
20191107,2019-11-07,4,7,Thursday,11,November,4,2019
20191108,2019-11-08,5,8,Friday,11,November,4,2019
20191109,2019-11-09,6,9,Saturday,11,November,4,2019
20191110,2019-11-10,7,10,Sunday,11,November,4,2019
20191111,2019-11-11,1,11,Monday,11,November,4,2019
20191112,2019-11-12,2,12,Tuesday,11,November,4,2019
20191113,2019-11-13,3,13,Wednesday,11,November,4,2019
20191114,2019-11-14,4,14,Thursday,11,November,4,2019
20191115,2019-11-15,5,15,Friday,11,November,4,2019
20191116,2019-11-16,6,16,Saturday,11,November,4,2019
20191117,2019-11-17,7,17,Sunday,11,November,4,2019
20191118,2019-11-18,1,18,Monday,11,November,4,2019
20191119,2019-11-19,2,19,Tuesday,11,November,4,2019
20191120,2019-11-20,3,20,Wednesday,11,November,4,2019
20191121,2019-11-21,4,21,Thursday,11,November,4,2019
20191122,2019-11-22,5,22,Friday,11,November,4,2019
20191123,2019-11-23,6,23,Saturday,11,November,4,2019
20191124,2019-11-24,7,24,Sunday,11,November,4,2019
20191125,2019-11-25,1,25,Monday,11,November,4,2019
20191126,2019-11-26,2,26,Tuesday,11,November,4,2019
20191127,2019-11-27,3,27,Wednesday,11,November,4,2019
20191128,2019-11-28,4,28,Thursday,11,November,4,2019
20191129,2019-11-29,5,29,Friday,11,November,4,2019
20191130,2019-11-30,6,30,Saturday,11,November,4,2019
20191201,2019-12-01,7,1,Sunday,12,December,4,2019
20191202,2019-12-02,1,2,Monday,12,December,4,2019
20191203,2019-12-03,2,3,Tuesday,12,December,4,2019
20191204,2019-12-04,3,4,Wednesday,12,December,4,2019
20191205,2019-12-05,4,5,Thursday,12,December,4,2019
20191206,2019-12-06,5,6,Friday,12,December,4,2019
20191207,2019-12-07,6,7,Saturday,12,December,4,2019
20191208,2019-12-08,7,8,Sunday,12,December,4,2019
20191209,2019-12-09,1,9,Monday,12,December,4,2019
20191210,2019-12-10,2,10,Tuesday,12,December,4,2019
20191211,2019-12-11,3,11,Wednesday,12,December,4,2019
20191212,2019-12-12,4,12,Thursday,12,December,4,2019
20191213,2019-12-13,5,13,Friday,12,December,4,2019
20191214,2019-12-14,6,14,Saturday,12,December,4,2019
20191215,2019-12-15,7,15,Sunday,12,December,4,2019
20191216,2019-12-16,1,16,Monday,12,December,4,2019
20191217,2019-12-17,2,17,Tuesday,12,December,4,2019
20191218,2019-12-18,3,18,Wednesday,12,December,4,2019
20191219,2019-12-19,4,19,Thursday,12,December,4,2019
20191220,2019-12-20,5,20,Friday,12,December,4,2019
20191221,2019-12-21,6,21,Saturday,12,December,4,2019
20191222,2019-12-22,7,22,Sunday,12,December,4,2019
20191223,2019-12-23,1,23,Monday,12,December,4,2019
20191224,2019-12-24,2,24,Tuesday,12,December,4,2019
20191225,2019-12-25,3,25,Wednesday,12,December,4,2019
20191226,2019-12-26,4,26,Thursday,12,December,4,2019
20191227,2019-12-27,5,27,Friday,12,December,4,2019
20191228,2019-12-28,6,28,Saturday,12,December,4,2019
20191229,2019-12-29,7,29,Sunday,12,December,4,2019
20191230,2019-12-30,1,30,Monday,12,December,4,2019
20191231,2019-12-31,2,31,Tuesday,12,December,4,2019
20200101,2020-01-01,3,1,Wednesday,1,January,1,2020
20200102,2020-01-02,4,2,Thursday,1,January,1,2020
20200103,2020-01-03,5,3,Friday,1,January,1,2020
20200104,2020-01-04,6,4,Saturday,1,January,1,2020
20200105,2020-01-05,7,5,Sunday,1,January,1,2020
20200106,2020-01-06,1,6,Monday,1,January,1,2020
20200107,2020-01-07,2,7,Tuesday,1,January,1,2020
20200108,2020-01-08,3,8,Wednesday,1,January,1,2020
20200109,2020-01-09,4,9,Thursday,1,January,1,2020
20200110,2020-01-10,5,10,Friday,1,January,1,2020
20200111,2020-01-11,6,11,Saturday,1,January,1,2020
20200112,2020-01-12,7,12,Sunday,1,January,1,2020
20200113,2020-01-13,1,13,Monday,1,January,1,2020
20200114,2020-01-14,2,14,Tuesday,1,January,1,2020
20200115,2020-01-15,3,15,Wednesday,1,January,1,2020
20200116,2020-01-16,4,16,Thursday,1,January,1,2020
20200117,2020-01-17,5,17,Friday,1,January,1,2020
20200118,2020-01-18,6,18,Saturday,1,January,1,2020
20200119,2020-01-19,7,19,Sunday,1,January,1,2020
20200120,2020-01-20,1,20,Monday,1,January,1,2020
20200121,2020-01-21,2,21,Tuesday,1,January,1,2020
20200122,2020-01-22,3,22,Wednesday,1,January,1,2020
20200123,2020-01-23,4,23,Thursday,1,January,1,2020
20200124,2020-01-24,5,24,Friday,1,January,1,2020
20200125,2020-01-25,6,25,Saturday,1,January,1,2020
20200126,2020-01-26,7,26,Sunday,1,January,1,2020
20200127,2020-01-27,1,27,Monday,1,January,1,2020
20200128,2020-01-28,2,28,Tuesday,1,January,1,2020
20200129,2020-01-29,3,29,Wednesday,1,January,1,2020
20200130,2020-01-30,4,30,Thursday,1,January,1,2020
20200131,2020-01-31,5,31,Friday,1,January,1,2020
20200201,2020-02-01,6,1,Saturday,2,February,1,2020
20200202,2020-02-02,7,2,Sunday,2,February,1,2020
20200203,2020-02-03,1,3,Monday,2,February,1,2020
20200204,2020-02-04,2,4,Tuesday,2,February,1,2020
20200205,2020-02-05,3,5,Wednesday,2,February,1,2020
20200206,2020-02-06,4,6,Thursday,2,February,1,2020
20200207,2020-02-07,5,7,Friday,2,February,1,2020
20200208,2020-02-08,6,8,Saturday,2,February,1,2020
20200209,2020-02-09,7,9,Sunday,2,February,1,2020
20200210,2020-02-10,1,10,Monday,2,February,1,2020
20200211,2020-02-11,2,11,Tuesday,2,February,1,2020
20200212,2020-02-12,3,12,Wednesday,2,February,1,2020
20200213,2020-02-13,4,13,Thursday,2,February,1,2020
20200214,2020-02-14,5,14,Friday,2,February,1,2020
20200215,2020-02-15,6,15,Saturday,2,February,1,2020
20200216,2020-02-16,7,16,Sunday,2,February,1,2020
20200217,2020-02-17,1,17,Monday,2,February,1,2020
20200218,2020-02-18,2,18,Tuesday,2,February,1,2020
20200219,2020-02-19,3,19,Wednesday,2,February,1,2020
20200220,2020-02-20,4,20,Thursday,2,February,1,2020
20200221,2020-02-21,5,21,Friday,2,February,1,2020
20200222,2020-02-22,6,22,Saturday,2,February,1,2020
20200223,2020-02-23,7,23,Sunday,2,February,1,2020
20200224,2020-02-24,1,24,Monday,2,February,1,2020
20200225,2020-02-25,2,25,Tuesday,2,February,1,2020
20200226,2020-02-26,3,26,Wednesday,2,February,1,2020
20200227,2020-02-27,4,27,Thursday,2,February,1,2020
20200228,2020-02-28,5,28,Friday,2,February,1,2020
20200229,2020-02-29,6,29,Saturday,2,February,1,2020
20200301,2020-03-01,7,1,Sunday,3,March,1,2020
20200302,2020-03-02,1,2,Monday,3,March,1,2020
20200303,2020-03-03,2,3,Tuesday,3,March,1,2020
20200304,2020-03-04,3,4,Wednesday,3,March,1,2020
20200305,2020-03-05,4,5,Thursday,3,March,1,2020
20200306,2020-03-06,5,6,Friday,3,March,1,2020
20200307,2020-03-07,6,7,Saturday,3,March,1,2020
20200308,2020-03-08,7,8,Sunday,3,March,1,2020
20200309,2020-03-09,1,9,Monday,3,March,1,2020
20200310,2020-03-10,2,10,Tuesday,3,March,1,2020
20200311,2020-03-11,3,11,Wednesday,3,March,1,2020
20200312,2020-03-12,4,12,Thursday,3,March,1,2020
20200313,2020-03-13,5,13,Friday,3,March,1,2020
20200314,2020-03-14,6,14,Saturday,3,March,1,2020
20200315,2020-03-15,7,15,Sunday,3,March,1,2020
20200316,2020-03-16,1,16,Monday,3,March,1,2020
20200317,2020-03-17,2,17,Tuesday,3,March,1,2020
20200318,2020-03-18,3,18,Wednesday,3,March,1,2020
20200319,2020-03-19,4,19,Thursday,3,March,1,2020
20200320,2020-03-20,5,20,Friday,3,March,1,2020
20200321,2020-03-21,6,21,Saturday,3,March,1,2020
20200322,2020-03-22,7,22,Sunday,3,March,1,2020
20200323,2020-03-23,1,23,Monday,3,March,1,2020
20200324,2020-03-24,2,24,Tuesday,3,March,1,2020
20200325,2020-03-25,3,25,Wednesday,3,March,1,2020
20200326,2020-03-26,4,26,Thursday,3,March,1,2020
20200327,2020-03-27,5,27,Friday,3,March,1,2020
20200328,2020-03-28,6,28,Saturday,3,March,1,2020
20200329,2020-03-29,7,29,Sunday,3,March,1,2020
20200330,2020-03-30,1,30,Monday,3,March,1,2020
20200331,2020-03-31,2,31,Tuesday,3,March,1,2020
20200401,2020-04-01,3,1,Wednesday,4,April,2,2020
20200402,2020-04-02,4,2,Thursday,4,April,2,2020
20200403,2020-04-03,5,3,Friday,4,April,2,2020
20200404,2020-04-04,6,4,Saturday,4,April,2,2020
20200405,2020-04-05,7,5,Sunday,4,April,2,2020
20200406,2020-04-06,1,6,Monday,4,April,2,2020
20200407,2020-04-07,2,7,Tuesday,4,April,2,2020
20200408,2020-04-08,3,8,Wednesday,4,April,2,2020
20200409,2020-04-09,4,9,Thursday,4,April,2,2020
20200410,2020-04-10,5,10,Friday,4,April,2,2020
20200411,2020-04-11,6,11,Saturday,4,April,2,2020
20200412,2020-04-12,7,12,Sunday,4,April,2,2020
20200413,2020-04-13,1,13,Monday,4,April,2,2020
20200414,2020-04-14,2,14,Tuesday,4,April,2,2020
20200415,2020-04-15,3,15,Wednesday,4,April,2,2020
20200416,2020-04-16,4,16,Thursday,4,April,2,2020
20200417,2020-04-17,5,17,Friday,4,April,2,2020
20200418,2020-04-18,6,18,Saturday,4,April,2,2020
20200419,2020-04-19,7,19,Sunday,4,April,2,2020
20200420,2020-04-20,1,20,Monday,4,April,2,2020
20200421,2020-04-21,2,21,Tuesday,4,April,2,2020
20200422,2020-04-22,3,22,Wednesday,4,April,2,2020
20200423,2020-04-23,4,23,Thursday,4,April,2,2020
20200424,2020-04-24,5,24,Friday,4,April,2,2020
20200425,2020-04-25,6,25,Saturday,4,April,2,2020
20200426,2020-04-26,7,26,Sunday,4,April,2,2020
20200427,2020-04-27,1,27,Monday,4,April,2,2020
20200428,2020-04-28,2,28,Tuesday,4,April,2,2020
20200429,2020-04-29,3,29,Wednesday,4,April,2,2020
20200430,2020-04-30,4,30,Thursday,4,April,2,2020
20200501,2020-05-01,5,1,Friday,5,May,2,2020
20200502,2020-05-02,6,2,Saturday,5,May,2,2020
20200503,2020-05-03,7,3,Sunday,5,May,2,2020
20200504,2020-05-04,1,4,Monday,5,May,2,2020
20200505,2020-05-05,2,5,Tuesday,5,May,2,2020
20200506,2020-05-06,3,6,Wednesday,5,May,2,2020
20200507,2020-05-07,4,7,Thursday,5,May,2,2020
20200508,2020-05-08,5,8,Friday,5,May,2,2020
20200509,2020-05-09,6,9,Saturday,5,May,2,2020
20200510,2020-05-10,7,10,Sunday,5,May,2,2020
20200511,2020-05-11,1,11,Monday,5,May,2,2020
20200512,2020-05-12,2,12,Tuesday,5,May,2,2020
20200513,2020-05-13,3,13,Wednesday,5,May,2,2020
20200514,2020-05-14,4,14,Thursday,5,May,2,2020
20200515,2020-05-15,5,15,Friday,5,May,2,2020
20200516,2020-05-16,6,16,Saturday,5,May,2,2020
20200517,2020-05-17,7,17,Sunday,5,May,2,2020
20200518,2020-05-18,1,18,Monday,5,May,2,2020
20200519,2020-05-19,2,19,Tuesday,5,May,2,2020
20200520,2020-05-20,3,20,Wednesday,5,May,2,2020
20200521,2020-05-21,4,21,Thursday,5,May,2,2020
20200522,2020-05-22,5,22,Friday,5,May,2,2020
20200523,2020-05-23,6,23,Saturday,5,May,2,2020
20200524,2020-05-24,7,24,Sunday,5,May,2,2020
20200525,2020-05-25,1,25,Monday,5,May,2,2020
20200526,2020-05-26,2,26,Tuesday,5,May,2,2020
20200527,2020-05-27,3,27,Wednesday,5,May,2,2020
20200528,2020-05-28,4,28,Thursday,5,May,2,2020
20200529,2020-05-29,5,29,Friday,5,May,2,2020
20200530,2020-05-30,6,30,Saturday,5,May,2,2020
20200531,2020-05-31,7,31,Sunday,5,May,2,2020
20200601,2020-06-01,1,1,Monday,6,June,2,2020
20200602,2020-06-02,2,2,Tuesday,6,June,2,2020
20200603,2020-06-03,3,3,Wednesday,6,June,2,2020
20200604,2020-06-04,4,4,Thursday,6,June,2,2020
20200605,2020-06-05,5,5,Friday,6,June,2,2020
20200606,2020-06-06,6,6,Saturday,6,June,2,2020
20200607,2020-06-07,7,7,Sunday,6,June,2,2020
20200608,2020-06-08,1,8,Monday,6,June,2,2020
20200609,2020-06-09,2,9,Tuesday,6,June,2,2020
20200610,2020-06-10,3,10,Wednesday,6,June,2,2020
20200611,2020-06-11,4,11,Thursday,6,June,2,2020
20200612,2020-06-12,5,12,Friday,6,June,2,2020
20200613,2020-06-13,6,13,Saturday,6,June,2,2020
20200614,2020-06-14,7,14,Sunday,6,June,2,2020
20200615,2020-06-15,1,15,Monday,6,June,2,2020
20200616,2020-06-16,2,16,Tuesday,6,June,2,2020
20200617,2020-06-17,3,17,Wednesday,6,June,2,2020
20200618,2020-06-18,4,18,Thursday,6,June,2,2020
20200619,2020-06-19,5,19,Friday,6,June,2,2020
20200620,2020-06-20,6,20,Saturday,6,June,2,2020
20200621,2020-06-21,7,21,Sunday,6,June,2,2020
20200622,2020-06-22,1,22,Monday,6,June,2,2020
20200623,2020-06-23,2,23,Tuesday,6,June,2,2020
20200624,2020-06-24,3,24,Wednesday,6,June,2,2020
20200625,2020-06-25,4,25,Thursday,6,June,2,2020
20200626,2020-06-26,5,26,Friday,6,June,2,2020
20200627,2020-06-27,6,27,Saturday,6,June,2,2020
20200628,2020-06-28,7,28,Sunday,6,June,2,2020
20200629,2020-06-29,1,29,Monday,6,June,2,2020
20200630,2020-06-30,2,30,Tuesday,6,June,2,2020
20200701,2020-07-01,3,1,Wednesday,7,July,3,2020
20200702,2020-07-02,4,2,Thursday,7,July,3,2020
20200703,2020-07-03,5,3,Friday,7,July,3,2020
20200704,2020-07-04,6,4,Saturday,7,July,3,2020
20200705,2020-07-05,7,5,Sunday,7,July,3,2020
20200706,2020-07-06,1,6,Monday,7,July,3,2020
20200707,2020-07-07,2,7,Tuesday,7,July,3,2020
20200708,2020-07-08,3,8,Wednesday,7,July,3,2020
20200709,2020-07-09,4,9,Thursday,7,July,3,2020
20200710,2020-07-10,5,10,Friday,7,July,3,2020
20200711,2020-07-11,6,11,Saturday,7,July,3,2020
20200712,2020-07-12,7,12,Sunday,7,July,3,2020
20200713,2020-07-13,1,13,Monday,7,July,3,2020
20200714,2020-07-14,2,14,Tuesday,7,July,3,2020
20200715,2020-07-15,3,15,Wednesday,7,July,3,2020
20200716,2020-07-16,4,16,Thursday,7,July,3,2020
20200717,2020-07-17,5,17,Friday,7,July,3,2020
20200718,2020-07-18,6,18,Saturday,7,July,3,2020
20200719,2020-07-19,7,19,Sunday,7,July,3,2020
20200720,2020-07-20,1,20,Monday,7,July,3,2020
20200721,2020-07-21,2,21,Tuesday,7,July,3,2020
20200722,2020-07-22,3,22,Wednesday,7,July,3,2020
20200723,2020-07-23,4,23,Thursday,7,July,3,2020
20200724,2020-07-24,5,24,Friday,7,July,3,2020
20200725,2020-07-25,6,25,Saturday,7,July,3,2020
20200726,2020-07-26,7,26,Sunday,7,July,3,2020
20200727,2020-07-27,1,27,Monday,7,July,3,2020
20200728,2020-07-28,2,28,Tuesday,7,July,3,2020
20200729,2020-07-29,3,29,Wednesday,7,July,3,2020
20200730,2020-07-30,4,30,Thursday,7,July,3,2020
20200731,2020-07-31,5,31,Friday,7,July,3,2020
20200801,2020-08-01,6,1,Saturday,8,August,3,2020
20200802,2020-08-02,7,2,Sunday,8,August,3,2020
20200803,2020-08-03,1,3,Monday,8,August,3,2020
20200804,2020-08-04,2,4,Tuesday,8,August,3,2020
20200805,2020-08-05,3,5,Wednesday,8,August,3,2020
20200806,2020-08-06,4,6,Thursday,8,August,3,2020
