Match,Home_Team,Home_Possession,Home_Fouls,Home_Corners,Home_Crosses,Home_Aerials_Won,Home_Clearances,Home_Offsides,Home_Goal_Kicks,Home_Throw_Ins,Home_Long_Balls,Home_Total_Players_Stats,Home_Minutes,Home_Gls,Home_Ast,Home_PK,Home_PK_Att,Home_Sh,Home_SoT,Home_CrdY,Home_CrdR,Home_Touches,Home_Tkl,Home_Int,Home_Blocks,Home_xG,Home_npxG,Home_xAG,Home_SCA,Home_GCA,Home_Cmp_Passes,Home_Att_Passes,Home_Cmp_percent_Passes,Home_PrgP_Passes,Home_Carries_Carries,Home_PrgC_Carries,Home_Att_Take_Ons,Home_Succ_Take_Ons,Away_Team,Away_Possession,Away_Fouls,Away_Corners,Away_Crosses,Away_Aerials_Won,Away_Clearances,Away_Offsides,Away_Goal_Kicks,Away_Throw_Ins,Away_Long_Balls,Away_Total_Players_Stats,Away_Minutes,Away_Gls,Away_Ast,Away_PK,Away_PK_Att,Away_Sh,Away_SoT,Away_CrdY,Away_CrdR,Away_Touches,Away_Tkl,Away_Int,Away_Blocks,Away_xG,Away_npxG,Away_xAG,Away_SCA,Away_GCA,Away_Cmp_Passes,Away_Att_Passes,Away_Cmp_percent_Passes,Away_PrgP_Passes,Away_Carries_Carries,Away_PrgC_Carries,Away_Att_Take_Ons,Away_Succ_Take_Ons,Home_Attack,Home_Midfield,Home_Defense,Away_Attack,Away_Midfield,Away_Defense,Home_Score,Away_Score
467,22,57,13,5,19,30,21,3,6,31,72,Unknown,990,1,1,0,0,11,2,1,0,588,11,14,12,0.9,0.9,0.8,18,2,349,474,73.6,44,320,16,17,10,12,43,11,4,10,20,23,0,17,28,84,Unknown,944,0,0,0,0,11,3,4,1,470,15,11,11,0.6,0.6,0.4,22,0,240,359,66.9,26,219,8,8,7,70.16666666666667,70.58333333333333,68.75,74.33333333333333,74.1875,73.57142857142857,1,0
541,16,41,11,3,17,27,41,3,12,31,84,Unknown,990,1,0,0,0,10,4,3,0,552,17,12,10,1.2,1.2,0.3,16,1,271,412,65.8,31,216,11,27,19,10,59,11,12,24,36,37,0,5,24,70,Unknown,990,2,2,0,0,18,8,3,0,745,21,11,12,1.3,1.3,1.1,27,3,458,585,78.3,50,439,14,15,10,73.8,71.85714285714286,70.33333333333333,76.71428571428571,77.91666666666667,74.875,1,2
639,4,50,13,8,24,17,9,1,6,18,73,Unknown,990,3,2,1,1,13,5,2,0,587,13,8,6,1.9,1.1,1.0,19,5,387,501,77.2,41,274,24,20,10,15,50,13,4,7,13,17,1,7,26,71,Unknown,990,0,0,0,0,4,1,0,0,600,19,12,9,0.3,0.3,0.3,7,0,400,504,79.4,15,286,13,12,10,71.5,76.0,71.85714285714286,72.6,68.23076923076923,70.33333333333333,3,0
691,12,51,7,4,20,22,17,2,3,25,61,Unknown,990,0,0,0,0,21,1,2,0,606,13,12,10,1.7,1.7,1.2,37,0,375,487,77.0,39,404,21,24,11,19,49,8,4,13,15,26,2,15,21,87,Unknown,990,1,0,1,1,4,0,1,0,588,24,13,14,0.9,0.1,0.1,9,2,351,465,75.5,26,360,13,13,10,69.625,72.92857142857143,70.33333333333333,72.2,71.76923076923077,73.0,0,1
501,18,56,14,4,25,18,8,0,4,21,87,Unknown,990,1,1,0,0,9,3,3,0,607,17,10,5,1.3,1.3,1.1,18,2,384,503,76.3,40,333,14,20,8,8,44,18,2,4,23,28,0,8,21,67,Unknown,983,3,3,0,0,12,7,1,1,510,22,13,7,3.0,3.0,2.4,22,6,284,391,72.6,30,246,16,11,4,72.4,73.28571428571429,69.27272727272727,75.6,74.8,71.7,1,3
469,4,53,13,4,16,17,17,1,8,32,86,Unknown,990,2,0,1,1,10,4,0,0,632,13,13,10,2.1,1.3,1.3,22,4,412,520,79.2,34,314,21,16,9,10,47,14,2,17,18,25,0,3,21,59,Unknown,990,1,1,0,0,15,4,0,0,571,23,12,9,1.0,1.0,0.9,27,2,350,452,77.4,32,338,21,17,11,75.6,75.85714285714286,73.42857142857143,76.5,78.71428571428571,76.33333333333333,2,1
432,2,73,12,7,26,12,12,4,9,17,46,Unknown,990,1,1,0,0,9,2,0,0,856,17,6,6,1.3,1.3,1.2,13,2,664,771,86.1,60,493,34,17,7,20,27,9,6,12,13,25,2,13,10,61,Unknown,990,0,0,0,0,11,3,0,0,408,18,19,9,0.6,0.6,0.4,18,0,205,290,70.7,26,178,11,13,7,78.6,82.16666666666667,80.72727272727273,74.0,73.38461538461539,73.0,1,0
730,3,56,7,3,4,10,27,1,8,19,49,Unknown,990,4,3,1,1,16,4,1,0,612,20,8,14,1.9,1.2,1.0,31,7,437,499,87.6,25,381,16,10,6,10,44,12,7,21,6,12,1,7,23,60,Unknown,982,2,2,0,0,9,3,2,1,468,13,9,7,0.6,0.6,0.5,16,4,295,397,74.3,30,314,18,12,6,77.83333333333333,77.77777777777777,77.0,77.5,79.26666666666667,76.14285714285714,4,2
475,18,47,15,2,19,29,28,1,3,22,87,Unknown,990,2,1,1,1,12,6,2,0,530,17,14,10,1.6,0.8,0.8,25,4,296,409,72.4,32,264,11,16,10,20,53,27,3,17,16,24,4,7,30,70,Unknown,990,1,0,1,1,7,2,2,0,567,18,9,7,1.3,0.6,0.4,10,1,333,463,71.9,33,242,10,13,8,70.8,69.64285714285714,69.3,73.8,73.28571428571429,73.4,2,1
693,10,55,12,7,17,24,30,2,10,24,68,Unknown,986,1,1,0,0,10,3,2,1,631,12,12,10,1.3,1.3,1.2,13,2,401,517,77.6,36,405,23,12,7,6,45,10,13,30,11,15,3,5,25,81,Unknown,990,0,0,0,0,15,4,0,0,531,11,28,6,1.0,1.0,0.5,27,0,303,422,71.8,47,241,15,22,16,77.0,79.0,72.85714285714286,74.6,69.0,73.9,1,0
596,9,52,14,2,22,32,20,2,7,26,70,Unknown,990,0,0,0,1,10,2,1,0,549,16,11,8,1.4,0.6,0.5,22,0,305,419,72.8,33,286,17,19,9,13,48,18,1,10,18,25,0,7,28,83,Unknown,990,0,0,0,0,8,4,4,0,500,24,7,9,0.7,0.7,0.7,15,0,264,389,67.9,17,222,9,13,8,71.11111111111111,73.85714285714286,72.875,70.4,73.1,72.54545454545455,0,0
749,6,58,15,4,19,20,20,1,8,27,65,Unknown,990,3,1,1,1,18,5,2,0,598,19,9,10,2.5,1.8,1.0,34,4,368,474,77.6,43,269,18,18,9,22,42,18,1,17,24,30,1,10,21,62,Unknown,990,0,0,0,0,11,3,3,0,480,25,15,15,1.1,1.1,1.0,20,0,238,343,69.4,24,226,14,19,9,71.16666666666667,73.0625,72.35714285714286,69.57142857142857,69.27272727272727,67.5,3,0
710,1,47,11,1,17,11,25,1,7,43,73,Unknown,990,2,0,0,0,8,3,1,0,553,21,12,16,1.6,1.6,0.2,11,3,309,430,71.9,33,296,13,18,4,10,53,16,5,22,21,21,1,9,28,80,Unknown,990,3,3,0,0,16,5,1,0,615,21,13,14,1.8,1.8,1.7,30,6,376,486,77.4,30,386,25,19,12,76.0,75.1,76.28571428571429,77.5,79.16666666666667,76.5,2,3
615,16,52,17,8,35,15,17,4,4,30,96,Unknown,953,0,0,0,0,14,1,3,1,597,10,8,8,0.8,0.8,0.6,22,0,388,498,77.9,39,324,17,16,9,14,48,11,5,12,19,47,1,9,20,49,Unknown,990,1,0,0,0,12,6,1,0,596,14,8,13,0.9,0.9,0.7,22,1,368,457,80.5,23,349,9,10,5,71.85714285714286,71.15384615384616,70.0,69.6,70.8,70.375,0,1
516,11,52,13,6,19,20,22,0,5,23,72,Unknown,990,0,0,0,0,16,1,2,0,628,18,12,10,0.8,0.8,0.4,28,0,406,499,81.4,44,387,37,34,18,6,48,18,0,15,19,23,0,13,28,74,Unknown,990,0,0,0,0,13,3,2,0,583,27,8,9,0.5,0.5,0.4,22,0,354,464,76.3,43,258,19,14,6,75.4,74.6875,71.5,73.8,73.33333333333333,74.75,0,0
692,22,41,8,11,20,16,20,0,10,16,66,Unknown,990,2,2,0,0,17,8,1,0,525,18,26,11,1.5,1.5,1.4,30,4,309,404,76.5,38,207,28,23,11,3,59,9,9,12,20,24,3,7,19,47,Unknown,990,3,3,0,0,19,8,1,0,694,21,7,5,1.5,1.5,1.4,34,6,481,570,84.4,52,400,23,32,25,72.83333333333333,73.75,69.25,75.58333333333333,76.72727272727273,75.71428571428571,2,3
540,15,63,7,8,32,24,29,0,9,17,71,Unknown,990,0,0,0,0,11,4,2,0,746,20,7,11,1.1,1.1,1.1,20,0,500,614,81.4,64,516,34,20,11,17,37,13,7,27,20,25,2,9,30,74,Unknown,990,0,0,0,0,13,1,2,0,481,22,10,9,1.5,1.5,0.6,23,0,238,362,65.7,23,236,23,25,16,73.66666666666667,73.0,73.25,75.0,74.0,72.0,0,0
581,19,46,17,5,23,20,17,2,5,18,84,Unknown,990,2,2,0,0,17,7,1,0,510,19,9,4,0.9,0.9,0.9,30,2,311,416,74.8,39,249,23,4,2,3,54,12,6,15,13,25,4,6,27,74,Unknown,990,2,1,1,1,20,7,2,0,591,4,6,12,4.3,3.5,2.2,35,3,395,485,81.4,37,293,32,21,13,71.66666666666667,71.45454545454545,73.3,77.6,78.58333333333333,78.3,2,2
566,20,59,14,6,22,28,10,2,8,35,96,Unknown,990,1,0,0,0,12,7,2,0,610,20,9,10,1.6,1.6,0.9,23,2,344,490,70.2,60,324,26,21,10,18,41,15,2,8,20,40,1,9,21,92,Unknown,989,1,0,0,0,13,4,3,1,494,21,10,14,2.2,2.2,0.9,20,1,226,344,65.7,20,204,20,17,9,74.42857142857143,71.6923076923077,71.0909090909091,72.85714285714286,72.94117647058823,70.1,1,1
559,21,35,13,2,5,21,35,1,10,17,70,Unknown,990,2,2,0,0,7,4,1,0,465,17,14,9,0.7,0.7,0.7,13,4,258,349,73.9,21,257,11,17,11,11,65,10,4,29,6,12,1,8,30,72,Unknown,990,0,0,0,0,10,1,1,0,736,14,5,6,0.5,0.5,0.3,18,0,543,643,84.4,63,513,29,22,11,72.0,69.89473684210526,73.0,76.0,73.33333333333333,73.5,2,0
549,17,47,15,7,26,11,17,1,6,27,78,Unknown,990,0,0,0,0,7,1,2,0,542,21,12,13,0.5,0.5,0.4,13,0,303,431,70.3,45,278,11,19,12,8,53,11,4,12,20,32,0,7,28,60,Unknown,990,2,1,1,1,8,2,1,0,617,17,14,11,1.3,0.6,0.4,16,4,382,481,79.4,33,340,18,22,13,74.25,74.23529411764706,72.125,76.0,75.8125,70.0,0,2
712,2,64,12,7,16,16,9,1,9,7,44,Unknown,990,4,2,1,1,15,8,1,0,772,9,9,4,2.6,1.8,1.5,31,7,613,699,87.7,54,528,26,5,4,4,36,13,4,23,4,17,0,10,10,66,Unknown,990,0,0,0,0,11,2,1,0,497,12,15,6,1.0,1.0,0.7,21,0,311,395,78.7,33,271,17,10,7,82.85714285714286,80.5,75.14285714285714,74.14285714285714,75.14285714285714,75.75,4,0
684,4,35,17,2,12,19,23,0,13,25,66,Unknown,990,3,3,0,0,9,4,0,0,410,23,15,7,2.0,2.0,2.0,18,6,215,300,71.7,22,168,12,7,5,14,65,14,9,20,21,11,1,3,22,60,Unknown,990,0,0,0,0,19,5,3,0,671,9,15,8,1.5,1.5,0.8,34,0,473,557,84.9,46,385,22,38,24,68.42857142857143,73.7,71.5,73.16666666666667,72.0,73.63636363636364,3,0
510,22,47,12,9,24,16,20,2,6,15,69,Unknown,990,3,3,0,0,16,6,1,0,559,27,9,8,1.6,1.6,1.5,25,5,327,431,75.9,33,312,27,13,10,9,53,9,2,17,17,28,2,12,22,56,Unknown,990,1,0,1,1,10,3,2,0,617,14,5,18,1.7,0.9,0.8,18,2,378,477,79.2,39,245,10,13,3,70.16666666666667,70.58333333333333,68.75,70.83333333333333,73.84615384615384,71.875,3,1
473,14,59,6,7,18,15,16,0,5,14,45,Unknown,957,1,0,1,1,22,6,2,1,630,17,11,8,2.4,1.7,1.4,45,2,440,511,86.1,35,452,35,33,17,4,41,20,6,14,10,21,1,13,21,71,Unknown,961,1,0,0,0,11,4,3,1,456,23,3,18,1.1,1.1,0.8,16,1,272,349,77.9,22,198,14,16,7,73.875,74.92307692307692,73.0,70.5,73.27272727272727,72.0,1,1
431,3,57,10,6,20,16,37,1,6,19,52,Unknown,969,1,1,0,0,13,1,1,1,656,13,12,13,0.9,0.9,0.8,25,2,428,531,80.6,47,404,18,17,8,4,43,16,8,31,21,26,1,9,15,74,Unknown,990,0,0,0,0,16,3,2,0,506,17,15,9,1.5,1.5,1.2,29,0,282,397,71.0,33,237,14,9,6,77.91666666666667,78.45454545454545,77.83333333333333,75.125,76.0,75.8,1,0
560,4,43,8,4,16,7,15,6,8,22,65,Unknown,990,0,0,0,0,11,2,1,0,563,21,15,6,0.6,0.6,0.5,19,0,377,469,80.4,35,271,18,9,7,2,57,18,5,10,11,20,2,8,16,36,Unknown,990,1,1,0,0,11,3,5,0,716,11,12,8,1.5,1.5,1.4,20,2,539,622,86.7,44,420,16,19,11,76.0,75.81818181818181,73.42857142857143,80.33333333333333,80.81818181818181,76.35714285714286,0,1
537,3,45,10,6,21,8,25,2,4,17,51,Unknown,990,2,1,1,1,13,9,1,0,627,21,11,17,3.2,2.4,1.8,23,4,415,495,83.8,28,435,24,27,16,2,55,12,8,20,7,13,1,7,19,55,Unknown,990,1,1,0,0,16,8,2,0,714,19,7,6,1.2,1.2,0.9,24,1,508,606,83.8,51,387,30,18,7,77.1,79.1,77.66666666666667,80.81818181818181,80.5,78.72727272727273,2,1
656,13,48,12,3,17,22,22,2,7,31,75,Unknown,990,0,0,0,0,8,1,1,0,618,14,12,11,0.5,0.5,0.5,14,0,396,501,79.0,34,338,9,14,6,19,52,21,1,11,16,26,2,11,20,78,Unknown,990,0,0,0,0,7,1,3,0,657,23,12,6,0.3,0.3,0.3,13,0,434,544,79.8,41,292,15,20,13,72.11111111111111,72.72727272727273,72.6,73.4,72.91666666666667,73.0,0,0
694,16,42,9,4,14,14,28,0,12,31,93,Unknown,990,2,1,0,0,13,7,2,0,549,23,7,11,1.1,1.1,0.9,24,4,302,421,71.7,45,201,17,17,11,20,58,11,5,10,25,15,0,7,32,73,Unknown,990,1,0,0,0,13,3,2,0,698,18,6,12,0.4,0.4,0.2,22,1,465,574,81.0,45,458,16,19,9,72.625,72.63636363636364,69.85714285714286,73.83333333333333,72.1,68.42857142857143,2,1
439,14,49,10,4,14,14,29,3,6,16,67,Unknown,990,2,1,0,0,11,4,1,0,619,19,14,16,1.1,1.1,1.0,20,3,389,478,81.4,34,246,19,24,14,8,51,18,12,27,15,13,2,5,28,78,Unknown,990,0,0,0,0,9,2,4,0,595,21,7,11,0.4,0.4,0.4,18,0,379,502,75.5,41,351,15,14,6,77.8,74.76923076923077,73.45454545454545,75.0,72.71428571428571,67.66666666666667,2,0
725,21,43,15,9,31,24,23,1,4,41,75,Unknown,990,0,0,0,0,11,2,1,0,541,21,7,13,0.9,0.9,0.8,20,0,294,426,69.0,35,206,12,18,12,16,57,14,3,13,22,37,1,8,25,102,Unknown,990,0,0,0,0,6,0,1,0,675,16,20,17,0.2,0.2,0.1,11,0,431,557,77.4,32,364,19,13,5,70.83333333333333,69.6923076923077,72.71428571428571,71.83333333333333,72.25,71.54545454545455,0,0
386,8,56,12,2,10,10,19,1,7,26,63,Unknown,990,3,3,0,0,15,6,1,0,629,15,18,8,1.7,1.7,1.6,30,6,427,524,81.5,37,344,21,13,10,11,44,13,6,19,10,10,1,9,20,63,Unknown,990,1,1,0,0,8,2,0,0,490,13,10,16,0.5,0.5,0.4,16,2,301,404,74.5,47,280,14,10,5,69.5,71.13333333333334,69.16666666666667,75.16666666666667,72.58823529411765,74.16666666666667,3,1
738,10,53,12,3,17,14,11,0,5,23,63,Unknown,951,3,1,1,1,12,4,3,1,638,13,12,11,1.4,0.6,0.5,23,4,448,541,82.8,36,433,23,11,6,19,47,13,2,7,12,14,6,7,23,64,Unknown,990,2,2,0,0,9,5,3,0,572,20,11,8,0.8,0.8,0.8,17,4,376,480,78.3,33,374,16,8,5,78.0,79.26666666666667,75.375,71.25,71.76923076923077,69.875,3,2
753,13,43,19,6,11,14,16,3,5,33,84,Unknown,990,1,1,0,0,8,2,0,0,508,12,8,5,0.3,0.3,0.2,13,2,304,422,72.0,29,275,9,12,3,16,57,18,2,10,14,15,2,8,20,81,Unknown,990,0,0,0,0,10,3,0,0,668,13,18,7,0.5,0.5,0.4,17,0,457,555,82.3,41,385,15,14,10,70.85714285714286,70.5,71.66666666666667,71.83333333333333,72.28571428571429,71.66666666666667,1,0
523,14,64,10,6,11,13,21,2,7,16,47,Unknown,990,2,2,0,0,15,7,1,0,830,22,15,5,1.8,1.8,1.1,29,4,581,686,84.7,44,393,24,37,25,22,36,13,4,17,6,17,3,5,21,47,Unknown,990,0,0,0,0,14,7,3,0,540,26,16,10,0.8,0.8,0.7,23,0,300,390,76.9,33,283,15,12,7,74.66666666666667,75.16666666666667,73.66666666666667,70.83333333333333,70.58333333333333,68.75,2,0
613,13,55,8,7,31,19,11,3,6,33,96,Unknown,990,0,0,0,0,12,3,1,0,570,12,8,6,1.0,1.0,0.8,19,0,327,469,69.7,31,285,10,19,9,15,45,21,1,11,26,47,1,9,22,71,Unknown,990,0,0,0,0,5,0,3,0,521,23,10,7,0.6,0.6,0.6,10,0,274,391,70.1,25,244,10,7,4,71.8,72.0,73.5,73.0,71.66666666666667,74.83333333333333,0,0
626,13,34,10,1,10,17,38,1,8,21,72,Unknown,931,2,2,0,0,5,4,2,1,407,10,9,19,1.1,1.1,1.1,8,4,195,291,67.0,21,211,8,19,15,4,66,13,7,35,19,24,0,4,28,76,Unknown,990,2,2,0,0,26,6,2,0,651,11,0,6,2.7,2.7,2.0,41,4,445,557,79.9,59,289,22,12,9,72.2,73.9,73.0,72.85714285714286,75.9,72.625,2,2
477,13,60,13,4,27,10,16,0,6,30,63,Unknown,990,0,0,0,0,21,5,0,0,716,12,8,8,1.8,1.8,1.3,36,0,506,612,82.7,59,450,24,12,6,9,40,7,7,16,12,26,2,10,15,61,Unknown,990,0,0,0,0,7,2,1,0,536,13,13,16,0.3,0.3,0.1,11,0,306,408,75.0,28,256,4,6,4,68.75,72.16666666666667,71.0,71.75,73.64285714285714,73.625,0,0
546,20,60,17,3,22,23,18,0,6,24,83,Unknown,990,1,1,0,0,9,3,2,0,645,18,6,15,0.8,0.8,0.6,16,2,396,534,74.2,47,323,23,19,6,21,40,13,3,14,25,26,1,12,23,91,Unknown,990,1,1,0,0,9,2,4,0,490,28,15,11,1.3,1.3,1.1,12,2,227,355,63.9,28,201,7,16,6,74.42857142857143,71.73333333333333,69.625,72.0,69.15789473684211,71.66666666666667,1,1
413,16,71,12,7,29,23,19,1,3,28,94,Unknown,990,0,0,0,0,23,7,1,0,747,20,11,7,1.8,1.8,1.2,38,0,515,630,81.7,68,441,26,19,14,22,29,13,3,10,25,41,2,10,26,79,Unknown,990,4,1,0,0,11,6,0,0,387,25,14,13,2.3,2.3,0.4,16,5,145,255,56.9,18,136,11,17,11,72.57142857142857,72.75,70.92307692307692,69.0,69.7,68.0,0,4
539,18,60,17,4,33,27,17,2,5,28,95,Unknown,990,0,0,0,0,14,1,4,0,661,6,10,14,0.6,0.6,0.3,24,0,429,539,79.6,44,326,18,17,9,12,40,11,8,15,34,43,2,13,21,75,Unknown,933,1,0,1,1,13,4,3,1,488,20,6,10,1.5,0.7,0.6,26,2,232,356,65.2,27,231,14,12,8,73.66666666666667,72.94117647058823,70.0,73.6,74.4,72.83333333333333,0,1
453,6,57,15,8,27,19,13,1,4,33,86,Unknown,990,0,0,0,0,16,4,2,0,665,18,24,12,1.3,1.3,0.3,25,0,387,515,75.1,50,329,22,29,12,8,43,10,8,12,22,40,3,9,23,68,Unknown,990,1,1,0,0,13,6,2,0,547,25,11,16,1.9,1.9,1.0,18,2,270,393,68.7,21,247,13,11,8,71.5,71.92307692307692,73.07692307692308,75.75,73.11764705882354,70.42857142857143,0,1
527,13,37,17,3,15,15,22,3,9,28,74,Unknown,990,0,0,0,0,12,2,1,0,470,14,25,16,0.7,0.7,0.4,18,0,217,349,62.2,32,211,18,12,8,3,63,15,4,17,17,29,0,7,28,58,Unknown,990,1,1,0,0,18,11,3,0,729,16,13,14,1.2,1.2,1.1,33,2,474,603,78.6,60,444,26,19,16,70.0,70.76923076923077,71.0,77.1,79.1,75.75,0,1
418,12,55,10,8,27,19,20,0,10,29,86,Unknown,990,5,1,1,1,18,9,0,0,624,25,12,5,2.5,1.8,0.7,31,5,377,527,71.5,33,234,20,5,3,17,45,13,5,13,18,29,0,7,25,81,Unknown,990,0,0,0,0,4,0,2,0,540,8,22,15,0.2,0.2,0.1,6,0,300,426,70.4,26,228,10,12,6,73.66666666666667,74.6875,72.75,68.0,73.5,72.9090909090909,5,0
419,4,62,8,9,29,14,17,4,6,20,76,Unknown,990,3,3,0,0,18,9,1,0,738,17,14,8,2.1,2.1,1.5,33,6,529,633,83.6,68,334,22,14,11,9,38,10,5,16,19,24,3,11,19,67,Unknown,990,3,2,0,0,10,6,1,0,495,22,14,7,1.8,1.8,0.7,18,5,277,381,72.7,24,269,26,11,9,75.125,76.0,77.2,70.45454545454545,72.76923076923077,72.57142857142857,4,3
662,2,62,15,9,31,2,7,2,6,21,40,Unknown,990,1,0,1,2,14,3,2,0,781,23,4,8,2.5,0.9,0.4,29,2,612,700,87.4,70,474,32,13,5,14,38,14,1,3,4,32,2,9,5,40,Unknown,990,1,1,0,0,8,2,3,0,574,16,20,11,1.1,1.1,1.1,15,2,380,434,87.6,26,284,23,29,15,81.55555555555556,79.53333333333333,76.11111111111111,73.16666666666667,71.77777777777777,74.1,1,1
402,9,32,9,7,22,18,18,1,6,24,74,Unknown,933,1,1,0,0,14,4,2,1,441,22,16,8,1.3,1.3,0.7,25,2,226,335,67.5,25,168,22,16,8,3,68,10,0,12,18,31,4,6,24,50,Unknown,990,2,2,0,0,9,5,5,0,837,21,8,12,1.7,1.7,1.2,15,4,619,711,87.1,58,568,29,16,7,71.0,73.4,73.0,78.0,77.125,77.57142857142857,1,2
579,15,62,14,12,43,19,10,1,3,36,64,Unknown,990,1,1,0,0,15,4,1,0,745,15,9,7,1.2,1.2,1.2,28,1,518,638,81.2,73,477,33,20,11,6,38,15,2,12,14,41,2,10,16,83,Unknown,990,2,2,0,0,8,5,1,0,531,27,11,12,2.1,2.1,1.3,15,4,280,393,71.2,20,229,13,11,5,73.66666666666667,71.33333333333333,72.85714285714286,74.2,71.86666666666666,72.7,1,2
503,13,27,16,1,5,4,28,1,14,12,64,Unknown,965,0,0,0,0,4,1,3,1,347,18,9,10,0.3,0.3,0.2,4,0,174,253,68.8,12,160,1,9,5,2,73,16,8,26,10,3,3,8,10,37,Unknown,990,3,2,1,1,19,8,0,0,776,17,8,4,2.6,1.8,1.6,39,5,613,693,88.5,74,546,21,17,9,68.75,70.71428571428571,71.0,80.81818181818181,81.41666666666667,78.41666666666667,0,3
721,1,57,16,5,26,24,30,0,7,33,76,Unknown,990,1,1,0,0,15,4,1,0,645,17,11,6,1.7,1.7,1.6,29,2,402,514,78.2,56,365,29,20,9,22,43,15,5,19,19,24,3,12,27,73,Unknown,990,1,1,0,0,8,2,2,0,507,24,6,9,0.6,0.6,0.5,14,2,262,383,68.4,22,227,11,18,10,75.0,75.11764705882354,76.75,69.33333333333333,69.27272727272727,67.42857142857143,1,1
405,13,60,16,10,24,15,9,1,5,32,67,Unknown,990,1,1,0,0,18,7,1,0,649,12,14,12,1.2,1.2,1.1,29,2,403,545,73.9,45,368,19,12,7,12,40,10,2,7,24,41,2,6,26,83,Unknown,990,2,1,0,0,12,5,2,0,504,24,12,12,1.6,1.6,0.6,19,2,227,364,62.4,25,199,13,6,4,70.85714285714286,72.76923076923077,71.66666666666667,74.0,74.6875,72.75,1,2
385,4,43,14,6,22,21,32,2,10,23,86,Unknown,990,2,2,0,0,11,6,3,0,519,17,12,10,0.8,0.8,0.6,19,4,287,398,72.1,36,226,12,5,3,17,57,11,9,22,28,23,1,7,21,75,Unknown,990,1,0,1,1,10,4,1,0,623,10,5,15,1.6,0.8,0.7,18,2,399,529,75.4,46,317,23,13,8,74.0,74.2,75.75,76.5,73.25,72.5,2,1
493,13,57,15,6,25,16,19,1,9,23,58,Unknown,990,1,0,1,1,10,1,1,0,609,14,13,2,1.2,0.5,0.3,19,1,415,524,79.2,38,388,34,8,7,6,43,15,2,16,18,27,1,7,19,73,Unknown,990,2,1,0,0,7,3,3,0,494,14,11,7,0.3,0.3,0.3,13,3,291,393,74.0,34,256,14,10,6,72.0,70.07142857142857,71.75,72.33333333333333,73.33333333333333,72.07142857142857,1,2
627,21,43,15,6,14,13,21,1,5,25,68,Unknown,990,1,1,0,0,10,3,2,0,506,18,10,6,1.1,1.1,1.1,19,2,316,415,76.1,33,236,13,15,8,8,57,12,4,19,17,17,0,9,15,63,Unknown,990,1,1,0,0,11,4,2,0,656,14,11,16,1.0,1.0,0.9,20,2,458,548,83.6,32,390,13,17,9,71.6,72.41176470588235,72.6,76.5,75.28571428571429,73.71428571428571,1,1
736,22,58,11,4,14,40,33,0,7,40,93,Unknown,990,0,0,0,1,6,2,3,0,630,23,11,6,1.0,0.2,0.1,12,0,347,500,69.4,36,291,11,11,6,17,42,12,3,15,29,30,1,8,38,101,Unknown,990,0,0,0,0,9,3,3,0,503,18,10,10,0.4,0.4,0.3,15,0,202,359,56.3,32,175,10,18,8,69.57142857142857,69.27272727272727,66.83333333333333,74.0,73.72222222222223,73.11111111111111,0,0
422,17,38,13,6,20,17,11,1,11,24,84,Unknown,990,2,1,1,1,8,1,1,0,440,23,12,12,1.5,0.7,0.7,16,3,241,351,68.7,27,171,16,8,5,3,62,18,0,10,24,23,0,12,22,75,Unknown,990,4,3,0,0,19,6,2,0,686,19,8,8,1.5,1.5,1.3,37,8,480,574,83.6,57,326,16,20,12,71.0,73.52631578947368,73.2,76.88888888888889,77.4,77.71428571428571,2,4
577,3,62,12,8,24,17,13,4,4,17,67,Unknown,990,5,4,1,1,21,9,0,0,721,13,13,4,3.8,3.0,2.9,44,10,525,609,86.2,62,490,30,22,18,20,38,14,1,9,10,17,3,8,20,64,Unknown,982,1,0,0,0,5,2,2,1,463,18,10,10,0.4,0.4,0.1,8,2,265,371,71.4,21,245,16,14,9,78.42857142857143,79.3,78.3,74.85714285714286,71.73333333333333,70.88888888888889,5,1
484,2,67,7,9,17,10,14,1,5,19,40,Unknown,990,1,0,0,0,23,3,2,0,848,16,10,13,2.2,2.2,0.9,38,1,646,728,88.7,86,511,26,24,15,12,33,11,1,10,9,30,1,21,15,53,Unknown,990,0,0,0,0,11,2,0,0,483,26,16,10,0.5,0.5,0.5,19,0,276,355,77.7,23,255,8,11,2,80.45454545454545,81.16666666666667,80.66666666666667,74.5,74.2,73.625,1,0
555,1,49,13,2,11,15,16,1,6,22,58,Unknown,990,1,1,0,0,11,6,4,0,613,15,15,9,1.3,1.3,1.2,18,2,402,500,80.4,34,379,24,11,5,12,51,22,3,13,18,8,1,8,24,67,Unknown,990,0,0,0,0,6,2,2,0,612,13,15,7,0.3,0.3,0.2,11,0,403,519,77.6,38,331,6,16,12,77.25,76.86666666666666,76.25,73.0,73.53846153846153,70.71428571428571,1,0
564,17,51,11,6,31,10,16,3,8,24,70,Unknown,990,1,1,0,0,8,3,2,0,645,21,6,10,0.6,0.6,0.5,15,2,433,555,78.0,52,351,26,14,11,9,49,12,2,12,20,34,2,7,23,75,Unknown,990,0,0,0,0,8,1,2,0,646,16,14,11,0.4,0.4,0.4,15,0,436,525,83.0,43,325,18,9,4,74.0,73.85,72.125,71.0,73.66666666666667,73.71428571428571,1,0
