"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Possession","Home_Success_Pass","Home_Pass","Home_Passing_Accuracy","Home_Fouls","Home_Corners","Home_Crosses","Home_Touches","Home_Tackles","Home_Interceptions","Home_Aerials_Won","Home_Clearances","Home_Offsides","Home_Goal_Kicks","Home_Throw_Ins","Home_Long_Balls","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Possession","Away_Success_Pass","Away_Pass","Away_Passing_Accuracy","Away_Fouls","Away_Corners","Away_Crosses","Away_Touches","Away_Tackles","Away_Interceptions","Away_Aerials_Won","Away_Clearances","Away_Offsides","Away_Goal_Kicks","Away_Throw_Ins","Away_Long_Balls","Away_Yellow_Cards","Away_Red_Cards","Game_URL"
"Fußball-Bundesliga","2018-03-17","Fußball-Bundesliga (Matchweek 27)","Wolfsburg","4-3-3",57,508,622,82,12,5,19,710,26,7,16,8,0,4,31,102,"0","0","Schalke 04","3-4-1-2",43,364,469,78,18,2,6,566,20,7,21,23,2,10,16,62,"1","0","https://fbref.com/en/matches/bf08afe5/Wolfsburg-Schalke-04-March-17-2018-Bundesliga"
"Fußball-Bundesliga","2017-12-16","Fußball-Bundesliga (Matchweek 17)","Augsburg","4-2-3-1",61,421,572,74,8,11,38,671,19,15,20,10,1,5,32,99,"1","0","Freiburg","4-4-2",39,243,368,66,15,4,9,486,13,16,26,37,1,11,18,87,"3","0","https://fbref.com/en/matches/ad16335a/Augsburg-Freiburg-December-16-2017-Bundesliga"
"Fußball-Bundesliga","2017-11-26","Fußball-Bundesliga (Matchweek 13)","Köln","3-4-3",54,486,595,82,15,3,16,696,17,10,20,22,3,3,24,85,"2","0","Hertha BSC","4-4-2",46,383,499,77,8,4,20,604,19,16,22,22,1,10,21,90,"0","0","https://fbref.com/en/matches/fdd92607/Koln-Hertha-BSC-November-26-2017-Bundesliga"
"Fußball-Bundesliga","2018-04-01","Fußball-Bundesliga (Matchweek 28)","Werder Bremen","4-3-3",46,351,476,74,16,6,17,556,10,10,17,19,4,5,27,89,"2","0","Eintracht Frankfurt","4-2-3-1",54,448,564,79,9,3,17,667,13,6,11,30,3,5,20,81,"0","0","https://fbref.com/en/matches/0df18b30/Werder-Bremen-Eintracht-Frankfurt-April-1-2018-Bundesliga"
"Fußball-Bundesliga","2018-04-07","Fußball-Bundesliga (Matchweek 29)","Augsburg","3-4-1-2",30,200,299,67,22,1,9,386,17,3,15,19,4,7,15,55,"3","0","Bayern Munich","4-3-3",70,595,691,86,8,6,24,774,15,4,16,14,1,6,18,85,"1","0","https://fbref.com/en/matches/c63293ce/Augsburg-Bayern-Munich-April-7-2018-Bundesliga"
"Fußball-Bundesliga","2017-12-02","Fußball-Bundesliga (Matchweek 14)","Mainz 05","4-3-3",58,363,487,75,18,4,18,596,21,11,32,12,0,6,24,83,"4","0","Augsburg","4-2-3-1",42,221,347,64,16,3,14,462,32,15,18,23,1,10,28,93,"1","0","https://fbref.com/en/matches/b1d57dce/Mainz-05-Augsburg-December-2-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-25","Fußball-Bundesliga (Matchweek 24)","RB Leipzig","4-3-3",55,499,620,80,13,3,12,761,16,12,21,34,1,6,26,53,"1","0","Köln","3-4-3",45,362,515,70,11,7,28,648,31,12,19,23,2,9,18,96,"1","0","https://fbref.com/en/matches/836fdd2c/RB-Leipzig-Koln-February-25-2018-Bundesliga"
"Fußball-Bundesliga","2018-04-14","Fußball-Bundesliga (Matchweek 30)","Bayer Leverkusen","3-4-1-2",53,469,564,83,17,2,11,652,16,8,12,12,2,6,23,51,"3","0","Eintracht Frankfurt","3-4-3",47,404,500,81,9,2,13,597,21,10,17,23,2,6,24,84,"4","0","https://fbref.com/en/matches/bca68fcf/Bayer-Leverkusen-Eintracht-Frankfurt-April-14-2018-Bundesliga"
"Fußball-Bundesliga","2017-10-29","Fußball-Bundesliga (Matchweek 10)","Stuttgart","4-2-3-1",71,653,749,87,14,6,31,817,13,3,14,2,5,4,19,83,"3","0","Freiburg","4-3-3",29,240,313,77,11,0,4,419,13,14,22,37,1,7,16,61,"0","1","https://fbref.com/en/matches/cc431807/Stuttgart-Freiburg-October-29-2017-Bundesliga"
"Fußball-Bundesliga","2018-01-20","Fußball-Bundesliga (Matchweek 19)","Mainz 05","3-1-4-2",41,344,436,79,10,7,23,533,14,10,24,19,0,6,19,80,"2","0","Stuttgart","4-2-3-1",59,518,629,82,9,3,19,717,22,12,14,17,0,9,20,92,"4","0","https://fbref.com/en/matches/4f912929/Mainz-05-Stuttgart-January-20-2018-Bundesliga"
"Fußball-Bundesliga","2017-10-15","Fußball-Bundesliga (Matchweek 8)","Bayer Leverkusen","4-2-3-1",54,359,479,75,16,11,30,567,15,9,16,10,2,13,19,74,"2","0","Wolfsburg","4-3-3",46,299,410,73,13,2,12,519,8,17,17,34,2,10,20,73,"2","0","https://fbref.com/en/matches/496c7fb4/Bayer-Leverkusen-Wolfsburg-October-15-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-19","Fußball-Bundesliga (Matchweek 5)","Mönchengladbach","4-4-2",55,524,618,85,9,4,10,700,23,12,10,9,1,8,19,61,"0","0","Stuttgart","3-4-3",45,424,499,85,8,1,12,600,19,17,11,19,3,7,27,75,"1","0","https://fbref.com/en/matches/677887ea/Monchengladbach-Stuttgart-September-19-2017-Bundesliga"
"Fußball-Bundesliga","2017-11-17","Fußball-Bundesliga (Matchweek 12)","Stuttgart","3-4-3",38,218,345,63,17,5,12,465,31,15,13,21,5,5,30,78,"2","0","Dortmund","4-3-3",62,451,562,80,14,4,17,683,20,16,26,29,2,5,35,57,"0","0","https://fbref.com/en/matches/c6286555/Stuttgart-Dortmund-November-17-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-04","Fußball-Bundesliga (Matchweek 21)","Hamburger SV","3-1-4-2",57,442,557,79,14,8,21,672,17,15,15,12,0,8,27,72,"3","1","Hannover 96","3-4-3",43,304,423,72,18,3,12,560,36,14,26,30,3,9,23,70,"1","0","https://fbref.com/en/matches/cd71d99b/Hamburger-SV-Hannover-96-February-4-2018-Bundesliga"
"Fußball-Bundesliga","2017-12-16","Fußball-Bundesliga (Matchweek 17)","Köln","4-4-2",38,317,414,77,8,5,16,524,23,10,14,17,2,5,11,75,"2","0","Wolfsburg","4-2-3-1",62,564,676,83,13,4,26,764,17,5,19,16,1,11,21,80,"1","0","https://fbref.com/en/matches/b5015ae9/Koln-Wolfsburg-December-16-2017-Bundesliga"
"Fußball-Bundesliga","2017-10-28","Fußball-Bundesliga (Matchweek 10)","Hertha BSC","4-2-3-1",47,292,428,68,14,9,16,554,24,11,26,36,1,7,23,98,"2","0","Hamburger SV","3-4-3",53,334,486,69,13,11,36,601,28,8,22,18,3,3,36,86,"1","0","https://fbref.com/en/matches/1b5be8e3/Hertha-BSC-Hamburger-SV-October-28-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-10","Fußball-Bundesliga (Matchweek 22)","Hannover 96","3-4-3",40,294,423,70,13,3,16,582,31,21,43,38,0,8,22,84,"0","0","Freiburg","3-4-3",60,483,642,75,7,4,17,739,27,13,28,16,0,6,27,110,"2","0","https://fbref.com/en/matches/ece63dff/Hannover-96-Freiburg-February-10-2018-Bundesliga"
"Fußball-Bundesliga","2018-03-03","Fußball-Bundesliga (Matchweek 25)","RB Leipzig","4-2-2-2",50,373,524,71,19,3,24,634,26,7,13,19,3,5,35,58,"0","0","Dortmund","4-2-3-1",50,379,521,73,10,3,7,643,26,10,15,30,8,6,24,64,"4","0","https://fbref.com/en/matches/d95ae846/RB-Leipzig-Dortmund-March-3-2018-Bundesliga"
"Fußball-Bundesliga","2017-11-04","Fußball-Bundesliga (Matchweek 11)","Mönchengladbach","4-4-2",62,522,645,81,5,9,25,740,20,8,12,19,2,12,20,76,"1","0","Mainz 05","4-3-3",38,299,393,76,14,9,24,515,15,20,13,27,1,11,17,81,"0","0","https://fbref.com/en/matches/e4babe18/Monchengladbach-Mainz-05-November-4-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-09","Fußball-Bundesliga (Matchweek 3)","Mönchengladbach","4-4-2",69,505,622,81,17,13,34,728,19,12,17,23,4,5,20,89,"3","0","Eintracht Frankfurt","3-1-4-2",31,168,279,60,17,5,17,409,24,14,22,42,3,14,23,73,"2","0","https://fbref.com/en/matches/9a77b60b/Monchengladbach-Eintracht-Frankfurt-September-9-2017-Bundesliga"
"Fußball-Bundesliga","2018-04-28","Fußball-Bundesliga (Matchweek 32)","Hertha BSC","4-2-3-1",56,397,519,76,10,6,20,599,16,4,17,20,1,10,24,87,"0","0","Augsburg","4-2-3-1",44,300,406,74,17,3,18,496,16,12,26,28,0,6,14,86,"2","1","https://fbref.com/en/matches/dcb113dd/Hertha-BSC-Augsburg-April-28-2018-Bundesliga"
"Fußball-Bundesliga","2017-12-15","Fußball-Bundesliga (Matchweek 17)","Mönchengladbach","4-4-2",54,419,531,79,7,9,16,655,26,12,16,28,0,8,18,70,"0","0","Hamburger SV","3-5-2",46,345,457,75,16,4,19,568,23,9,19,20,2,8,30,73,"3","0","https://fbref.com/en/matches/73de6f40/Monchengladbach-Hamburger-SV-December-15-2017-Bundesliga"
"Fußball-Bundesliga","2017-11-04","Fußball-Bundesliga (Matchweek 11)","RB Leipzig","4-2-2-2",60,476,622,77,13,2,8,733,15,9,21,16,4,6,32,66,"1","0","Hannover 96","3-4-3",40,268,407,66,16,3,14,527,22,15,21,25,4,9,18,86,"4","0","https://fbref.com/en/matches/e0325200/RB-Leipzig-Hannover-96-November-4-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-19","Fußball-Bundesliga (Matchweek 5)","Augsburg","4-1-2-1-2",33,218,357,61,15,3,12,460,19,17,12,24,5,11,20,97,"2","0","RB Leipzig","4-2-2-2",67,591,724,82,17,2,12,828,11,8,26,16,2,7,29,75,"2","0","https://fbref.com/en/matches/19965925/Augsburg-RB-Leipzig-September-19-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-17","Fußball-Bundesliga (Matchweek 4)","Bayer Leverkusen","4-4-2",64,562,676,83,4,5,16,783,12,14,17,12,4,6,18,75,"0","0","Freiburg","4-4-1-1",36,261,381,69,13,4,7,476,21,9,21,22,0,12,24,75,"2","0","https://fbref.com/en/matches/abc12d71/Bayer-Leverkusen-Freiburg-September-17-2017-Bundesliga"
"Fußball-Bundesliga","2018-01-13","Fußball-Bundesliga (Matchweek 18)","Augsburg","4-2-3-1",52,315,472,67,5,6,19,603,20,9,40,36,6,6,39,94,"1","0","Hamburger SV","4-4-2",48,277,435,64,14,4,18,580,31,13,26,34,1,6,21,90,"1","0","https://fbref.com/en/matches/d4ed5da2/Augsburg-Hamburger-SV-January-13-2018-Bundesliga"
"Fußball-Bundesliga","2017-09-20","Fußball-Bundesliga (Matchweek 5)","Freiburg","3-4-3",50,339,447,76,17,5,19,563,15,15,22,21,3,9,24,83,"2","0","Hannover 96","4-3-3",50,324,440,74,19,3,13,557,15,13,28,23,1,10,25,84,"4","0","https://fbref.com/en/matches/19006b59/Freiburg-Hannover-96-September-20-2017-Bundesliga"
"Fußball-Bundesliga","2018-05-12","Fußball-Bundesliga (Matchweek 34)","Schalke 04","3-4-3",45,323,438,74,10,4,19,566,26,19,17,24,6,11,26,76,"0","0","Eintracht Frankfurt","4-2-3-1",55,394,526,75,12,3,9,632,26,5,14,28,3,6,21,73,"2","0","https://fbref.com/en/matches/9da8e360/Schalke-04-Eintracht-Frankfurt-May-12-2018-Bundesliga"
"Fußball-Bundesliga","2017-08-26","Fußball-Bundesliga (Matchweek 2)","Dortmund","4-3-3",65,582,700,83,12,4,18,819,22,13,21,22,4,5,25,84,"1","0","Hertha BSC","4-2-3-1",35,250,374,67,9,4,13,477,19,20,21,16,5,8,26,73,"1","0","https://fbref.com/en/matches/5734149b/Dortmund-Hertha-BSC-August-26-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-20","Fußball-Bundesliga (Matchweek 5)","Hertha BSC","4-2-3-1",37,282,401,70,12,3,13,511,19,22,16,29,1,7,19,84,"1","0","Bayer Leverkusen","4-4-2",63,576,696,83,24,6,28,805,19,9,21,11,0,2,26,64,"2","0","https://fbref.com/en/matches/6c5cd8f0/Hertha-BSC-Bayer-Leverkusen-September-20-2017-Bundesliga"
"Fußball-Bundesliga","2017-08-27","Fußball-Bundesliga (Matchweek 2)","RB Leipzig","4-2-2-2",67,531,641,83,11,8,14,766,20,17,23,24,1,3,33,83,"2","0","Freiburg","3-4-3",33,207,316,66,13,2,7,445,22,14,12,37,1,16,21,73,"3","1","https://fbref.com/en/matches/cd7718be/RB-Leipzig-Freiburg-August-27-2017-Bundesliga"
"Fußball-Bundesliga","2018-01-13","Fußball-Bundesliga (Matchweek 18)","Stuttgart","4-4-2",47,366,491,75,8,4,22,605,28,15,25,29,5,11,20,87,"1","0","Hertha BSC","4-2-3-1",53,440,561,78,11,4,18,673,19,13,24,32,0,7,17,91,"0","0","https://fbref.com/en/matches/2e639ca1/Stuttgart-Hertha-BSC-January-13-2018-Bundesliga"
"Fußball-Bundesliga","2017-11-05","Fußball-Bundesliga (Matchweek 11)","Köln","4-4-2",38,276,367,75,16,7,25,470,16,9,16,22,2,9,16,56,"4","0","Hoffenheim","4-3-3",62,526,609,86,15,6,15,719,15,7,9,23,4,10,12,67,"3","0","https://fbref.com/en/matches/f50068e4/Koln-Hoffenheim-November-5-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-16","Fußball-Bundesliga (Matchweek 4)","RB Leipzig","4-2-2-2",52,473,581,81,13,3,9,699,32,9,9,22,3,8,22,49,"1","1","Mönchengladbach","4-4-2",48,425,545,78,12,2,15,648,28,23,9,11,2,7,30,88,"1","0","https://fbref.com/en/matches/634c5128/RB-Leipzig-Monchengladbach-September-16-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-18","Fußball-Bundesliga (Matchweek 23)","Mönchengladbach","4-2-3-1",53,367,495,74,15,6,20,637,22,14,17,16,4,3,26,69,"3","0","Dortmund","4-2-3-1",47,293,433,68,17,5,8,571,32,17,15,24,2,12,17,79,"3","0","https://fbref.com/en/matches/1c528760/Monchengladbach-Dortmund-February-18-2018-Bundesliga"
"Fußball-Bundesliga","2017-10-14","Fußball-Bundesliga (Matchweek 8)","Hertha BSC","4-2-3-1",39,316,410,77,12,1,8,507,15,14,15,19,1,4,18,65,"1","1","Schalke 04","3-5-2",61,552,650,85,20,5,20,739,22,15,15,8,1,5,22,44,"2","0","https://fbref.com/en/matches/60363d4c/Hertha-BSC-Schalke-04-October-14-2017-Bundesliga"
"Fußball-Bundesliga","2018-04-28","Fußball-Bundesliga (Matchweek 32)","Schalke 04","3-1-4-2",28,222,308,72,11,1,15,406,26,15,5,23,0,13,21,61,"2","1","Mönchengladbach","4-4-2",72,702,780,90,11,1,16,889,26,6,9,15,0,3,18,65,"4","0","https://fbref.com/en/matches/498da3bf/Schalke-04-Monchengladbach-April-28-2018-Bundesliga"
"Fußball-Bundesliga","2017-10-01","Fußball-Bundesliga (Matchweek 7)","Hertha BSC","4-2-3-1",33,228,333,68,14,1,9,432,19,9,13,33,1,14,11,66,"0","0","Bayern Munich","4-2-3-1",67,572,683,84,12,9,29,770,15,8,19,11,2,8,22,83,"2","0","https://fbref.com/en/matches/11ff6012/Hertha-BSC-Bayern-Munich-October-1-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-26","Fußball-Bundesliga (Matchweek 24)","Dortmund","4-2-3-1",64,582,709,82,8,3,13,820,27,4,20,15,1,6,22,72,"0","0","Augsburg","4-2-3-1",36,292,405,72,15,3,15,539,28,9,13,27,3,7,21,86,"3","0","https://fbref.com/en/matches/add934f9/Dortmund-Augsburg-February-26-2018-Bundesliga"
"Fußball-Bundesliga","2017-09-23","Fußball-Bundesliga (Matchweek 6)","Hoffenheim","3-1-4-2",44,373,464,80,17,0,6,559,17,9,4,18,1,15,19,74,"3","0","Schalke 04","3-4-3",56,503,600,84,16,5,27,687,15,15,13,6,2,8,27,77,"2","0","https://fbref.com/en/matches/7870c975/Hoffenheim-Schalke-04-September-23-2017-Bundesliga"
"Fußball-Bundesliga","2017-08-26","Fußball-Bundesliga (Matchweek 2)","Augsburg","4-1-4-1",50,372,479,78,13,10,39,602,28,14,23,14,1,11,13,98,"2","0","Mönchengladbach","4-4-2",50,378,474,80,12,0,5,591,14,5,12,33,1,13,23,79,"2","0","https://fbref.com/en/matches/3d33cbcd/Augsburg-Monchengladbach-August-26-2017-Bundesliga"
"Fußball-Bundesliga","2017-12-13","Fußball-Bundesliga (Matchweek 16)","Hertha BSC","4-2-3-1",44,280,393,71,10,5,14,528,21,9,13,29,2,8,17,85,"2","0","Hannover 96","4-2-3-1",56,381,502,76,11,8,32,604,15,11,22,18,3,3,25,76,"3","0","https://fbref.com/en/matches/7bdb23f3/Hertha-BSC-Hannover-96-December-13-2017-Bundesliga"
"Fußball-Bundesliga","2017-12-13","Fußball-Bundesliga (Matchweek 16)","Bayer Leverkusen","3-4-3",48,350,466,75,10,5,16,570,19,8,22,19,5,7,25,86,"0","0","Werder Bremen","3-5-1-1",52,373,498,75,26,1,12,595,26,16,20,11,1,13,32,88,"3","0","https://fbref.com/en/matches/5bc98bc7/Bayer-Leverkusen-Werder-Bremen-December-13-2017-Bundesliga"
"Fußball-Bundesliga","2017-09-23","Fußball-Bundesliga (Matchweek 6)","Stuttgart","3-4-3",63,513,645,80,8,5,17,758,20,5,33,16,0,6,29,110,"1","0","Augsburg","3-4-3",37,242,375,65,15,3,15,483,16,13,32,21,1,13,21,104,"2","0","https://fbref.com/en/matches/be29160b/Stuttgart-Augsburg-September-23-2017-Bundesliga"
"Fußball-Bundesliga","2017-11-25","Fußball-Bundesliga (Matchweek 13)","Dortmund","3-4-3",47,305,417,73,18,3,10,521,24,14,11,25,1,8,24,80,"6","1","Schalke 04","3-4-3",53,363,469,77,20,5,21,577,21,12,22,16,2,2,24,56,"5","0","https://fbref.com/en/matches/bb7d0d6e/Revierderby-Dortmund-Schalke-04-November-25-2017-Bundesliga"
"Fußball-Bundesliga","2017-08-26","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","3-4-3",60,444,566,78,16,6,23,682,22,17,14,23,2,3,23,78,"2","0","Hoffenheim","4-3-3",40,249,371,67,11,1,10,481,18,15,11,21,2,13,22,93,"2","0","https://fbref.com/en/matches/9992229f/Bayer-Leverkusen-Hoffenheim-August-26-2017-Bundesliga"
"Fußball-Bundesliga","2017-12-17","Fußball-Bundesliga (Matchweek 17)","Hannover 96","3-4-3",51,338,445,76,9,6,14,545,15,9,29,19,0,9,19,61,"0","0","Bayer Leverkusen","4-2-3-1",49,306,425,72,16,5,20,522,20,10,22,17,3,13,27,88,"1","0","https://fbref.com/en/matches/f9d3b3de/Hannover-96-Bayer-Leverkusen-December-17-2017-Bundesliga"
"Fußball-Bundesliga","2018-05-12","Fußball-Bundesliga (Matchweek 34)","Bayer Leverkusen","4-2-3-1",54,452,559,81,10,5,20,677,14,11,9,20,2,9,20,88,"2","0","Hannover 96","3-4-1-2",46,352,469,75,12,2,11,593,22,7,16,21,2,10,19,75,"2","0","https://fbref.com/en/matches/7f6a6b2d/Bayer-Leverkusen-Hannover-96-May-12-2018-Bundesliga"
"Fußball-Bundesliga","2018-03-31","Fußball-Bundesliga (Matchweek 28)","Hannover 96","3-1-4-2",45,280,419,67,16,6,21,524,34,8,28,11,4,12,19,67,"3","0","RB Leipzig","4-2-2-2",55,412,519,79,17,3,10,661,20,7,12,41,3,7,18,89,"4","0","https://fbref.com/en/matches/89284d44/Hannover-96-RB-Leipzig-March-31-2018-Bundesliga"
"Fußball-Bundesliga","2018-04-28","Fußball-Bundesliga (Matchweek 32)","Wolfsburg","4-2-3-1",49,300,401,75,19,2,16,481,21,9,22,12,3,12,13,85,"3","0","Hamburger SV","4-1-4-1",51,319,413,77,19,6,12,514,15,8,18,14,2,10,15,80,"2","0","https://fbref.com/en/matches/a3eda320/Wolfsburg-Hamburger-SV-April-28-2018-Bundesliga"
"Fußball-Bundesliga","2017-09-24","Fußball-Bundesliga (Matchweek 6)","Hannover 96","4-4-2",66,429,544,79,17,6,28,641,16,3,23,19,1,12,30,76,"4","0","Köln","3-1-4-2",34,180,283,64,18,7,17,389,18,11,14,32,0,12,16,75,"2","0","https://fbref.com/en/matches/b2677d90/Hannover-96-Koln-September-24-2017-Bundesliga"
"Fußball-Bundesliga","2018-03-10","Fußball-Bundesliga (Matchweek 26)","Hoffenheim","3-1-4-2",46,378,481,79,7,11,23,558,13,12,11,18,0,5,13,64,"1","0","Wolfsburg","4-2-3-1",54,461,559,82,8,4,9,647,8,9,5,28,5,9,16,79,"1","0","https://fbref.com/en/matches/f8483c4d/Hoffenheim-Wolfsburg-March-10-2018-Bundesliga"
"Fußball-Bundesliga","2017-11-05","Fußball-Bundesliga (Matchweek 11)","Wolfsburg","4-2-3-1",59,481,578,83,14,4,21,663,10,13,21,9,3,3,23,76,"1","0","Hertha BSC","4-2-3-1",41,297,404,74,19,2,10,493,18,7,17,23,0,6,19,79,"1","0","https://fbref.com/en/matches/b19c88fe/Wolfsburg-Hertha-BSC-November-5-2017-Bundesliga"
"Fußball-Bundesliga","2018-03-11","Fußball-Bundesliga (Matchweek 26)","Dortmund","4-2-3-1",46,274,406,67,19,5,17,508,18,4,18,18,4,11,24,69,"3","0","Eintracht Frankfurt","3-1-4-2",54,348,483,72,11,8,28,571,12,8,23,21,4,7,30,103,"3","0","https://fbref.com/en/matches/d55195d6/Dortmund-Eintracht-Frankfurt-March-11-2018-Bundesliga"
"Fußball-Bundesliga","2018-04-07","Fußball-Bundesliga (Matchweek 29)","Freiburg","4-4-2",60,407,537,76,17,9,30,626,11,7,31,10,0,11,27,104,"0","0","Wolfsburg","4-3-3",40,242,362,67,16,3,11,464,15,10,23,27,0,9,23,117,"1","0","https://fbref.com/en/matches/0b5992b6/Freiburg-Wolfsburg-April-7-2018-Bundesliga"
"Fußball-Bundesliga","2017-09-23","Fußball-Bundesliga (Matchweek 6)","Mainz 05","3-4-3",43,280,410,68,20,4,10,526,20,13,29,21,0,3,27,81,"3","0","Hertha BSC","4-2-3-1",57,412,549,75,25,1,11,645,13,15,26,12,0,12,27,105,"3","1","https://fbref.com/en/matches/792d9b4c/Mainz-05-Hertha-BSC-September-23-2017-Bundesliga"
"Fußball-Bundesliga","2018-02-03","Fußball-Bundesliga (Matchweek 21)","Wolfsburg","4-2-3-1",55,489,619,79,13,3,16,713,10,8,22,17,1,8,24,100,"0","0","Stuttgart","4-2-3-1",45,381,507,75,10,6,27,613,17,19,25,21,2,10,22,102,"2","0","https://fbref.com/en/matches/6469399a/Wolfsburg-Stuttgart-February-3-2018-Bundesliga"
