regParam,elasticNetParam,accuracy,recall,f1_score,precision
0.1,0.1,0.43333333333333335,0.43333333333333335,0.31039426523297486,0.25492424242424244
0.1,0.1,0.4666666666666667,0.4666666666666667,0.3365591397849462,0.2633333333333333
