League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Roberto Inglese,/en/players/6c1f7328/Roberto-Inglese,9,ITA,FW,27-285,90,0,0,0,0,2,1,0,0,19,0,1,1,0.1,0.1,0,1,0,11,13,84.6,1,10,1,1,1
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Gervinho,/en/players/e468c053/Gervinho,27,CIV,"LW,FW",32-089,90,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,10,14,71.4,1,21,6,7,3
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Dejan Kulusevski,/en/players/df3cda47/Dejan-Kulusevski,44,SWE,RW,19-121,56,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,1,0,13,19,68.4,1,18,3,2,1
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Luca Siligardi,/en/players/1cac99dc/Luca-Siligardi,26,ITA,"RW,RM",31-210,34,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,8,13,61.5,3,6,0,0,0
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Antonino Barillà,/en/players/a64cbd35/Antonino-Barilla,17,ITA,LM,31-145,84,0,0,0,0,1,0,0,0,32,0,0,1,0,0,0,1,0,17,22,77.3,0,16,0,2,1
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Yann Karamoh,/en/players/8b66d9cc/Yann-Karamoh,7,FRA,LM,21-047,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Gastón Brugman,/en/players/e947ee4a/Gaston-Brugman,15,URU,CM,26-351,76,0,0,0,0,0,0,0,0,41,2,3,2,0,0,0.1,1,0,25,33,75.8,2,26,1,2,2
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Alberto Grassi,/en/players/6cc97b6a/Alberto-Grassi,8,ITA,CM,24-170,14,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,7,7,100,1,4,0,0,0
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Hernani,/en/players/6f5ead86/Hernani,10,BRA,"RM,CM",25-150,90,0,0,0,0,2,1,1,0,52,0,0,2,0.1,0.1,0,2,0,33,43,76.7,3,26,1,0,0
Serie A,8/24/2019,Serie A (Matchweek 1),Parma,4/3/2003,0,0.3,,2,0,Juventus,4/3/2003,1,1.4,Giorgio Chiellini · 21&rsquor;,3,0,https://fbref.com/en/matches/2b01c68a/Parma-Juventus-August-24-2019-Serie-A,Parma,Home,Riccardo Gagliolo,/en/players/173061c0/Riccardo-Gagliolo,28,SWE,LB,29-118,90,0,0,0,0,1,0,0,0,54,6,2,1,0,0,0,1,0,38,44,86.4,3,23,2,0,0
