League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Gonzalo Higuaín,/en/players/8a08491a/Gonzalo-Higuain,9,ARG,FW,29-252,70,1,0,0,0,4,2,0,0,22,1,0,0,0.3,0.3,0,3,0,11,14,78.6,1,19,3,2,2
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Blaise Matuidi,/en/players/c0cddebe/Blaise-Matuidi,14,FRA,DM,30-132,20,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0.1,2,0,19,20,95,6,20,0,0,0
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Mario Mandžukić,/en/players/afa0d4e0/Mario-Mandzukic,17,CRO,LW,31-090,90,1,0,0,0,4,2,0,0,59,0,3,2,0.2,0.2,0,0,0,38,48,79.2,4,29,3,0,0
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Juan Cuadrado,/en/players/0ab1f153/Juan-Cuadrado,7,COL,RW,29-085,73,0,0,0,0,0,0,0,0,58,1,0,1,0,0,0.2,7,1,46,54,85.2,5,40,6,1,1
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Douglas Costa,/en/players/4fa7cb9b/Douglas-Costa,11,BRA,RW,26-339,17,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0.1,4,0,18,20,90,3,17,1,2,1
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Paulo Dybala,/en/players/e0921a4f/Paulo-Dybala,10,ARG,"AM,FW",23-277,90,1,0,0,0,7,3,0,0,74,0,0,2,0.6,0.6,0,5,0,45,54,83.3,6,53,3,6,4
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Miralem Pjanić,/en/players/ad6df2d5/Miralem-Pjanic,5,BIH,DM,27-139,90,0,1,0,0,1,0,0,0,98,1,4,2,0,0,0.3,3,2,82,89,92.1,8,51,0,0,0
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Claudio Marchisio,/en/players/e304acd5/Claudio-Marchisio,8,ITA,DM,31-212,61,0,0,0,0,1,0,0,0,53,0,0,0,0,0,0,2,0,45,52,86.5,6,41,0,0,0
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Sami Khedira,/en/players/38ac43d3/Sami-Khedira,6,GER,"AM,DM",30-137,29,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,18,20,90,3,14,2,1,1
Serie A,8/19/2017,Serie A (Matchweek 1),Juventus,4-2-3-1,3,1.1,Mario Mandžukić · 12&rsquor; Paulo Dybala · 45+1&rsquor; Gonzalo Higuaín · 66&rsquor;,1,0,Cagliari,4-3-1-2,0,1.4,,0,0,https://fbref.com/en/matches/c6005f97/Juventus-Cagliari-August-19-2017-Serie-A,Juventus,Home,Alex Sandro,/en/players/0d82903c/Alex-Sandro,12,BRA,LB,26-205,90,0,1,0,0,0,0,0,0,93,1,2,0,0,0,0.1,3,1,72,87,82.8,6,64,6,6,6
