League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Marvin Cuni,/en/players/1d45fd81/Marvin-Cuni,11,ALB,FW,22-040,66,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,14,15,93.3,0,12,0,2,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Gennaro Borrelli,/en/players/04c4edc1/Gennaro-Borrelli,9,ITA,FW,23-162,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Giuseppe Caso,/en/players/099a2de5/Giuseppe-Caso,10,ITA,LW,24-253,66,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,2,0,13,14,92.9,5,15,2,5,3
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Giorgi Kvernadze,/en/players/70006831/Giorgi-Kvernadze,17,GEO,LW,20-193,24,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,8,8,100,1,10,0,2,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Jaime Báez,/en/players/dfd24c07/Jaime-Baez,7,URU,RW,28-116,74,0,0,0,0,2,0,0,0,30,0,0,3,0.1,0.1,0,1,1,16,21,76.2,4,14,2,0,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Luigi Canotto,/en/players/911080b1/Luigi-Canotto,19,ITA,RW,29-092,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,66.7,0,5,0,1,1
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Abdou Harroui,/en/players/65fd099c/Abdou-Harroui,21,NED,LM,25-218,85,1,0,1,1,0,0,0,0,52,3,0,1,0.8,0,0,2,0,35,38,92.1,2,22,3,3,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Enzo Barrenechea,/en/players/6caffe81/Enzo-Barrenechea,45,ARG,LM,22-089,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,12,100,1,8,0,0,0
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Luca Mazzitelli,/en/players/dc61b402/Luca-Mazzitelli,36,ITA,CM,27-277,74,0,0,0,0,0,0,1,0,61,0,0,2,0,0,0,1,0,44,54,81.5,5,24,1,2,1
Serie A,8/19/2023,Serie A (Matchweek 1),Frosinone,4/3/2003,1,0.9,Abdou Harroui (P) · 7&rsquor;,3,0,Napoli,4/3/2003,3,1.5,Matteo Politano · 24&rsquor; Victor Osimhen · 42&rsquor; Victor Osimhen · 79&rsquor;,3,0,https://fbref.com/en/matches/305afcf5/Frosinone-Napoli-August-19-2023-Serie-A,Frosinone,Home,Marco Brescianini,/en/players/dfd56738/Marco-Brescianini,4,ITA,CM,23-211,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,50,0,5,0,0,0
